VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GO_VASCULAR_WOUND_HEALING,SET,8,0.912,0.019033,0.32244,0.0023413,GO_VASCULAR_WOUND_HEALING,0.44454121875
GO_REGULATION_OF_HISTONE_MET...,SET,58,0.29088,0.016323,0.1029,0.0023527,GO_REGULATION_OF_HISTONE_METHYLATION,0.44454121875
GO_POSITIVE_REGULATION_OF_MH...1,SET,7,0.85501,0.016692,0.30328,0.0024096,GO_POSITIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,0.44454121875
GO_ANTIGEN_PROCESSING_AND_PR...11,SET,8,0.94308,0.019682,0.33622,0.0025192,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB,0.44454121875
REACTOME_GLUCONEOGENESIS,SET,30,0.40712,0.016443,0.14558,0.0025861,REACTOME_GLUCONEOGENESIS,0.44454121875
GO_CONTRACTILE_RING,SET,10,0.65765,0.015344,0.23536,0.0026039,GO_CONTRACTILE_RING,0.44454121875
GO_VIRION_BINDING,SET,8,0.86783,0.018111,0.31074,0.0026157,GO_VIRION_BINDING,0.44454121875
REACTOME_RNA_POLYMERASE_III_...1,SET,16,0.52928,0.015618,0.18952,0.002616,REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION,0.44454121875
REACTOME_G2_M_DNA_DAMAGE_CHE...,SET,77,0.26086,0.016858,0.093459,0.0026288,REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.44454121875
GO_CEREBELLAR_CORTEX_DEVELOP...,SET,43,0.3583,0.01732,0.12851,0.0026542,GO_CEREBELLAR_CORTEX_DEVELOPMENT,0.44454121875
GO_POSITIVE_REGULATION_OF_ST...7,SET,21,0.52132,0.017621,0.18704,0.0026609,GO_POSITIVE_REGULATION_OF_STEROL_TRANSPORT,0.44454121875
GO_REGULATION_OF_NUCLEOTIDE_...2,SET,7,1.0685,0.02086,0.38381,0.0026875,GO_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_SIGNALING_PATHWAY,0.44454121875
GO_OLFACTORY_BEHAVIOR,SET,10,0.83134,0.019397,0.29877,0.0026996,GO_OLFACTORY_BEHAVIOR,0.44454121875
GO_FACIT_COLLAGEN_TRIMER,SET,6,1.1095,0.020054,0.39917,0.0027244,GO_FACIT_COLLAGEN_TRIMER,0.44454121875
GO_RAL_GTPASE_BINDING,SET,14,0.60565,0.016718,0.21816,0.0027533,GO_RAL_GTPASE_BINDING,0.44454121875
REACTOME_DNA_DOUBLE_STRAND_B...2,SET,58,0.30218,0.016957,0.10947,0.002889,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,0.44454121875
REACTOME_CDC6_ASSOCIATION_WI...,SET,11,0.73197,0.017911,0.26517,0.0028895,REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC:ORIGIN_COMPLEX,0.44454121875
GO_SM_LIKE_PROTEIN_FAMILY_CO...,SET,65,0.24953,0.014821,0.09042,0.0028963,GO_SM_LIKE_PROTEIN_FAMILY_COMPLEX,0.44454121875
REACTOME_RNA_POLYMERASE_III_...4,SET,26,0.40433,0.015205,0.14657,0.0029059,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,0.44454121875
REACTOME_SUMOYLATION_OF_TRAN...2,SET,19,0.53224,0.017113,0.19315,0.0029323,REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS,0.44454121875
GO_CYSTEINE_TYPE_ENDOPEPTIDA...6,SET,21,0.56952,0.01925,0.20669,0.0029337,GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.44454121875
GO_BLOOD_VESSEL_MORPHOGENESIS,SET,531,0.10956,0.01836,0.039792,0.0029536,GO_BLOOD_VESSEL_MORPHOGENESIS,0.44454121875
GO_AMMONIUM_TRANSMEMBRANE_TR...2,SET,29,0.46634,0.018519,0.16944,0.0029619,GO_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.44454121875
GO_REGULATION_OF_PROTEIN_MOD...2,SET,1632,0.060971,0.017351,0.02233,0.0031655,GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,0.44454121875
GO_NEGATIVE_REGULATION_OF_PE...8,SET,46,0.34714,0.017354,0.12715,0.0031676,GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,0.44454121875
GO_FERTILIZATION,SET,155,0.18838,0.017236,0.069015,0.0031741,GO_FERTILIZATION,0.44454121875
GO_RNA_POLYMERASE_III_COMPLEX,SET,15,0.52791,0.015083,0.19351,0.0031889,GO_RNA_POLYMERASE_III_COMPLEX,0.44454121875
REACTOME_PROCESSING_OF_DNA_D...,SET,78,0.24832,0.016151,0.091187,0.0032359,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,0.44454121875
GO_NEUROEPITHELIAL_CELL_DIFF...,SET,50,0.3711,0.01934,0.13647,0.0032751,GO_NEUROEPITHELIAL_CELL_DIFFERENTIATION,0.44454121875
GO_RENAL_FILTRATION,SET,17,0.63558,0.019331,0.23383,0.0032864,GO_RENAL_FILTRATION,0.44454121875
REACTOME_CELL_CELL_JUNCTION_...,SET,58,0.35236,0.019773,0.12979,0.0033175,REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,0.44454121875
REACTOME_EPIGENETIC_REGULATI...,SET,119,0.20416,0.016383,0.075346,0.0033713,REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,0.44454121875
GO_NEGATIVE_REGULATION_OF_DN...11,SET,31,0.41414,0.017003,0.15298,0.0033963,GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION,0.44454121875
GO_PATHWAY_RESTRICTED_SMAD_P...,SET,59,0.32678,0.018495,0.12078,0.0034131,GO_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,0.44454121875
GO_PEPTIDYL_LYSINE_METHYLATI...,SET,107,0.21361,0.01626,0.079056,0.0034492,GO_PEPTIDYL_LYSINE_METHYLATION,0.44454121875
GO_REGULATION_OF_HISTONE_H3_...6,SET,21,0.46079,0.015575,0.17061,0.0034604,GO_REGULATION_OF_HISTONE_H3_K9_METHYLATION,0.44454121875
GO_RESPONSE_TO_BMP,SET,142,0.20112,0.017619,0.074567,0.0034994,GO_RESPONSE_TO_BMP,0.44454121875
GO_BLOC_1_COMPLEX,SET,14,0.62189,0.017166,0.23059,0.003502,GO_BLOC_1_COMPLEX,0.44454121875
GO_VASCULAR_ENDOTHELIAL_GROW...3,SET,31,0.42792,0.017569,0.15869,0.0035055,GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,0.44454121875
GO_REGULATION_OF_BILE_ACID_M...,SET,12,0.71966,0.018392,0.26748,0.0035701,GO_REGULATION_OF_BILE_ACID_METABOLIC_PROCESS,0.44806595257732
REACTOME_FORMATION_OF_XYLULO...,SET,5,1.0766,0.017763,0.40142,0.0036639,REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE,0.4486070304
GO_XYLULOSE_5_PHOSPHATE_BIOS...,SET,5,1.0766,0.017763,0.40142,0.0036639,GO_XYLULOSE_5_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.4486070304
GO_HISTONE_H3_K9_TRIMETHYLAT...,SET,13,0.56084,0.014918,0.20996,0.0037835,GO_HISTONE_H3_K9_TRIMETHYLATION,0.4486070304
GO_REGULATION_OF_INTEGRIN_ME...,SET,11,0.80631,0.01973,0.30221,0.0038179,GO_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,0.4486070304
GO_METHYLTRANSFERASE_COMPLEX,SET,105,0.20506,0.015463,0.076903,0.0038359,GO_METHYLTRANSFERASE_COMPLEX,0.4486070304
GO_REGULATION_OF_TYPE_B_PANC...2,SET,9,0.76541,0.016942,0.2876,0.0038954,GO_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION,0.4486070304
GO_POSITIVE_REGULATION_OF_HI...7,SET,9,0.6799,0.01505,0.25554,0.0039027,GO_POSITIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION,0.4486070304
GO_NEGATIVE_REGULATION_OF_IN...33,SET,30,0.41941,0.01694,0.15775,0.003925,GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.4486070304
GO_TUBULIN_COMPLEX_ASSEMBLY,SET,6,0.7282,0.013162,0.27409,0.0039477,GO_TUBULIN_COMPLEX_ASSEMBLY,0.4486070304
GO_POSITIVE_REGULATION_OF_SI...3,SET,20,0.51835,0.017099,0.19558,0.0040247,GO_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.4486070304
GO_CEREBELLAR_PURKINJE_CELL_...4,SET,11,0.65932,0.016134,0.24881,0.004029,GO_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS,0.4486070304
GO_TUMOR_NECROSIS_FACTOR_BIO...,SET,21,0.52995,0.017913,0.20007,0.0040416,GO_TUMOR_NECROSIS_FACTOR_BIOSYNTHETIC_PROCESS,0.4486070304
GO_TUBE_MORPHOGENESIS,SET,755,0.086808,0.017238,0.03289,0.0041572,GO_TUBE_MORPHOGENESIS,0.4486070304
GO_NAD_P_PLUS_PROTEIN_ARGINI...,SET,4,1.3701,0.02022,0.51931,0.0041703,GO_NAD_P_PLUS_PROTEIN_ARGININE_ADP_RIBOSYLTRANSFERASE_ACTIVITY,0.4486070304
GO_BRCA1_A_COMPLEX,SET,4,1.2285,0.01813,0.46596,0.004193,GO_BRCA1_A_COMPLEX,0.4486070304
REACTOME_ACROSOME_REACTION_A...,SET,6,1.0437,0.018864,0.39714,0.0042986,REACTOME_ACROSOME_REACTION_AND_SPERM:OOCYTE_MEMBRANE_BINDING,0.4486070304
BIOCARTA_CASPASE_PATHWAY,SET,21,0.48313,0.01633,0.18386,0.0043022,BIOCARTA_CASPASE_PATHWAY,0.4486070304
GO_CYTOKINE_METABOLIC_PROCESS,SET,104,0.238,0.017862,0.090727,0.0043582,GO_CYTOKINE_METABOLIC_PROCESS,0.4486070304
GO_ENTERIC_NERVOUS_SYSTEM_DE...,SET,12,0.69509,0.017764,0.26499,0.0043604,GO_ENTERIC_NERVOUS_SYSTEM_DEVELOPMENT,0.4486070304
REACTOME_NEGATIVE_EPIGENETIC...,SET,81,0.24305,0.016108,0.09266,0.0043615,REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.4486070304
GO_NEGATIVE_REGULATION_OF_CO...6,SET,6,1.0351,0.018708,0.39495,0.0043908,GO_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION,0.4486070304
GO_HISTONE_H3_K9_MODIFICATION,SET,42,0.32265,0.015414,0.12313,0.0043966,GO_HISTONE_H3_K9_MODIFICATION,0.4486070304
GO_REGULATION_OF_HEPATOCYTE_...,SET,13,0.58543,0.015572,0.22405,0.0044931,GO_REGULATION_OF_HEPATOCYTE_PROLIFERATION,0.4486070304
GO_POSITIVE_REGULATION_OF_GE...2,SET,56,0.27814,0.015337,0.1065,0.0045099,GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,0.4486070304
GO_ANTIGEN_PROCESSING_AND_PR...3,SET,20,0.55273,0.018233,0.21179,0.0045342,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,0.4486070304
GO_AUTOPHAGY_OF_NUCLEUS,SET,5,0.94719,0.015629,0.36318,0.0045566,GO_AUTOPHAGY_OF_NUCLEUS,0.4486070304
GO_REGULATION_OF_DNA_REPLICA...,SET,94,0.23013,0.016424,0.08829,0.0045777,GO_REGULATION_OF_DNA_REPLICATION,0.4486070304
GO_EQUILIBRIOCEPTION,SET,7,0.98977,0.019322,0.38004,0.0046062,GO_EQUILIBRIOCEPTION,0.4486070304
GO_REPLICATIVE_SENESCENCE,SET,13,0.56957,0.015151,0.21918,0.0046826,GO_REPLICATIVE_SENESCENCE,0.450294212598425
GO_ORGANIC_CATION_TRANSMEMBR...,SET,24,0.47025,0.016991,0.18103,0.0046975,GO_ORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.450294212598425
GO_MHC_CLASS_I_PROTEIN_COMPL...,SET,8,0.8859,0.018488,0.34144,0.0047388,GO_MHC_CLASS_I_PROTEIN_COMPLEX,0.45070430625
GO_NEGATIVE_REGULATION_OF_ME...9,SET,8,0.89708,0.018722,0.34637,0.004804,GO_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION,0.451571118461539
GO_REGULATION_OF_NUCLEOTIDE_...1,SET,5,1.1857,0.019565,0.45806,0.0048221,GO_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,0.451571118461539
GO_LIVER_MORPHOGENESIS,SET,17,0.52841,0.016072,0.20451,0.0048903,GO_LIVER_MORPHOGENESIS,0.45446192519084
REACTOME_GENE_EXPRESSION_TRA...,SET,1360,0.062151,0.016277,0.024129,0.0050045,REACTOME_GENE_EXPRESSION_TRANSCRIPTION,0.455244475555556
GO_GLYCOPROTEIN_COMPLEX,SET,18,0.5185,0.016227,0.2014,0.0050232,GO_GLYCOPROTEIN_COMPLEX,0.455244475555556
GO_REGULATION_OF_BILE_ACID_B...,SET,10,0.75304,0.01757,0.29258,0.0050338,GO_REGULATION_OF_BILE_ACID_BIOSYNTHETIC_PROCESS,0.455244475555556
GO_ZYMOGEN_ACTIVATION,SET,44,0.35907,0.017557,0.13956,0.0050483,GO_ZYMOGEN_ACTIVATION,0.455244475555556
GO_PROSTATE_GLANDULAR_ACINUS...2,SET,6,0.94672,0.017112,0.36899,0.005152,GO_PROSTATE_GLANDULAR_ACINUS_MORPHOGENESIS,0.458942027737226
REACTOME_SUMOYLATION_OF_INTR...,SET,28,0.40491,0.0158,0.15787,0.0051647,REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS,0.458942027737226
GO_NUCLEOTIDE_DIPHOSPHATASE_...,SET,13,0.60032,0.015969,0.23429,0.0052025,GO_NUCLEOTIDE_DIPHOSPHATASE_ACTIVITY,0.45895097826087
GO_GATOR1_COMPLEX,SET,5,0.92385,0.015244,0.36123,0.0052757,GO_GATOR1_COMPLEX,0.462060228776978
GO_OPSONIZATION,SET,11,0.78297,0.019159,0.30665,0.00534,GO_OPSONIZATION,0.464351142857143
GO_PHOSPHATASE_REGULATOR_ACT...,SET,86,0.23357,0.015948,0.091584,0.005385,GO_PHOSPHATASE_REGULATOR_ACTIVITY,0.464943191489362
GO_HETEROPHILIC_CELL_CELL_AD...,SET,39,0.38416,0.017687,0.15095,0.0054673,GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,0.466715404195804
GO_PLATELET_DERIVED_GROWTH_F...2,SET,6,0.92949,0.0168,0.36535,0.0054822,GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY,0.466715404195804
GO_RNA_POLYMERASE_III_ACTIVI...,SET,14,0.50305,0.013886,0.19804,0.0055449,GO_RNA_POLYMERASE_III_ACTIVITY,0.46707345433526
GO_ANTIGEN_PROCESSING_AND_PR...4,SET,13,0.60269,0.016031,0.23745,0.0055758,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN,0.46707345433526
BIOCARTA_CARM_ER_PATHWAY,SET,22,0.4408,0.015249,0.17441,0.0057512,BIOCARTA_CARM_ER_PATHWAY,0.46707345433526
GO_ERYTHROCYTE_DEVELOPMENT,SET,27,0.42061,0.016118,0.16675,0.0058321,GO_ERYTHROCYTE_DEVELOPMENT,0.46707345433526
GO_CELLULAR_RESPONSE_TO_GROW...,SET,22,0.52369,0.018117,0.2081,0.0059304,GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS,0.46707345433526
GO_REGULATION_OF_DNA_DEPENDE...1,SET,45,0.32013,0.015829,0.12731,0.005965,GO_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION,0.46707345433526
GO_REGULATION_OF_LEUKOCYTE_P...,SET,202,0.15962,0.01665,0.06348,0.0059657,GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.46707345433526
GO_METENCEPHALON_DEVELOPMENT,SET,99,0.22002,0.016113,0.087527,0.005978,GO_METENCEPHALON_DEVELOPMENT,0.46707345433526
GO_REGULATION_OF_OSSIFICATION,SET,164,0.18033,0.016967,0.071922,0.0060888,GO_REGULATION_OF_OSSIFICATION,0.46707345433526
REACTOME_GENERIC_TRANSCRIPTI...,SET,1116,0.067915,0.016227,0.027095,0.0061003,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,0.46707345433526
GO_SUMO_LIGASE_ACTIVITY,SET,6,0.83295,0.015055,0.33242,0.0061144,GO_SUMO_LIGASE_ACTIVITY,0.46707345433526
GO_MACROPHAGE_PROLIFERATION,SET,6,1.0025,0.01812,0.40091,0.0062031,GO_MACROPHAGE_PROLIFERATION,0.46707345433526
