VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GOBP_POSITIVE_REGULATION_OF_...9,SET,7,1.0945,0.021357,0.2953,0.0001054,GOBP_POSITIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,0.231713629411765
HP_DIGESTIVE_SYSTEM_NEOPLASM,SET,343,0.17484,0.023661,0.047195,0.0001062,HP_DIGESTIVE_SYSTEM_NEOPLASM,0.231713629411765
GOMF_PHOSPHATIDYLCHOLINE_STE...,SET,6,1.518,0.027423,0.41005,0.0001073,GOMF_PHOSPHATIDYLCHOLINE_STEROL_O_ACYLTRANSFERASE_ACTIVATOR_ACTIVITY,0.231713629411765
ROVERSI_GLIOMA_COPY_NUMBER_UP,SET,94,0.41854,0.029857,0.11349,0.00011334,ROVERSI_GLIOMA_COPY_NUMBER_UP,0.231713629411765
GOBP_REGULATION_OF_SOMATIC_S...,SET,11,1.0023,0.024514,0.27422,0.00012896,GOBP_REGULATION_OF_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE,0.249000266666667
GSE36095_WT_VS_HDAC9_KO_TREG...2,SET,167,0.23514,0.022313,0.064648,0.00013819,GSE36095_WT_VS_HDAC9_KO_TREG_UP,0.252778602631579
ENK_UV_RESPONSE_EPIDERMIS_UP,SET,269,0.18917,0.022718,0.05244,0.00015514,ENK_UV_RESPONSE_EPIDERMIS_UP,0.25961985
BEIER_GLIOMA_STEM_CELL_UP,SET,35,0.56998,0.02485,0.15813,0.00015687,BEIER_GLIOMA_STEM_CELL_UP,0.25961985
GOBP_TRANSCRIPTION_BY_RNA_PO...2,SET,56,0.36186,0.019944,0.1017,0.00018733,GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III,0.295938825
GOBP_REGULATION_OF_AGGREPHAGY,SET,7,1.116,0.021777,0.31802,0.00022511,GOBP_REGULATION_OF_AGGREPHAGY,0.340160784782609
GSE19888_ADENOSINE_A3R_INH_P...3,SET,173,0.21077,0.020353,0.060473,0.00024629,GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_DN,0.353958822
GOBP_NEGATIVE_REGULATION_OF_...431,SET,15,0.7903,0.022569,0.22733,0.00025461,GOBP_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,0.353958822
GTGACTT_MIR224,SET,139,0.24431,0.021167,0.071159,0.00029879,GTGACTT_MIR224,0.398524
REACTOME_VLDL_CLEARANCE,SET,6,1.309,0.023648,0.38234,0.0003096,REACTOME_VLDL_CLEARANCE,0.398524
MIR3913_3P,SET,73,0.35188,0.022133,0.10331,0.00033041,MIR3913_3P,0.4101214125
GOMF_RNA_POLYMERASE_II_ACTIV...,SET,9,0.81566,0.018046,0.24234,0.00038252,GOMF_RNA_POLYMERASE_II_ACTIVITY,0.419961873786408
GOBP_MEMBRANE_RAFT_ASSEMBLY,SET,11,0.82529,0.020185,0.24592,0.00039629,GOBP_MEMBRANE_RAFT_ASSEMBLY,0.419961873786408
GOMF_INOSITOL_BISPHOSPHATE_P...,SET,7,0.98937,0.019305,0.29701,0.00043346,GOMF_INOSITOL_BISPHOSPHATE_PHOSPHATASE_ACTIVITY,0.419961873786408
QIU_PBMC_HEPTATITIS_B_SURFAC...4,SET,14,0.82305,0.022708,0.24729,0.00043784,QIU_PBMC_HEPTATITIS_B_SURFACE_ANTIGEN_AGE_UNDER50_NON_RESPONDERS_VS_RESPONDERS_28DY_UP,0.419961873786408
MIR95_3P,SET,5,1.3773,0.022715,0.41424,0.00044314,MIR95_3P,0.419961873786408
GOBP_PROTEIN_LOCALIZATION_TO...18,SET,14,0.76184,0.021019,0.22969,0.00045625,GOBP_PROTEIN_LOCALIZATION_TO_CONDENSED_CHROMOSOME,0.419961873786408
MAX_01,SET,240,0.18368,0.020852,0.055544,0.00047264,MAX_01,0.419961873786408
chr17q23,SET,51,0.70315,0.036989,0.21294,0.00048082,chr17q23,0.419961873786408
GOCC_SMALL_NUCLEAR_RIBONUCLE...,SET,70,0.29098,0.017924,0.0883,0.00049247,GOCC_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX,0.419961873786408
HP_NEOPLASM_OF_THE_GASTROINT...,SET,285,0.17102,0.021132,0.051911,0.00049386,HP_NEOPLASM_OF_THE_GASTROINTESTINAL_TRACT,0.419961873786408
TAKEDA_TARGETS_OF_NUP98_HOXA...1,SET,131,0.26434,0.022238,0.080593,0.00052024,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN,0.419961873786408
HP_OVARIAN_NEOPLASM,SET,73,0.31135,0.019584,0.094949,0.00052168,HP_OVARIAN_NEOPLASM,0.419961873786408
GOBP_STRESS_INDUCED_PREMATUR...,SET,7,0.88484,0.017266,0.27026,0.00053116,GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE,0.419961873786408
GSE20484_MCSG_VS_CXCL4_MONOC...1,SET,174,0.20846,0.020188,0.063817,0.00054534,GSE20484_MCSG_VS_CXCL4_MONOCYTE_DERIVED_MACROPHAGE_DN,0.419961873786408
HP_DYSGRAPHIA,SET,52,0.40354,0.021435,0.1238,0.00055868,HP_DYSGRAPHIA,0.419961873786408
CHENG_TAF7L_TARGETS,SET,4,1.2812,0.0189,0.39312,0.00055988,CHENG_TAF7L_TARGETS,0.419961873786408
MIR548AC,SET,545,0.11982,0.020326,0.036807,0.00056723,MIR548AC,0.419961873786408
GOBP_HIGH_DENSITY_LIPOPROTEI...3,SET,17,0.74772,0.022731,0.23063,0.00059452,GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING,0.419961873786408
HARALAMBIEVA_PBMC_TIV_AGE_50...3,SET,13,0.71213,0.018933,0.22014,0.00060948,HARALAMBIEVA_PBMC_TIV_AGE_50_74YO_CORRELATED_WITH_MEMORY_B_CELL_RESPONSE_3DY_POSITIVE,0.419961873786408
MIR3665,SET,73,0.32451,0.020411,0.10037,0.00061352,MIR3665,0.419961873786408
MIR548H_3P_MIR548Z,SET,547,0.11863,0.020159,0.036754,0.00062534,MIR548H_3P_MIR548Z,0.419961873786408
GOBP_OTOLITH_MORPHOGENESIS,SET,5,1.3377,0.022062,0.41542,0.00064181,GOBP_OTOLITH_MORPHOGENESIS,0.419961873786408
GOBP_PROTEIN_LOCALIZATION_TO...13,SET,21,0.60064,0.020292,0.18654,0.00064226,GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION,0.419961873786408
REACTOME_INTERLEUKIN_36_PATH...,SET,7,1.5312,0.029878,0.47735,0.00067004,REACTOME_INTERLEUKIN_36_PATHWAY,0.419961873786408
MIR548BB_3P,SET,541,0.11851,0.020032,0.036964,0.0006738,MIR548BB_3P,0.419961873786408
GSE24634_IL4_VS_CTRL_TREATED...3,SET,176,0.21097,0.020547,0.066039,0.00070122,GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN,0.419961873786408
GOBP_REGULATION_OF_ANDROGEN_...,SET,25,0.50479,0.018605,0.15828,0.00071434,GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.419961873786408
HP_NEOPLASM_OF_THE_GENITOURI...,SET,213,0.18528,0.019831,0.058177,0.00072545,HP_NEOPLASM_OF_THE_GENITOURINARY_TRACT,0.419961873786408
REACTOME_RNA_POLYMERASE_III_...3,SET,26,0.44206,0.016616,0.13926,0.00075208,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER,0.419961873786408
GSE14415_TCONV_VS_FOXP3_KO_I...1,SET,159,0.20691,0.019162,0.065215,0.00075654,GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN,0.419961873786408
GOMF_QUATERNARY_AMMONIUM_GRO...1,SET,36,0.47645,0.021067,0.15022,0.00075916,GOMF_QUATERNARY_AMMONIUM_GROUP_BINDING,0.419961873786408
GSE22443_IL2_VS_IL12_TREATED...1,SET,188,0.1928,0.0194,0.060823,0.00076405,GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_DN,0.419961873786408
GOBP_REGULATION_OF_PEPTIDYL_...3,SET,7,0.92215,0.017994,0.29099,0.00076606,GOBP_REGULATION_OF_PEPTIDYL_SERINE_DEPHOSPHORYLATION,0.419961873786408
GOBP_REGULATION_OF_STEROL_TR...,SET,56,0.37647,0.02075,0.11883,0.00076874,GOBP_REGULATION_OF_STEROL_TRANSPORT,0.419961873786408
GSE11961_MARGINAL_ZONE_BCELL...9,SET,176,0.19993,0.019471,0.063277,0.00079133,GSE11961_MARGINAL_ZONE_BCELL_VS_PLASMA_CELL_DAY7_DN,0.419961873786408
GOCC_SM_LIKE_PROTEIN_FAMILY_...,SET,78,0.26532,0.017248,0.084064,0.00080066,GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX,0.419961873786408
GILMORE_CORE_NFKB_PATHWAY,SET,12,0.77987,0.019922,0.24737,0.0008104,GILMORE_CORE_NFKB_PATHWAY,0.419961873786408
KEGG_N_GLYCAN_BIOSYNTHESIS,SET,44,0.38888,0.019005,0.12348,0.00081987,KEGG_N_GLYCAN_BIOSYNTHESIS,0.419961873786408
MIR1298_3P,SET,41,0.43948,0.020735,0.13956,0.00082045,MIR1298_3P,0.419961873786408
GOBP_NEGATIVE_REGULATION_OF_...554,SET,23,0.52527,0.018571,0.16706,0.00083394,GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,0.419961873786408
GOCC_TRANSCRIPTION_REPRESSOR...,SET,73,0.31704,0.019941,0.10099,0.00084807,GOCC_TRANSCRIPTION_REPRESSOR_COMPLEX,0.419961873786408
HP_BILATERAL_CLEFT_LIP,SET,12,0.88891,0.022707,0.2833,0.00085291,HP_BILATERAL_CLEFT_LIP,0.419961873786408
REACTOME_G2_M_DNA_DAMAGE_CHE...,SET,55,0.34169,0.018664,0.10963,0.00091575,REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.419961873786408
ARNT_02,SET,217,0.17776,0.019202,0.057116,0.00092971,ARNT_02,0.419961873786408
HP_DISTURBED_PERCEPTION_WITH...,SET,35,0.4289,0.018699,0.13783,0.00093132,HP_DISTURBED_PERCEPTION_WITH_A_STIMULUS,0.419961873786408
GOBP_NEGATIVE_REGULATION_OF_...621,SET,11,0.93106,0.022772,0.29935,0.00093606,GOBP_NEGATIVE_REGULATION_OF_SYNAPSE_ORGANIZATION,0.419961873786408
HP_ALZHEIMER_DISEASE,SET,9,0.95426,0.021112,0.3071,0.00094549,HP_ALZHEIMER_DISEASE,0.419961873786408
GSE36527_CD62L_HIGH_VS_CD62L...1,SET,188,0.1943,0.019551,0.062578,0.00095321,GSE36527_CD62L_HIGH_VS_CD62L_LOW_TREG_CD69_NEG_KLRG1_NEG_DN,0.419961873786408
MIR548D_3P,SET,547,0.11416,0.0194,0.036773,0.00095445,MIR548D_3P,0.419961873786408
MYLLYKANGAS_AMPLIFICATION_HO...9,SET,19,0.60692,0.019505,0.19562,0.00096097,MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23,0.419961873786408
WP_TAR_SYNDROME,SET,49,0.38258,0.019728,0.12386,0.0010065,WP_TAR_SYNDROME,0.419961873786408
PUJANA_CHEK2_PCC_NETWORK,SET,695,0.096575,0.018422,0.031268,0.0010069,PUJANA_CHEK2_PCC_NETWORK,0.419961873786408
GSE16266_LPS_VS_HEATSHOCK_AN...1,SET,176,0.19589,0.019078,0.063434,0.0010087,GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN,0.419961873786408
MIR424_5P,SET,476,0.12165,0.019322,0.039396,0.0010097,MIR424_5P,0.419961873786408
GOCC_RNA_POLYMERASE_II_TRANS...2,SET,14,0.68075,0.018782,0.22106,0.0010386,GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REPRESSOR_COMPLEX,0.419961873786408
HP_SYNOVIAL_LINING_HYPERPLAS...,SET,8,1.0012,0.020884,0.32547,0.0010506,HP_SYNOVIAL_LINING_HYPERPLASIA,0.419961873786408
MIR6729_5P,SET,9,0.79698,0.017632,0.25964,0.0010734,MIR6729_5P,0.419961873786408
MIR6736_3P,SET,113,0.25734,0.020117,0.083853,0.0010757,MIR6736_3P,0.419961873786408
GSE15750_DAY6_VS_DAY10_EFF_C...2,SET,179,0.1884,0.018503,0.0614,0.0010777,GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP,0.419961873786408
AP2_Q6,SET,241,0.16899,0.019225,0.055221,0.0011071,AP2_Q6,0.419961873786408
GOBP_COMPLEMENT_DEPENDENT_CY...,SET,13,0.8081,0.021485,0.26411,0.0011095,GOBP_COMPLEMENT_DEPENDENT_CYTOTOXICITY,0.419961873786408
GOBP_POSITIVE_REGULATION_OF_...20,SET,24,0.62171,0.022452,0.20345,0.0011241,GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION,0.419961873786408
GOBP_SUGAR_MEDIATED_SIGNALIN...,SET,9,0.90999,0.020133,0.29851,0.0011516,GOBP_SUGAR_MEDIATED_SIGNALING_PATHWAY,0.419961873786408
HELLEBREKERS_SILENCED_DURING...,SET,73,0.32852,0.020664,0.10792,0.001168,HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS,0.419961873786408
MIR6799_3P,SET,106,0.27541,0.020855,0.090548,0.0011786,MIR6799_3P,0.419961873786408
CARDOSO_RESPONSE_TO_GAMMA_RA...,SET,11,0.68276,0.016699,0.22458,0.0011843,CARDOSO_RESPONSE_TO_GAMMA_RADIATION_AND_3AB,0.419961873786408
GOBP_CONVERGENT_EXTENSION_IN...2,SET,9,0.89376,0.019774,0.29425,0.0011946,GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_GASTRULATION,0.419961873786408
GNF2_CD97,SET,36,0.46707,0.020652,0.15399,0.0012122,GNF2_CD97,0.419961873786408
HP_SEVERE_EXPRESSIVE_LANGUAG...,SET,9,0.88811,0.019649,0.29283,0.0012131,HP_SEVERE_EXPRESSIVE_LANGUAGE_DELAY,0.419961873786408
GOBP_PLASMA_MEMBRANE_RAFT_OR...,SET,11,0.80968,0.019803,0.267,0.0012146,GOBP_PLASMA_MEMBRANE_RAFT_ORGANIZATION,0.419961873786408
MIR1180_5P,SET,34,0.44289,0.019032,0.14611,0.0012197,MIR1180_5P,0.419961873786408
MIR16_5P,SET,532,0.11295,0.018937,0.037291,0.0012289,MIR16_5P,0.419961873786408
HP_KNEE_CLONUS,SET,5,1.1524,0.019005,0.38057,0.0012329,HP_KNEE_CLONUS,0.419961873786408
HASLINGER_B_CLL_WITH_11Q23_D...,SET,20,0.53433,0.017617,0.17653,0.0012378,HASLINGER_B_CLL_WITH_11Q23_DELETION,0.419961873786408
KEGG_MEDICUS_REFERENCE_RECRU...,SET,9,0.96636,0.02138,0.31945,0.0012446,KEGG_MEDICUS_REFERENCE_RECRUITMENT_AND_FORMATION_OF_THE_MCC,0.419961873786408
GOBP_IMPORT_INTO_NUCLEUS,SET,160,0.19851,0.018441,0.065796,0.0012783,GOBP_IMPORT_INTO_NUCLEUS,0.422404400943396
GSE7348_UNSTIM_VS_LPS_STIM_M...1,SET,158,0.22183,0.02048,0.073533,0.0012792,GSE7348_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN,0.422404400943396
REACTOME_CYTOSOLIC_SENSORS_O...,SET,57,0.31888,0.017731,0.10578,0.0012883,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,0.422404400943396
GOBP_REGULATION_OF_COMPLEMEN...4,SET,11,0.87978,0.021518,0.29236,0.0013115,GOBP_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY,0.422882986842105
MIR497_5P,SET,476,0.11795,0.018735,0.039293,0.0013437,MIR497_5P,0.422882986842105
GOBP_B_CELL_DIFFERENTIATION,SET,140,0.23077,0.020065,0.076963,0.0013586,GOBP_B_CELL_DIFFERENTIATION,0.422882986842105
MIR508_5P,SET,86,0.27952,0.019076,0.093227,0.0013594,MIR508_5P,0.422882986842105
MIR10394_5P,SET,162,0.20212,0.018892,0.067439,0.0013649,MIR10394_5P,0.422882986842105
GOBP_NUCLEAR_TRANSPORT,SET,307,0.1396,0.017892,0.046638,0.0013818,GOBP_NUCLEAR_TRANSPORT,0.422882986842105
TANG_SENESCENCE_TP53_TARGETS...1,SET,51,0.37532,0.019744,0.12543,0.001386,TANG_SENESCENCE_TP53_TARGETS_DN,0.422882986842105
GOBP_NEGATIVE_REGULATION_OF_...26,SET,14,0.64005,0.017659,0.21391,0.0013871,GOBP_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.422882986842105
REACTOME_RNA_POLYMERASE_III_...2,SET,39,0.34865,0.016044,0.11691,0.0014329,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION,0.429410950413223
MODULE_315,SET,16,0.63549,0.018743,0.21332,0.0014477,MODULE_315,0.429410950413223
GAJATE_RESPONSE_TO_TRABECTED...2,SET,59,0.3436,0.019437,0.11543,0.0014587,GAJATE_RESPONSE_TO_TRABECTEDIN_UP,0.429410950413223
HP_MILD_POSTNATAL_GROWTH_RET...,SET,16,0.6826,0.020132,0.22951,0.0014708,HP_MILD_POSTNATAL_GROWTH_RETARDATION,0.429410950413223
GOBP_VERY_LOW_DENSITY_LIPOPR...1,SET,11,0.80571,0.019706,0.27129,0.0014915,GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY,0.429410950413223
GOCC_NUCLEAR_PROTEIN_CONTAIN...,SET,1120,0.073626,0.017613,0.024794,0.0014932,GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX,0.429410950413223
GOBP_DETECTION_OF_MOLECULE_O...,SET,12,0.79826,0.020391,0.26885,0.001495,GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN,0.429410950413223
REACTOME_SIGNALLING_TO_P38_V...,SET,5,0.99614,0.016429,0.33589,0.001512,REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN,0.430734098360656
HP_GLOMERULOPATHY,SET,31,0.48568,0.01993,0.16412,0.0015443,HP_GLOMERULOPATHY,0.43388142
REACTOME_NONHOMOLOGOUS_END_J...,SET,29,0.40086,0.015911,0.13557,0.0015557,REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,0.43388142
REACTOME_ACTIVATION_OF_THE_P...2,SET,31,0.42168,0.017304,0.14265,0.0015605,REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.43388142
HP_NEOPLASM_OF_THE_BREAST,SET,95,0.24906,0.01786,0.084417,0.0015893,HP_NEOPLASM_OF_THE_BREAST,0.438381916666667
MIR3173_5P,SET,93,0.26675,0.018928,0.09061,0.0016226,MIR3173_5P,0.438990674418605
HP_SINGLE_VENTRICLE,SET,8,0.8766,0.018285,0.2978,0.0016244,HP_SINGLE_VENTRICLE,0.438990674418605
GOBP_REGULATION_OF_PLASMINOG...,SET,17,0.62827,0.0191,0.21351,0.0016294,GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION,0.438990674418605
GOBP_POSITIVE_REGULATION_OF_...157,SET,26,0.49423,0.018576,0.16826,0.0016577,GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX,0.440141564885496
GOBP_POSITIVE_REGULATION_OF_...3,SET,57,0.34327,0.019087,0.11688,0.001659,GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,0.440141564885496
GOBP_POSITIVE_REGULATION_OF_...547,SET,41,0.41539,0.019598,0.14166,0.001685,GOBP_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY,0.443652840909091
GCTNWTTGK_UNKNOWN,SET,279,0.15693,0.019188,0.05372,0.0017454,GCTNWTTGK_UNKNOWN,0.448491711678832
GOMF_RNA_POLYMERASE_ACTIVITY,SET,28,0.40813,0.015918,0.13976,0.0017511,GOMF_RNA_POLYMERASE_ACTIVITY,0.448491711678832
HP_SINGLE_NARIS,SET,19,0.58525,0.018808,0.20045,0.001754,HP_SINGLE_NARIS,0.448491711678832
GOBP_NUCLEOTIDE_SUGAR_TRANSM...,SET,12,0.67426,0.017224,0.23105,0.0017624,GOBP_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORT,0.448491711678832
CTIP_DN.V1_DN,SET,115,0.2407,0.018981,0.082509,0.0017679,CTIP_DN.V1_DN,0.448491711678832
GOCC_MYOSIN_FILAMENT,SET,24,0.56768,0.020501,0.19477,0.0017829,GOCC_MYOSIN_FILAMENT,0.449019489130435
GOBP_CHEMOSENSORY_BEHAVIOR,SET,19,0.60515,0.019448,0.20794,0.0018078,GOBP_CHEMOSENSORY_BEHAVIOR,0.451617808510638
MIR6838_5P,SET,489,0.11317,0.018213,0.038938,0.00183,MIR6838_5P,0.451617808510638
GOBP_REGULATION_OF_BILE_ACID...2,SET,14,0.74075,0.020437,0.2549,0.0018322,GOBP_REGULATION_OF_BILE_ACID_METABOLIC_PROCESS,0.451617808510638
MIR5585_3P,SET,77,0.28539,0.018434,0.098375,0.001862,MIR5585_3P,0.453836696078431
GSE30083_SP2_VS_SP3_THYMOCYT...1,SET,183,0.18678,0.018545,0.064424,0.0018726,GSE30083_SP2_VS_SP3_THYMOCYTE_DN,0.453836696078431
HP_ABDOMINAL_PAIN,SET,308,0.14617,0.018764,0.050639,0.0019495,HP_ABDOMINAL_PAIN,0.453836696078431
MIR338_5P,SET,427,0.12394,0.018671,0.042935,0.0019496,MIR338_5P,0.453836696078431
GOBP_MEMBRANE_RAFT_ORGANIZAT...,SET,24,0.52172,0.018841,0.18077,0.0019529,GOBP_MEMBRANE_RAFT_ORGANIZATION,0.453836696078431
GOCC_GAMMA_TUBULIN_COMPLEX,SET,17,0.57591,0.017508,0.19969,0.0019654,GOCC_GAMMA_TUBULIN_COMPLEX,0.453836696078431
MARIADASON_REGULATED_BY_HIST...1,SET,37,0.42914,0.019236,0.14884,0.00197,MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_DN,0.453836696078431
GOBP_NEGATIVE_REGULATION_OF_...553,SET,20,0.50491,0.016647,0.17512,0.0019706,GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,0.453836696078431
MIR761,SET,209,0.16506,0.017502,0.057262,0.0019743,MIR761,0.453836696078431
WP_ATM_SIGNALING_IN_DEVELOPM...,SET,43,0.34997,0.016909,0.12145,0.0019802,WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE,0.453836696078431
MIR195_5P,SET,534,0.10704,0.017979,0.037179,0.0019964,MIR195_5P,0.453836696078431
HP_MEDIAN_CLEFT_UPPER_LIP,SET,32,0.4284,0.017861,0.14881,0.0019979,HP_MEDIAN_CLEFT_UPPER_LIP,0.453836696078431
GOBP_REGULATION_OF_CHOLESTER...2,SET,36,0.41333,0.018276,0.14376,0.0020211,GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX,0.456125522727273
GOBP_POSITIVE_REGULATION_OF_...16,SET,6,1.0728,0.019381,0.37383,0.0020565,GOBP_POSITIVE_REGULATION_OF_AGGREPHAGY,0.458000952830189
REACTOME_VLDL_ASSEMBLY,SET,5,0.96124,0.015853,0.33506,0.0020622,REACTOME_VLDL_ASSEMBLY,0.458000952830189
MIR11181_3P,SET,183,0.18396,0.018265,0.0642,0.0020851,MIR11181_3P,0.458000952830189
MIR1205,SET,160,0.19497,0.018113,0.068079,0.0020949,MIR1205,0.458000952830189
TRAVAGLINI_LUNG_SEROUS_CELL,SET,86,0.27389,0.018692,0.095637,0.0020953,TRAVAGLINI_LUNG_SEROUS_CELL,0.458000952830189
GSE46606_IRF4_KO_VS_WT_CD40L...3,SET,169,0.17901,0.017087,0.062705,0.0021554,GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_3DAY_STIMULATED_BCELL_DN,0.463309274096386
STREICHER_LSM1_TARGETS_DN,SET,18,0.57885,0.018107,0.20286,0.002165,STREICHER_LSM1_TARGETS_DN,0.463309274096386
HP_URIC_ACID_NEPHROLITHIASIS,SET,11,0.671,0.016411,0.2354,0.0021853,HP_URIC_ACID_NEPHROLITHIASIS,0.463309274096386
HP_SHORT_TELOMERE_LENGTH,SET,14,0.63584,0.017543,0.22317,0.0021942,HP_SHORT_TELOMERE_LENGTH,0.463309274096386
GRASEMANN_RETINOBLASTOMA_WIT...,SET,14,0.65745,0.018139,0.23081,0.0021991,GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION,0.463309274096386
MIR15B_5P,SET,532,0.10601,0.017774,0.037226,0.0022039,MIR15B_5P,0.463309274096386
HP_ALBUMINURIA,SET,22,0.49491,0.017113,0.17387,0.0022129,HP_ALBUMINURIA,0.463309274096386
GOCC_SERINE_PROTEASE_INHIBIT...,SET,6,1.1134,0.020114,0.39191,0.0022515,GOCC_SERINE_PROTEASE_INHIBITOR_COMPLEX,0.466046041420118
