VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GO_POSITIVE_REGULATION_OF_LO...1,SET,495,0.12605,0.020408,0.040532,0.00093728,GO_POSITIVE_REGULATION_OF_LOCOMOTION,0.345520254545455
GO_MHC_PROTEIN_BINDING,SET,27,0.53463,0.020479,0.17248,0.00097031,GO_MHC_PROTEIN_BINDING,0.345520254545455
GO_CONDENSED_NUCLEAR_CHROMOS...2,SET,21,0.52196,0.017635,0.16858,0.00098174,GO_CONDENSED_NUCLEAR_CHROMOSOME_CENTROMERIC_REGION,0.345520254545455
GO_SOLUTE_PROTON_ANTIPORTER_...,SET,16,0.66977,0.019755,0.21643,0.00098694,GO_SOLUTE_PROTON_ANTIPORTER_ACTIVITY,0.345520254545455
GO_REGULATION_OF_XENOPHAGY,SET,6,1.1002,0.019877,0.35622,0.0010077,GO_REGULATION_OF_XENOPHAGY,0.345520254545455
GO_NEGATIVE_REGULATION_OF_P3...,SET,6,1.2294,0.022211,0.39861,0.0010224,GO_NEGATIVE_REGULATION_OF_P38MAPK_CASCADE,0.345520254545455
GO_POSITIVE_REGULATION_OF_AC...1,SET,18,0.65817,0.02059,0.21457,0.0010811,GO_POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,0.345520254545455
GO_NEUTROPHIL_MEDIATED_CYTOT...,SET,10,0.92314,0.02153,0.30099,0.0010829,GO_NEUTROPHIL_MEDIATED_CYTOTOXICITY,0.345520254545455
GO_POSITIVE_REGULATION_OF_LE...5,SET,22,0.56676,0.019599,0.18485,0.0010861,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION,0.345520254545455
GO_REGULATION_OF_FAT_CELL_DI...,SET,115,0.26032,0.02053,0.084957,0.001093,GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.345520254545455
GO_AMIDE_TRANSMEMBRANE_TRANS...,SET,43,0.41434,0.02002,0.13549,0.0011151,GO_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.345520254545455
GO_NEUROTRANSMITTER_GATED_IO...,SET,12,0.83246,0.021267,0.27553,0.00126,GO_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING,0.345520254545455
GO_HIGH_DENSITY_LIPOPROTEIN_...4,SET,13,0.71034,0.018887,0.23512,0.0012609,GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,0.345520254545455
GO_NEGATIVE_REGULATION_OF_TR...13,SET,104,0.26125,0.019598,0.086596,0.0012789,GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.345520254545455
GO_CHYLOMICRON_REMODELING,SET,9,1.0017,0.022163,0.3322,0.0012855,GO_CHYLOMICRON_REMODELING,0.345520254545455
GO_COATED_MEMBRANE,SET,91,0.24615,0.017279,0.081946,0.001335,GO_COATED_MEMBRANE,0.345520254545455
REACTOME_CHYLOMICRON_REMODEL...,SET,10,0.93233,0.021744,0.31082,0.0013535,REACTOME_CHYLOMICRON_REMODELING,0.345520254545455
GO_REGULATION_OF_INTERLEUKIN...5,SET,7,1.031,0.02012,0.34411,0.0013687,GO_REGULATION_OF_INTERLEUKIN_2_SECRETION,0.345520254545455
GO_HIGH_DENSITY_LIPOPROTEIN_...5,SET,17,0.64965,0.019751,0.21722,0.0013936,GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING,0.345520254545455
GO_POSITIVE_REGULATION_OF_RE...11,SET,50,0.3707,0.019311,0.12397,0.0013961,GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,0.345520254545455
PID_GLYPICAN_1PATHWAY,SET,27,0.50947,0.019515,0.17074,0.0014246,PID_GLYPICAN_1PATHWAY,0.345520254545455
GO_MHC_CLASS_II_BIOSYNTHETIC...,SET,12,0.71146,0.018175,0.23872,0.001442,GO_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,0.345520254545455
REACTOME_CHOLINE_CATABOLISM,SET,6,1.1728,0.021189,0.39443,0.0014743,REACTOME_CHOLINE_CATABOLISM,0.345520254545455
GO_CHOLINE_CATABOLIC_PROCESS,SET,6,1.1728,0.021189,0.39443,0.0014743,GO_CHOLINE_CATABOLIC_PROCESS,0.345520254545455
GO_MULTIVESICULAR_BODY_MEMBR...,SET,10,0.75175,0.017532,0.25294,0.001481,GO_MULTIVESICULAR_BODY_MEMBRANE,0.345520254545455
GO_VESICLE_FUSION_WITH_ENDOP...,SET,5,0.92548,0.015264,0.31172,0.001496,GO_VESICLE_FUSION_WITH_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_ERGIC_MEMBRANE,0.345520254545455
GO_CHYLOMICRON,SET,13,0.79477,0.021132,0.26836,0.0015325,GO_CHYLOMICRON,0.345520254545455
GO_SALIVARY_GLAND_DEVELOPMENT,SET,36,0.43617,0.019287,0.14728,0.001533,GO_SALIVARY_GLAND_DEVELOPMENT,0.345520254545455
GO_3_5_RNA_HELICASE_ACTIVITY,SET,19,0.57018,0.018325,0.19274,0.0015489,GO_3_5_RNA_HELICASE_ACTIVITY,0.345520254545455
GO_AMINE_BIOSYNTHETIC_PROCESS,SET,20,0.5278,0.017403,0.17855,0.0015601,GO_AMINE_BIOSYNTHETIC_PROCESS,0.345520254545455
GO_REGULATION_OF_ENDOSOME_SI...,SET,5,1.121,0.018489,0.37925,0.001561,GO_REGULATION_OF_ENDOSOME_SIZE,0.345520254545455
GO_REGULATION_OF_SUPRAMOLECU...,SET,306,0.14372,0.018392,0.048793,0.0016144,GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.350959028571429
GO_PROTEIN_HETERODIMERIZATIO...,SET,439,0.1267,0.019348,0.043271,0.0017076,GO_PROTEIN_HETERODIMERIZATION_ACTIVITY,0.354483208333333
GO_NEGATIVE_REGULATION_OF_ST...8,SET,31,0.44504,0.018264,0.15246,0.0017574,GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.354483208333333
GO_REGULATION_OF_VESICLE_MED...,SET,480,0.11481,0.018312,0.039513,0.0018348,GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,0.354483208333333
GO_SINGLE_STRANDED_DNA_ENDOD...,SET,9,0.72986,0.016149,0.25208,0.0018963,GO_SINGLE_STRANDED_DNA_ENDODEOXYRIBONUCLEASE_ACTIVITY,0.354483208333333
GO_BRANCHING_INVOLVED_IN_SAL...,SET,23,0.537,0.018987,0.18558,0.0019064,GO_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS,0.354483208333333
GO_RESPONSE_TO_PROTOZOAN,SET,18,0.61641,0.019283,0.21332,0.0019309,GO_RESPONSE_TO_PROTOZOAN,0.354483208333333
GO_PEPTIDE_ANTIGEN_BINDING,SET,20,0.60232,0.019861,0.2086,0.001944,GO_PEPTIDE_ANTIGEN_BINDING,0.354483208333333
GO_RESPONSE_TO_HYDROPEROXIDE,SET,19,0.55926,0.017974,0.19386,0.00196,GO_RESPONSE_TO_HYDROPEROXIDE,0.354483208333333
GO_ENDOCARDIAL_CELL_DIFFEREN...,SET,7,1.0717,0.020913,0.37178,0.0019751,GO_ENDOCARDIAL_CELL_DIFFERENTIATION,0.354483208333333
KEGG_RIBOFLAVIN_METABOLISM,SET,14,0.6536,0.018034,0.22688,0.0019856,KEGG_RIBOFLAVIN_METABOLISM,0.354483208333333
GO_BRANCHING_INVOLVED_IN_BLO...,SET,27,0.53589,0.020527,0.18611,0.0019942,GO_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS,0.354483208333333
GO_POSITIVE_REGULATION_OF_IN...13,SET,7,1.0238,0.019978,0.3559,0.0020127,GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_SECRETION,0.354483208333333
GO_CENTROMERIC_SISTER_CHROMA...,SET,9,0.70225,0.015538,0.24448,0.0020389,GO_CENTROMERIC_SISTER_CHROMATID_COHESION,0.354483208333333
GO_ENDOSOME,SET,803,0.088623,0.018117,0.030874,0.0020515,GO_ENDOSOME,0.354483208333333
GO_INTERFERON_GAMMA_SECRETION,SET,17,0.63913,0.019431,0.22289,0.0020715,GO_INTERFERON_GAMMA_SECRETION,0.354483208333333
GO_REGULATION_OF_RUFFLE_ASSE...,SET,26,0.51418,0.019328,0.17955,0.0020965,GO_REGULATION_OF_RUFFLE_ASSEMBLY,0.354483208333333
GO_NEGATIVE_REGULATION_OF_FA...6,SET,44,0.39854,0.019479,0.13941,0.0021285,GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.354963821917808
GO_DISRUPTION_BY_HOST_OF_SYM...,SET,11,0.86225,0.02109,0.30281,0.0022057,GO_DISRUPTION_BY_HOST_OF_SYMBIONT_CELLS,0.362867456756757
GO_SINGLE_STRAND_BREAK_REPAIR,SET,9,0.69078,0.015284,0.24363,0.0022915,GO_SINGLE_STRAND_BREAK_REPAIR,0.37195628
GO_REGULATION_OF_CARDIAC_EPI...,SET,8,1.0164,0.021204,0.3602,0.0023903,GO_REGULATION_OF_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.378801124675325
GO_BERGMANN_GLIAL_CELL_DIFFE...,SET,8,0.84061,0.017536,0.29798,0.0023959,GO_BERGMANN_GLIAL_CELL_DIFFERENTIATION,0.378801124675325
GO_NEGATIVE_REGULATION_OF_EN...5,SET,29,0.49507,0.019652,0.17612,0.0024728,GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS,0.381138660759494
GO_DORSAL_VENTRAL_PATTERN_FO...,SET,87,0.27705,0.019018,0.098564,0.0024733,GO_DORSAL_VENTRAL_PATTERN_FORMATION,0.381138660759494
GO_CDC42_PROTEIN_SIGNAL_TRAN...,SET,11,0.81271,0.019879,0.29106,0.0026203,GO_CDC42_PROTEIN_SIGNAL_TRANSDUCTION,0.387462614117647
GO_LUMENAL_SIDE_OF_MEMBRANE,SET,27,0.47063,0.018027,0.16875,0.0026469,GO_LUMENAL_SIDE_OF_MEMBRANE,0.387462614117647
GO_LYSOSOME_LOCALIZATION,SET,60,0.31939,0.018221,0.11453,0.0026487,GO_LYSOSOME_LOCALIZATION,0.387462614117647
GO_REGULATION_OF_PLASMA_LIPO...,SET,85,0.25885,0.017565,0.092923,0.0026737,GO_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS,0.387462614117647
GO_POSITIVE_REGULATION_OF_AX...3,SET,8,0.86438,0.018032,0.31031,0.0026753,GO_POSITIVE_REGULATION_OF_AXON_GUIDANCE,0.387462614117647
GO_REGIONALIZATION,SET,323,0.14711,0.019332,0.052883,0.0027053,GO_REGIONALIZATION,0.387462614117647
GO_GLYCOSPHINGOLIPID_BINDING,SET,9,0.79561,0.017604,0.28818,0.0028862,GO_GLYCOSPHINGOLIPID_BINDING,0.393207385263158
GO_SOLUTE_CATION_ANTIPORTER_...,SET,28,0.45639,0.017802,0.16568,0.0029415,GO_SOLUTE_CATION_ANTIPORTER_ACTIVITY,0.393207385263158
GO_IMMUNOGLOBULIN_COMPLEX,SET,7,0.87273,0.017031,0.31698,0.0029533,GO_IMMUNOGLOBULIN_COMPLEX,0.393207385263158
GO_REGULATION_OF_CELLULAR_CO...2,SET,883,0.08348,0.017855,0.030339,0.0029688,GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT,0.393207385263158
GO_DNA_LIGATION,SET,16,0.53528,0.015788,0.19456,0.0029719,GO_DNA_LIGATION,0.393207385263158
GO_DIGESTION,SET,124,0.22902,0.01875,0.083334,0.002999,GO_DIGESTION,0.393207385263158
GO_REGULATION_OF_INTERFERON_...,SET,10,0.82432,0.019225,0.29998,0.0030022,GO_REGULATION_OF_INTERFERON_GAMMA_SECRETION,0.393207385263158
GO_POTASSIUM_CHANNEL_ACTIVITY,SET,119,0.23883,0.019158,0.087057,0.0030431,GO_POTASSIUM_CHANNEL_ACTIVITY,0.393207385263158
GO_QUINONE_BIOSYNTHETIC_PROC...,SET,14,0.56635,0.015627,0.2065,0.0030505,GO_QUINONE_BIOSYNTHETIC_PROCESS,0.393207385263158
GO_PHOSPHOLIPID_EFFLUX,SET,12,0.74079,0.018925,0.27029,0.0030684,GO_PHOSPHOLIPID_EFFLUX,0.393207385263158
GO_INTERLEUKIN_2_SECRETION,SET,10,0.81692,0.019052,0.29874,0.0031267,GO_INTERLEUKIN_2_SECRETION,0.39650464375
GO_MATURATION_OF_SSU_RRNA_FR...,SET,30,0.43094,0.017399,0.15791,0.0031797,GO_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_,0.397212139534884
GO_REGULATION_OF_HEART_MORPH...,SET,35,0.45557,0.019864,0.16748,0.0032667,GO_REGULATION_OF_HEART_MORPHOGENESIS,0.397212139534884
GO_POSITIVE_REGULATION_OF_AC...3,SET,58,0.31025,0.017403,0.11417,0.0032932,GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,0.397212139534884
GO_GOLGI_ASSOCIATED_VESICLE_...,SET,100,0.22125,0.016277,0.081643,0.0033679,GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE,0.397212139534884
GO_POSITIVE_REGULATION_OF_CI...3,SET,6,1.0671,0.019279,0.39378,0.0033693,GO_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP,0.397212139534884
GO_REGULATION_OF_CARDIAC_MUS...7,SET,68,0.29195,0.017727,0.1083,0.0035146,GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION,0.397212139534884
GO_NEGATIVE_REGULATION_OF_PE...4,SET,4,1.1391,0.016804,0.42282,0.0035337,GO_NEGATIVE_REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION,0.397212139534884
KEGG_HISTIDINE_METABOLISM,SET,26,0.45259,0.017013,0.16827,0.0035792,KEGG_HISTIDINE_METABOLISM,0.397212139534884
GO_AMP_METABOLIC_PROCESS,SET,8,0.79513,0.016587,0.29592,0.0036086,GO_AMP_METABOLIC_PROCESS,0.397212139534884
GO_REGULATION_OF_CYTOSKELETO...,SET,476,0.10658,0.01693,0.039709,0.0036406,GO_REGULATION_OF_CYTOSKELETON_ORGANIZATION,0.397212139534884
GO_PROTEIN_LIPID_COMPLEX,SET,38,0.40776,0.018524,0.15193,0.0036419,GO_PROTEIN_LIPID_COMPLEX,0.397212139534884
GO_DISRUPTION_OF_CELLS_OF_OT...,SET,14,0.68704,0.018957,0.25606,0.00365,GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,0.397212139534884
GO_ESTABLISHMENT_OF_SISTER_C...,SET,6,0.66999,0.012105,0.24981,0.0036628,GO_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,0.397212139534884
GO_FIBROBLAST_ACTIVATION,SET,10,0.89415,0.020854,0.33419,0.0037332,GO_FIBROBLAST_ACTIVATION,0.397212139534884
GO_REGULATION_OF_SISTER_CHRO...1,SET,16,0.54394,0.016044,0.20335,0.0037403,GO_REGULATION_OF_SISTER_CHROMATID_COHESION,0.397212139534884
REACTOME_METABOLISM_OF_VITAM...,SET,179,0.17027,0.016724,0.063678,0.0037515,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.397212139534884
GO_NUCLEOTIDE_EXCISION_REPAI...4,SET,22,0.43257,0.014959,0.16185,0.0037656,GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING,0.397212139534884
GO_POSITIVE_REGULATION_OF_SU...3,SET,186,0.16829,0.016845,0.063079,0.0038205,GO_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.397212139534884
GO_TELOMERE_MAINTENANCE_IN_R...,SET,13,0.54488,0.014488,0.20453,0.0038638,GO_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE,0.397212139534884
GO_DICHOTOMOUS_SUBDIVISION_O...2,SET,5,1.2334,0.020343,0.46364,0.0039077,GO_DICHOTOMOUS_SUBDIVISION_OF_TERMINAL_UNITS_INVOLVED_IN_SALIVARY_GLAND_BRANCHING,0.397212139534884
GO_POSITIVE_REGULATION_OF_MH...1,SET,7,0.81982,0.015998,0.30818,0.003908,GO_POSITIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,0.397212139534884
REACTOME_FATTY_ACIDS,SET,15,0.67936,0.019402,0.25548,0.0039209,REACTOME_FATTY_ACIDS,0.397212139534884
GO_VERY_LOW_DENSITY_LIPOPROT...2,SET,9,0.82677,0.018293,0.31115,0.0039438,GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,0.397212139534884
GO_POSITIVE_REGULATION_OF_DN...10,SET,54,0.30963,0.016761,0.11669,0.003986,GO_POSITIVE_REGULATION_OF_DNA_REPAIR,0.397212139534884
GO_TRIGLYCERIDE_RICH_LIPOPRO...2,SET,13,0.67797,0.018027,0.25556,0.0039937,GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING,0.397212139534884
GO_POSITIVE_REGULATION_OF_EX...4,SET,81,0.25565,0.016936,0.096523,0.0040446,GO_POSITIVE_REGULATION_OF_EXOCYTOSIS,0.397212139534884
GO_FASCIA_ADHERENS,SET,9,0.84897,0.018784,0.32106,0.0040967,GO_FASCIA_ADHERENS,0.397212139534884
BIOCARTA_LIS1_PATHWAY,SET,18,0.50833,0.015902,0.19247,0.0041361,BIOCARTA_LIS1_PATHWAY,0.397212139534884
GO_REGULATION_OF_ACTOMYOSIN_...,SET,83,0.25145,0.016862,0.095233,0.0041439,GO_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,0.397212139534884
GO_POSITIVE_REGULATION_OF_ST...10,SET,50,0.33141,0.017264,0.1256,0.0041662,GO_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY,0.397212139534884
GO_ACTIVIN_RECEPTOR_SIGNALIN...,SET,37,0.40873,0.018323,0.15498,0.0041811,GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,0.397212139534884
GO_POSITIVE_REGULATION_OF_CY...17,SET,206,0.15871,0.01671,0.060195,0.0041906,GO_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,0.397212139534884
GO_POSITIVE_REGULATION_OF_ME...10,SET,14,0.58774,0.016217,0.22304,0.004209,GO_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,0.397212139534884
GO_EXOCRINE_SYSTEM_DEVELOPME...,SET,47,0.34409,0.01738,0.13071,0.0042417,GO_EXOCRINE_SYSTEM_DEVELOPMENT,0.397218890769231
GO_FEMALE_MEIOSIS_CHROMOSOME...,SET,6,0.7529,0.013603,0.2865,0.004299,GO_FEMALE_MEIOSIS_CHROMOSOME_SEGREGATION,0.399511648854962
GO_SODIUM_INDEPENDENT_ORGANI...1,SET,16,0.65725,0.019386,0.25039,0.0043371,GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.399998904545455
PID_ATR_PATHWAY,SET,39,0.32958,0.015168,0.12592,0.0044334,PID_ATR_PATHWAY,0.405806102255639
GO_NEGATIVE_REGULATION_OF_CE...48,SET,5,1.0926,0.018021,0.41935,0.0045912,GO_NEGATIVE_REGULATION_OF_CELL_VOLUME,0.409379214388489
GO_TRICARBOXYLIC_ACID_CYCLE,SET,31,0.37918,0.015561,0.14566,0.0046215,GO_TRICARBOXYLIC_ACID_CYCLE,0.409379214388489
GO_POSITIVE_REGULATION_OF_NI...3,SET,4,1.3109,0.01934,0.5036,0.0046227,GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION,0.409379214388489
GO_VERY_LOW_DENSITY_LIPOPROT...3,SET,11,0.70869,0.017335,0.27239,0.004641,GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING,0.409379214388489
REACTOME_FCGR_ACTIVATION,SET,12,0.66653,0.017028,0.25628,0.004655,REACTOME_FCGR_ACTIVATION,0.409379214388489
GO_INTERLEUKIN_17_SECRETION,SET,5,1.0597,0.017478,0.40767,0.0046742,GO_INTERLEUKIN_17_SECRETION,0.409379214388489
GO_CHONDROITIN_SULFATE_BINDI...,SET,9,0.80568,0.017826,0.31044,0.004729,GO_CHONDROITIN_SULFATE_BINDING,0.410591893617021
GO_POSITIVE_REGULATION_OF_TO...5,SET,23,0.4749,0.016791,0.18312,0.0047555,GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.410591893617021
GO_NITRIC_OXIDE_MEDIATED_SIG...,SET,26,0.50458,0.018967,0.19496,0.0048287,GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION,0.412034563636364
GO_NEGATIVE_REGULATION_OF_BL...1,SET,28,0.42084,0.016415,0.16265,0.0048399,GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION,0.412034563636364
REACTOME_MUSCARINIC_ACETYLCH...,SET,5,0.95056,0.015678,0.36789,0.0048898,REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS,0.413391841666667
GO_WNT_SIGNALING_PATHWAY_INV...1,SET,10,0.7991,0.018637,0.30966,0.0049357,GO_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,0.414394564137931
GO_REGULATION_OF_ACTIN_FILAM...3,SET,84,0.24214,0.016334,0.093948,0.0049819,GO_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,0.415408565753425
GO_PODOSOME,SET,29,0.39741,0.015775,0.15444,0.0050421,GO_PODOSOME,0.416893694594595
GO_IMP_BIOSYNTHETIC_PROCESS,SET,9,0.72304,0.015998,0.28118,0.0050682,GO_IMP_BIOSYNTHETIC_PROCESS,0.416893694594595
GO_NEGATIVE_REGULATION_OF_PR...1,SET,12,0.63762,0.016289,0.2482,0.0051035,GO_NEGATIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.416979926174497
GO_NUCLEOID,SET,40,0.29914,0.013942,0.11738,0.0054151,GO_NUCLEOID,0.438304046052632
GO_G_PROTEIN_COUPLED_ACETYLC...2,SET,18,0.51453,0.016096,0.20208,0.0054498,GO_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,0.438304046052632
PID_PDGFRB_PATHWAY,SET,126,0.19469,0.016067,0.076508,0.0054725,PID_PDGFRB_PATHWAY,0.438304046052632
GO_SPHINGOLIPID_BINDING,SET,21,0.44441,0.015015,0.17483,0.0055169,GO_SPHINGOLIPID_BINDING,0.438821647741936
