VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GAUTAM_EYE_IRIS_CILIARY_BODY...7,SET,89,0.36021,0.025005,0.098599,0.00012984,GAUTAM_EYE_IRIS_CILIARY_BODY_FIBROBLASTS,0.2506994
E2F1_Q3_01,SET,222,0.20403,0.022289,0.056344,0.00014701,E2F1_Q3_01,0.25892475
GSE13522_CTRL_VS_T_CRUZI_Y_S...5,SET,183,0.23125,0.02296,0.063922,0.000149,GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_DN,0.25892475
HP_SEMANTIC_DEMENTIA,SET,7,1.1736,0.022899,0.32828,0.00017563,HP_SEMANTIC_DEMENTIA,0.284552784782609
BENNETT_SYSTEMIC_LUPUS_ERYTH...,SET,25,0.64546,0.023789,0.18121,0.0001846,BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.284552784782609
HP_MINICORE_MYOPATHY,SET,8,1.0388,0.021668,0.29207,0.00018831,HP_MINICORE_MYOPATHY,0.284552784782609
HP_EXCESSIVE_BLEEDING_FROM_S...,SET,5,1.4024,0.023128,0.3993,0.00022281,HP_EXCESSIVE_BLEEDING_FROM_SUPERFICIAL_CUTS,0.32265673125
KEGG_SELENOAMINO_ACID_METABO...,SET,23,0.59922,0.021184,0.17193,0.00024648,KEGG_SELENOAMINO_ACID_METABOLISM,0.333265695
REACTOME_MUSCARINIC_ACETYLCH...,SET,5,1.2472,0.020569,0.35847,0.00025192,REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS,0.333265695
GSE29618_BCELL_VS_MDC_DAY7_F...2,SET,169,0.23426,0.02236,0.067803,0.00027583,GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP,0.333265695
HP_HYPERPIGMENTED_PAPULE,SET,5,1.0707,0.017657,0.31041,0.00028176,HP_HYPERPIGMENTED_PAPULE,0.333265695
KEGG_MEDICUS_VARIANT_ERBB2_O...1,SET,7,1.2043,0.023499,0.34922,0.00028247,KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_EGF_JAK_STAT_SIGNALING_PATHWAY,0.333265695
GROSS_HYPOXIA_VIA_ELK3_DN,SET,137,0.27169,0.02337,0.078897,0.00028767,GROSS_HYPOXIA_VIA_ELK3_DN,0.333265695
GOBP_B_CELL_MEDIATED_IMMUNITY,SET,118,0.27307,0.02181,0.08008,0.00032555,GOBP_B_CELL_MEDIATED_IMMUNITY,0.350217957352941
REACTOME_DEFECTIVE_CHST6_CAU...,SET,8,1.0207,0.021291,0.29935,0.00032583,REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1,0.350217957352941
REACTOME_DRUG_ADME,SET,101,0.32614,0.02411,0.096019,0.00034194,REACTOME_DRUG_ADME,0.350217957352941
HP_ACCELERATED_ATHEROSCLEROS...,SET,8,0.97698,0.020379,0.28768,0.00034261,HP_ACCELERATED_ATHEROSCLEROSIS,0.350217957352941
GOBP_ADAPTIVE_IMMUNE_RESPONS...,SET,283,0.18049,0.022224,0.053878,0.00040491,GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.373999446153846
PID_ERBB_NETWORK_PATHWAY,SET,15,0.73449,0.020975,0.21943,0.00040899,PID_ERBB_NETWORK_PATHWAY,0.373999446153846
GSE22601_IMMATURE_CD4_SINGLE...1,SET,180,0.20876,0.020558,0.062457,0.0004161,GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN,0.373999446153846
MIR668_3P,SET,54,0.37715,0.020413,0.1129,0.00041897,MIR668_3P,0.373999446153846
GOBP_REGULATION_OF_GRANULOCY...2,SET,15,0.70457,0.02012,0.21095,0.00041968,GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION,0.373999446153846
HALLMARK_UNFOLDED_PROTEIN_RE...,SET,104,0.26637,0.01998,0.080876,0.00049571,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.397952144680851
ATXN7L3_TARGET_GENES,SET,516,0.12549,0.02073,0.03814,0.00050139,ATXN7L3_TARGET_GENES,0.397952144680851
REACTOME_SYNTHESIS_OF_BILE_A...3,SET,14,0.88677,0.024465,0.26995,0.00051101,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL,0.397952144680851
HP_CHEST_PAIN,SET,127,0.25298,0.020956,0.077084,0.00051666,HP_CHEST_PAIN,0.397952144680851
GOBP_ERBB2_EGFR_SIGNALING_PA...,SET,8,1.0938,0.022815,0.33365,0.00052343,GOBP_ERBB2_EGFR_SIGNALING_PATHWAY,0.397952144680851
KEGG_MEDICUS_REFERENCE_EGF_E...6,SET,14,0.7534,0.020786,0.23018,0.00053286,KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY,0.397952144680851
GOCC_JUXTAPARANODE_REGION_OF...,SET,12,0.84548,0.021597,0.25849,0.00053705,GOCC_JUXTAPARANODE_REGION_OF_AXON,0.397952144680851
GOCC_CYTOPLASMIC_STRESS_GRAN...,SET,83,0.2835,0.019009,0.086689,0.00053816,GOCC_CYTOPLASMIC_STRESS_GRANULE,0.397952144680851
GOBP_AMINOGLYCAN_BIOSYNTHETI...,SET,74,0.32268,0.020434,0.098987,0.00055852,GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,0.402633128571429
GSE6269_HEALTHY_VS_E_COLI_IN...2,SET,157,0.20781,0.019124,0.063839,0.00056766,GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_UP,0.402633128571429
LI_CISPLATIN_RESISTANCE_DN,SET,28,0.57265,0.022334,0.17678,0.00060005,LI_CISPLATIN_RESISTANCE_DN,0.412150066363636
GOBP_NEGATIVE_REGULATION_OF_...449,SET,3,1.7344,0.022157,0.53703,0.00062082,GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY,0.412150066363636
HP_SUDDEN_UNEXPECTED_DEATH_I...,SET,9,0.90134,0.019941,0.27928,0.0006259,HP_SUDDEN_UNEXPECTED_DEATH_IN_EPILEPSY,0.412150066363636
GOMF_PHOSPHATIDYLINOSITOL_5_...,SET,18,0.62519,0.019556,0.19402,0.00063691,GOMF_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_BINDING,0.412150066363636
KEGG_MEDICUS_ENV_FACTOR_BENZ...,SET,11,0.93733,0.022924,0.29118,0.00064412,KEGG_MEDICUS_ENV_FACTOR_BENZO_A_PYRENRE_TO_CYP_MEDIATED_METABOLISM,0.412150066363636
KEGG_LEISHMANIA_INFECTION,SET,63,0.38627,0.022577,0.12013,0.00065223,KEGG_LEISHMANIA_INFECTION,0.412150066363636
GSE29618_BCELL_VS_PDC_DAY7_F...2,SET,165,0.22015,0.020765,0.069402,0.00075813,GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP,0.441288447727273
SONG_TARGETS_OF_IE86_CMV_PRO...,SET,51,0.37692,0.019828,0.11885,0.00075955,SONG_TARGETS_OF_IE86_CMV_PROTEIN,0.441288447727273
DESERT_EXTRACELLULAR_MATRIX_...,SET,19,0.65531,0.021059,0.20676,0.00076509,DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP,0.441288447727273
RODRIGUES_DCC_TARGETS_UP,SET,5,1.1977,0.019753,0.3792,0.00079399,RODRIGUES_DCC_TARGETS_UP,0.441288447727273
GOBP_MIDBRAIN_HINDBRAIN_BOUN...,SET,5,1.2164,0.020061,0.38536,0.00079936,GOBP_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT,0.441288447727273
KEGG_MEDICUS_REFERENCE_IL12_...,SET,10,0.96077,0.022405,0.30446,0.00080192,KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY,0.441288447727273
HP_SINUS_TACHYCARDIA,SET,27,0.46979,0.017993,0.1491,0.00081516,HP_SINUS_TACHYCARDIA,0.441288447727273
HP_MITRAL_VALVE_PROLAPSE,SET,103,0.26347,0.019669,0.083624,0.00081583,HP_MITRAL_VALVE_PROLAPSE,0.441288447727273
WP_MAMMARY_GLAND_DEVELOPMENT...3,SET,32,0.51766,0.021581,0.16455,0.00082932,WP_MAMMARY_GLAND_DEVELOPMENT_PREGNANCY_AND_LACTATION_STAGE_3_OF_4,0.441288447727273
HP_EPISODIC_HYPERTENSION,SET,5,1.1343,0.018707,0.36062,0.00083052,HP_EPISODIC_HYPERTENSION,0.441288447727273
GOBP_POSITIVE_REGULATION_OF_...195,SET,23,0.55715,0.019697,0.17728,0.00083801,GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,0.441288447727273
GSE34156_UNTREATED_VS_24H_NO...4,SET,151,0.21195,0.019133,0.067829,0.00089118,GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_UP,0.449498
REACTOME_RECRUITMENT_OF_MITO...,SET,74,0.28281,0.017909,0.0907,0.00091167,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.449498
HP_PERIAURICULAR_SKIN_PITS,SET,48,0.39504,0.020162,0.1268,0.00091979,HP_PERIAURICULAR_SKIN_PITS,0.449498
GOBP_NEGATIVE_REGULATION_OF_...215,SET,7,1.1874,0.023169,0.3812,0.00092136,GOBP_NEGATIVE_REGULATION_OF_ERAD_PATHWAY,0.449498
HAY_BONE_MARROW_IMMATURE_NEU...,SET,174,0.20353,0.01971,0.065395,0.00092937,HAY_BONE_MARROW_IMMATURE_NEUTROPHIL,0.449498
HP_IMPAIRED_COLLAGEN_INDUCED...,SET,16,0.58303,0.017195,0.18736,0.0009312,HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION,0.449498
HOEK_NK_CELL_2011_2012_TIV_A...1,SET,7,0.84637,0.016515,0.27299,0.00096791,HOEK_NK_CELL_2011_2012_TIV_ADULT_1DY_UP,0.460386334459459
GSE32986_CURDLAN_HIGHDOSE_VS...1,SET,187,0.19963,0.020034,0.064466,0.00098025,GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,0.460386334459459
GOBP_LYMPHOCYTE_MEDIATED_IMM...,SET,268,0.17171,0.020584,0.05553,0.00099474,GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,0.460458019736842
GAUCHER_PBMC_YF_VAX_STAMARIL...5,SET,12,0.75919,0.019393,0.2458,0.0010069,GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_28DY_DN,0.460458019736842
REACTOME_EGFR_INTERACTS_WITH...,SET,9,0.91924,0.020337,0.29829,0.0010307,REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA,0.46282075
GOBP_REGULATION_OF_VOLTAGE_G...2,SET,6,1.1564,0.020891,0.37553,0.0010387,GOBP_REGULATION_OF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY,0.46282075
AIZARANI_LIVER_C22_RESIDENT_...,SET,26,0.51027,0.019179,0.16618,0.0010697,AIZARANI_LIVER_C22_RESIDENT_B_CELLS_2,0.46745475
REACTOME_RECRUITMENT_OF_NUMA...,SET,87,0.26382,0.018108,0.085965,0.001076,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0.46745475
COLIN_PILOCYTIC_ASTROCYTOMA_...1,SET,26,0.56301,0.021161,0.18422,0.0011223,COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN,0.481549833333333
HP_HEMANGIOBLASTOMA,SET,18,0.52288,0.016355,0.17164,0.0011596,HP_HEMANGIOBLASTOMA,0.48797675
GSE16385_ROSIGLITAZONE_IFNG_...1,SET,174,0.19339,0.018728,0.063566,0.0011751,GSE16385_ROSIGLITAZONE_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_DN,0.48797675
GOBP_POSITIVE_REGULATION_OF_...317,SET,8,0.87748,0.018303,0.28852,0.0011794,GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION,0.48797675
GSE11864_CSF1_IFNG_VS_CSF1_P...1,SET,161,0.2038,0.018991,0.067133,0.0012012,GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_DN,0.491149482352941
HP_DEPOSITS_IMMUNOREACTIVE_T...,SET,9,0.87657,0.019393,0.28949,0.0012326,HP_DEPOSITS_IMMUNOREACTIVE_TO_BETA_AMYLOID_PROTEIN,0.491334168539326
HP_FLUSHING,SET,45,0.36001,0.017792,0.11889,0.0012327,HP_FLUSHING,0.491334168539326
GSE21546_SAP1A_KO_VS_SAP1A_K...2,SET,178,0.19355,0.018955,0.064003,0.0012486,GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_UP,0.491334168539326
WP_VITAMIN_A1_AND_A5X_PATHWA...,SET,6,1.019,0.018409,0.33722,0.0012582,WP_VITAMIN_A1_AND_A5X_PATHWAYS,0.491334168539326
GSE2585_THYMIC_MACROPHAGE_VS...2,SET,173,0.19049,0.018394,0.06327,0.0013047,GSE2585_THYMIC_MACROPHAGE_VS_MTEC_UP,0.50383165
MIR758_5P,SET,31,0.43699,0.017932,0.14541,0.001329,MIR758_5P,0.504971857894737
GSE17721_PAM3CSK4_VS_GADIQUI...18,SET,168,0.18961,0.018045,0.063161,0.0013427,GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_UP,0.504971857894737
GSE12845_PRE_GC_VS_DARKZONE_...2,SET,174,0.19259,0.01865,0.064196,0.001352,GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP,0.504971857894737
HP_MYALGIA,SET,157,0.20145,0.018539,0.067282,0.0013781,HP_MYALGIA,0.504971857894737
MIR6807_3P,SET,128,0.21886,0.018201,0.073109,0.0013803,MIR6807_3P,0.504971857894737
HP_ELEVATED_URINARY_NOREPINE...,SET,18,0.51856,0.01622,0.17404,0.0014451,HP_ELEVATED_URINARY_NOREPINEPHRINE_LEVEL,0.506377274336283
HP_BIFID_NASAL_TIP,SET,13,0.66068,0.017565,0.22197,0.0014598,HP_BIFID_NASAL_TIP,0.506377274336283
GOBP_LEUKOCYTE_MEDIATED_IMMU...,SET,364,0.13884,0.019345,0.046656,0.0014626,GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,0.506377274336283
GOBP_GRANULOCYTE_DIFFERENTIA...,SET,38,0.41531,0.018865,0.13965,0.0014726,GOBP_GRANULOCYTE_DIFFERENTIATION,0.506377274336283
HOLLEMAN_VINCRISTINE_RESISTA...4,SET,36,0.41677,0.018427,0.14034,0.0014924,HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP,0.506377274336283
GOMF_MRNA_5_UTR_BINDING,SET,22,0.47551,0.016442,0.16048,0.0015253,GOMF_MRNA_5_UTR_BINDING,0.506377274336283
TIMOFEEVA_GROWTH_STRESS_VIA_...,SET,16,0.64912,0.019144,0.21928,0.0015387,TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN,0.506377274336283
HP_SKIN_PIT,SET,62,0.31451,0.018237,0.10627,0.0015422,HP_SKIN_PIT,0.506377274336283
GOCC_CBM_COMPLEX,SET,5,1.0953,0.018064,0.37098,0.0015782,GOCC_CBM_COMPLEX,0.506377274336283
MIR7109_5P,SET,71,0.27878,0.017294,0.094432,0.0015797,MIR7109_5P,0.506377274336283
GOMF_G_PROTEIN_COUPLED_ACETY...,SET,7,0.9398,0.018338,0.31843,0.0015839,GOMF_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_ACTIVITY,0.506377274336283
HP_HEMATURIA,SET,164,0.1995,0.018762,0.067612,0.0015871,HP_HEMATURIA,0.506377274336283
GOBP_IRES_DEPENDENT_VIRAL_TR...,SET,10,0.76448,0.017827,0.25972,0.0016247,GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION,0.506377274336283
FRANCO_BLOOD_SANOFI_PASTEUR_...3,SET,24,0.52509,0.018962,0.17846,0.0016305,FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_14DY_NEGATIVE,0.506377274336283
MIR325,SET,28,0.46955,0.018313,0.15962,0.001634,MIR325,0.506377274336283
E2F1_Q6_01,SET,214,0.16473,0.017672,0.056013,0.0016382,E2F1_Q6_01,0.506377274336283
GSE3982_EFF_MEMORY_CD4_TCELL...2,SET,179,0.18412,0.018082,0.062629,0.0016435,GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_UP,0.506377274336283
RUBENSTEIN_SKELETAL_MUSCLE_F...1,SET,154,0.21255,0.019375,0.07231,0.0016464,RUBENSTEIN_SKELETAL_MUSCLE_FAP_CELLS,0.506377274336283
HAY_BONE_MARROW_CD34_POS_MEP,SET,8,0.91145,0.019012,0.31103,0.0016944,HAY_BONE_MARROW_CD34_POS_MEP,0.515431760869565
GOBP_HEPARIN_METABOLIC_PROCE...,SET,17,0.63584,0.019329,0.21713,0.0017055,GOBP_HEPARIN_METABOLIC_PROCESS,0.515431760869565
REACTOME_CIPROFLOXACIN_ADME,SET,5,1.1438,0.018864,0.39098,0.0017216,REACTOME_CIPROFLOXACIN_ADME,0.515812137931035
HP_PREMATURE_SKIN_WRINKLING,SET,61,0.30833,0.017734,0.10557,0.0017481,HP_PREMATURE_SKIN_WRINKLING,0.5179363875
SCHERER_PBMC_APSV_WETVAX_AGE...5,SET,171,0.18453,0.017717,0.06329,0.0017768,SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_DN,0.5179363875
HOWARD_NEUTROPHIL_INACT_MONO...2,SET,358,0.13877,0.019178,0.047622,0.0017866,HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP,0.5179363875
E2F_Q3,SET,196,0.16765,0.01722,0.057538,0.0017883,E2F_Q3,0.5179363875
MIR2467_3P,SET,139,0.1997,0.017301,0.068748,0.0018395,MIR2467_3P,0.528362169421488
REACTOME_GLYCOSAMINOGLYCAN_M...,SET,120,0.23191,0.018678,0.079909,0.0018552,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.528503901639344
REACTOME_ROBO_RECEPTORS_BIND...,SET,9,0.72235,0.015981,0.24919,0.001875,REACTOME_ROBO_RECEPTORS_BIND_AKAP5,0.528864592741936
MARIADASON_RESPONSE_TO_BUTYR...2,SET,7,0.9379,0.0183,0.32376,0.0018869,MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_2,0.528864592741936
GSE12845_IGD_POS_BLOOD_VS_DA...2,SET,166,0.18402,0.017409,0.063775,0.0019567,GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP,0.536638921875
ZHONG_PFC_C6_PLXNA4_POS_EXCI...,SET,6,1.0547,0.019054,0.36555,0.001957,ZHONG_PFC_C6_PLXNA4_POS_EXCITATORY_NEURON,0.536638921875
GSE15930_NAIVE_VS_24H_IN_VIT...3,SET,188,0.16689,0.016793,0.057888,0.0019719,GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_DN,0.536638921875
HP_LINGUAL_DYSTONIA,SET,5,1.0552,0.017402,0.3661,0.0019764,HP_LINGUAL_DYSTONIA,0.536638921875
GSE3982_MEMORY_CD4_TCELL_VS_...5,SET,186,0.17188,0.017203,0.059862,0.0020471,GSE3982_MEMORY_CD4_TCELL_VS_TH2_DN,0.546624595588235
YAMASHITA_LIVER_CANCER_WITH_...2,SET,49,0.32856,0.016942,0.11472,0.0020943,YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,0.546624595588235
MYLLYKANGAS_AMPLIFICATION_HO...15,SET,6,0.96583,0.017448,0.33735,0.0021009,MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_5,0.546624595588235
GSE22935_UNSTIM_VS_48H_MBOVI...4,SET,179,0.17863,0.017543,0.062401,0.0021031,GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP,0.546624595588235
GSE5099_CLASSICAL_M1_VS_ALTE...1,SET,146,0.19806,0.017582,0.069193,0.0021045,GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_DN,0.546624595588235
MIR4666B,SET,111,0.23938,0.018547,0.083696,0.0021197,MIR4666B,0.546624595588235
REACTOME_DISEASES_OF_DNA_REP...,SET,49,0.32198,0.016603,0.11266,0.0021349,REACTOME_DISEASES_OF_DNA_REPAIR,0.546624595588235
HP_PARAGANGLIOMA,SET,19,0.48138,0.01547,0.16848,0.002139,HP_PARAGANGLIOMA,0.546624595588235
GOBP_MAMMARY_GLAND_ALVEOLUS_...,SET,18,0.62644,0.019595,0.21952,0.0021631,GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT,0.54874847080292
GOMF_PHOSPHATIDYLCHOLINE_STE...,SET,6,1.1486,0.02075,0.40331,0.0022029,GOMF_PHOSPHATIDYLCHOLINE_STEROL_O_ACYLTRANSFERASE_ACTIVATOR_ACTIVITY,0.554795576086957
KEGG_MEDICUS_VARIANT_MUTATIO...4,SET,13,0.67295,0.017891,0.23662,0.0022297,KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_PLCG_ERK_SIGNALING_PATHWAY,0.555043447368421
KEGG_MEDICUS_VARIANT_MUTATIO...80,SET,18,0.51615,0.016145,0.18186,0.0022709,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_ACTH_CORTISOL_SIGNALING_PATHWAY,0.555043447368421
GOCC_GAMMA_TUBULIN_RING_COMP...,SET,8,0.98739,0.020596,0.34875,0.002321,GOCC_GAMMA_TUBULIN_RING_COMPLEX,0.555043447368421
KEGG_MEDICUS_VARIANT_MUTATIO...22,SET,5,1.1193,0.01846,0.39604,0.0023566,KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_USP8_TO_EGFR_ERK_ACTH_SIGNALING_PATHWAY,0.555043447368421
E2F1DP1RB_01,SET,208,0.1625,0.017189,0.057573,0.0023851,E2F1DP1RB_01,0.555043447368421
HP_CORNEAL_DYSTROPHY,SET,29,0.47999,0.019051,0.17048,0.0024376,HP_CORNEAL_DYSTROPHY,0.555043447368421
GOBP_TRNA_5_LEADER_REMOVAL,SET,11,0.6266,0.015325,0.22276,0.0024571,GOBP_TRNA_5_LEADER_REMOVAL,0.555043447368421
ZAK_PBMC_MRKAD5_HIV_1_GAG_PO...4,SET,7,0.94875,0.018512,0.33754,0.0024737,ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_3DY_DN,0.555043447368421
HARALAMBIEVA_PBMC_TIV_AGE_50...2,SET,13,0.54666,0.014534,0.19473,0.0025006,HARALAMBIEVA_PBMC_TIV_AGE_50_74YO_CORRELATED_WITH_MEMORY_B_CELL_RESPONSE_3DY_NEGATIVE,0.555043447368421
GSE6269_HEALTHY_VS_STAPH_PNE...2,SET,165,0.17386,0.016399,0.061941,0.002504,GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_UP,0.555043447368421
JOHANSSON_GLIOMAGENESIS_BY_P...2,SET,55,0.3259,0.017802,0.11618,0.0025174,JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP,0.555043447368421
BALLIF_DEVELOPMENTAL_DISABIL...,SET,13,0.66654,0.017721,0.23763,0.0025189,BALLIF_DEVELOPMENTAL_DISABILITY_P16_P12_DELETION,0.555043447368421
HP_ABNORMAL_PEER_RELATIONSHI...,SET,6,0.94266,0.017029,0.33611,0.0025217,HP_ABNORMAL_PEER_RELATIONSHIPS,0.555043447368421
GOBP_MYELOID_LEUKOCYTE_DIFFE...,SET,219,0.173,0.018772,0.061723,0.0025349,GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.555043447368421
HASLINGER_B_CLL_WITH_17P13_D...,SET,20,0.50833,0.01676,0.18166,0.0025716,HASLINGER_B_CLL_WITH_17P13_DELETION,0.555043447368421
GOCC_CMG_COMPLEX,SET,11,0.67288,0.016457,0.24064,0.0025877,GOCC_CMG_COMPLEX,0.555043447368421
RICKMAN_METASTASIS_UP,SET,273,0.14351,0.017361,0.05137,0.002608,RICKMAN_METASTASIS_UP,0.555043447368421
chr2q13,SET,14,0.93831,0.025887,0.33604,0.0026198,chr2q13,0.555043447368421
MIR4700_5P,SET,200,0.17172,0.017816,0.061517,0.0026265,MIR4700_5P,0.555043447368421
