VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GO_POSITIVE_REGULATION_OF_DN...7,SET,5,0.95905,0.015818,0.34278,0.0025749,GO_POSITIVE_REGULATION_OF_DNA_LIGATION,0.579155337313433
GO_SEQUENCE_SPECIFIC_DNA_BIN...,SET,1031,0.078675,0.018105,0.028189,0.0026303,GO_SEQUENCE_SPECIFIC_DNA_BINDING,0.579155337313433
GO_ALKALOID_METABOLIC_PROCESS,SET,5,1.0085,0.016634,0.3621,0.0026774,GO_ALKALOID_METABOLIC_PROCESS,0.579155337313433
GO_ASPARTIC_ENDOPEPTIDASE_AC...,SET,7,0.75374,0.014708,0.27117,0.0027245,GO_ASPARTIC_ENDOPEPTIDASE_ACTIVITY_INTRAMEMBRANE_CLEAVING,0.579155337313433
GO_PROTEIN_LIPID_COMPLEX_ASS...,SET,32,0.40744,0.016988,0.14733,0.0028443,GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY,0.579155337313433
GO_NEGATIVE_REGULATION_OF_CE...48,SET,5,1.166,0.019231,0.42192,0.0028619,GO_NEGATIVE_REGULATION_OF_CELL_VOLUME,0.579155337313433
GO_SH3_DOMAIN_BINDING,SET,117,0.20923,0.016642,0.075968,0.0029445,GO_SH3_DOMAIN_BINDING,0.579155337313433
GO_VOLTAGE_GATED_ANION_CHANN...,SET,14,0.63371,0.017485,0.23041,0.0029792,GO_VOLTAGE_GATED_ANION_CHANNEL_ACTIVITY,0.579155337313433
GO_INTERLEUKIN_17_RECEPTOR_A...,SET,8,0.8798,0.018353,0.31999,0.0029874,GO_INTERLEUKIN_17_RECEPTOR_ACTIVITY,0.579155337313433
GO_HETEROPHILIC_CELL_CELL_AD...,SET,39,0.40849,0.018798,0.14922,0.0030987,GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,0.579155337313433
REACTOME_ENDOSOMAL_SORTING_C...,SET,30,0.40326,0.01628,0.14753,0.0031373,REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,0.579155337313433
GO_EXTRINSIC_COMPONENT_OF_EN...2,SET,9,0.76496,0.016925,0.28005,0.0031552,GO_EXTRINSIC_COMPONENT_OF_ENDOSOME_MEMBRANE,0.579155337313433
GO_ACTIVATION_OF_TRANSMEMBRA...,SET,13,0.65248,0.017349,0.23888,0.0031562,GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.579155337313433
GO_ENDOCARDIUM_MORPHOGENESIS,SET,6,1.1211,0.020255,0.41095,0.0031874,GO_ENDOCARDIUM_MORPHOGENESIS,0.579155337313433
GO_NUCLEOTIDE_EXCISION_REPAI...4,SET,22,0.43632,0.015088,0.16023,0.0032363,GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING,0.579392885294118
GO_POSITIVE_REGULATION_OF_PO...2,SET,4,1.2683,0.018711,0.46734,0.0033277,GO_POSITIVE_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_ORGANIZATION,0.587122026086957
GO_TRIGLYCERIDE_RICH_LIPOPRO...1,SET,9,0.78075,0.017274,0.28888,0.0034422,GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_CLEARANCE,0.598647754285714
GO_NEPHRIC_DUCT_FORMATION,SET,5,1.1492,0.018954,0.42655,0.0035318,GO_NEPHRIC_DUCT_FORMATION,0.60557934084507
GO_ELONGATOR_HOLOENZYME_COMP...,SET,6,0.92923,0.016788,0.34552,0.0035823,GO_ELONGATOR_HOLOENZYME_COMPLEX,0.605707225
GO_PHENYLPROPANOID_METABOLIC...,SET,7,0.9412,0.018366,0.35076,0.003648,GO_PHENYLPROPANOID_METABOLIC_PROCESS,0.608366465753425
GO_EMBRYONIC_BODY_MORPHOGENE...,SET,10,0.68891,0.016066,0.25901,0.0039132,GO_EMBRYONIC_BODY_MORPHOGENESIS,0.626586415384615
GO_CGMP_BINDING,SET,12,0.69395,0.017728,0.26101,0.0039256,GO_CGMP_BINDING,0.626586415384615
GO_VOLTAGE_GATED_POTASSIUM_C...1,SET,82,0.28556,0.019033,0.10755,0.0039672,GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY,0.626586415384615
GO_POSITIVE_REGULATION_OF_TY...2,SET,13,0.62377,0.016585,0.23509,0.0039893,GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,0.626586415384615
GO_GERM_CELL_PROLIFERATION,SET,5,0.92003,0.015174,0.34703,0.0040146,GO_GERM_CELL_PROLIFERATION,0.626586415384615
GO_ORGANIC_ANION_TRANSMEMBRA...,SET,193,0.1686,0.017188,0.063995,0.0042155,GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.649613886075949
GO_RETROGRADE_TRANS_SYNAPTIC...1,SET,9,0.83612,0.018499,0.31952,0.0044417,GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING,0.675683180645161
GO_INWARD_RECTIFIER_POTASSIU...,SET,19,0.58619,0.018839,0.22477,0.0045587,GO_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY,0.675683180645161
GO_ENDOSOME_ORGANIZATION,SET,71,0.25445,0.015786,0.097588,0.004565,GO_ENDOSOME_ORGANIZATION,0.675683180645161
REACTOME_BIOSYNTHESIS_OF_MAR...2,SET,6,0.85326,0.015416,0.32879,0.0047317,REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS,0.675683180645161
GO_NEGATIVE_REGULATION_OF_MY...9,SET,14,0.59676,0.016466,0.23022,0.0047723,GO_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,0.675683180645161
GO_SEQUENCE_SPECIFIC_DOUBLE_...,SET,803,0.082001,0.016763,0.031641,0.0047802,GO_SEQUENCE_SPECIFIC_DOUBLE_STRANDED_DNA_BINDING,0.675683180645161
REACTOME_MRNA_EDITING,SET,9,0.69587,0.015396,0.26899,0.0048458,REACTOME_MRNA_EDITING,0.675683180645161
GO_PHOSPHATIDYLINOSITOL_3_5_...2,SET,23,0.43728,0.015461,0.16985,0.005024,GO_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_BINDING,0.675683180645161
REACTOME_IRF3_MEDIATED_ACTIV...,SET,5,0.81892,0.013506,0.31825,0.0050428,REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN,0.675683180645161
KEGG_DRUG_METABOLISM_OTHER_E...,SET,48,0.38085,0.019439,0.14808,0.0050595,KEGG_DRUG_METABOLISM_OTHER_ENZYMES,0.675683180645161
GO_REGULATION_OF_SUPRAMOLECU...,SET,306,0.12609,0.016135,0.049085,0.005106,GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.675683180645161
GO_DELTA_CATENIN_BINDING,SET,7,0.90588,0.017677,0.35296,0.0051403,GO_DELTA_CATENIN_BINDING,0.675683180645161
GO_REGULATION_OF_INOSITOL_TR...,SET,7,0.84217,0.016434,0.32816,0.0051434,GO_REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS,0.675683180645161
GO_FOREGUT_MORPHOGENESIS,SET,10,0.71671,0.016715,0.27941,0.0051617,GO_FOREGUT_MORPHOGENESIS,0.675683180645161
GO_REGULATION_OF_PEPTIDYL_CY...,SET,6,0.99937,0.018055,0.39131,0.00533,GO_REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION,0.677212072992701
GO_REGULATION_OF_GENE_EXPRES...1,SET,17,0.51387,0.015622,0.20191,0.0054686,GO_REGULATION_OF_GENE_EXPRESSION_BY_GENETIC_IMPRINTING,0.677212072992701
GO_PROTEIN_O_LINKED_FUCOSYLA...,SET,7,0.76566,0.014941,0.30142,0.0055434,GO_PROTEIN_O_LINKED_FUCOSYLATION,0.677212072992701
REACTOME_BIOSYNTHESIS_OF_MAR...1,SET,8,0.75744,0.015801,0.29847,0.0055831,REACTOME_BIOSYNTHESIS_OF_MARESINS,0.677212072992701
GO_PHOSPHATIDYLINOSITOL_4_PH...,SET,25,0.41193,0.015184,0.16247,0.0056203,GO_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING,0.677212072992701
GO_TELETHONIN_BINDING,SET,7,0.93019,0.018151,0.36741,0.0056796,GO_TELETHONIN_BINDING,0.677212072992701
REACTOME_FCGR_ACTIVATION,SET,12,0.6725,0.01718,0.26584,0.005712,REACTOME_FCGR_ACTIVATION,0.677212072992701
GO_ATP_TRANSMEMBRANE_TRANSPO...,SET,8,0.77837,0.016237,0.30788,0.0057376,GO_ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.677212072992701
GO_HISTONE_H2A_K119_MONOUBIQ...,SET,8,0.68881,0.014369,0.27309,0.0058343,GO_HISTONE_H2A_K119_MONOUBIQUITINATION,0.677212072992701
GO_SOLUTE_CATION_ANTIPORTER_...,SET,28,0.41823,0.016313,0.1659,0.0058545,GO_SOLUTE_CATION_ANTIPORTER_ACTIVITY,0.677212072992701
GO_VERY_LOW_DENSITY_LIPOPROT...2,SET,9,0.78553,0.01738,0.31255,0.0059852,GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,0.677212072992701
GO_MONOVALENT_INORGANIC_CATI...1,SET,144,0.18271,0.016111,0.072701,0.005986,GO_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,0.677212072992701
GO_REGULATION_OF_GONAD_DEVEL...,SET,18,0.5176,0.016192,0.20635,0.0060695,GO_REGULATION_OF_GONAD_DEVELOPMENT,0.677212072992701
GO_VIRAL_BUDDING_VIA_HOST_ES...,SET,21,0.45046,0.015219,0.17989,0.0061428,GO_VIRAL_BUDDING_VIA_HOST_ESCRT_COMPLEX,0.677212072992701
GO_DENDRITIC_SPINE_MAINTENAN...,SET,19,0.51216,0.01646,0.20459,0.0061557,GO_DENDRITIC_SPINE_MAINTENANCE,0.677212072992701
GO_VIRAL_BUDDING,SET,25,0.39377,0.014514,0.15736,0.0061734,GO_VIRAL_BUDDING,0.677212072992701
GO_CATECHOLAMINE_BIOSYNTHETI...,SET,18,0.55028,0.017214,0.22018,0.0062283,GO_CATECHOLAMINE_BIOSYNTHETIC_PROCESS,0.677212072992701
GO_PEPTIDE_ANTIGEN_BINDING,SET,20,0.52482,0.017305,0.21013,0.0062564,GO_PEPTIDE_ANTIGEN_BINDING,0.677212072992701
GO_POSITIVE_REGULATION_OF_PH...5,SET,81,0.25264,0.016736,0.10133,0.0063354,GO_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,0.677212072992701
GO_PCG_PROTEIN_COMPLEX,SET,42,0.31307,0.01495,0.1256,0.0063448,GO_PCG_PROTEIN_COMPLEX,0.677212072992701
REACTOME_SODIUM_COUPLED_SULP...,SET,5,1.0464,0.017258,0.42045,0.0064165,REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS,0.677212072992701
GO_UBIQUITIN_DEPENDENT_PROTE...,SET,19,0.4456,0.014321,0.17928,0.0064717,GO_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY,0.677212072992701
NABA_SECRETED_FACTORS,SET,319,0.13704,0.017899,0.055149,0.0064837,NABA_SECRETED_FACTORS,0.677212072992701
GO_INTEGRIN_BIOSYNTHETIC_PRO...,SET,3,1.3538,0.017296,0.54778,0.0067342,GO_INTEGRIN_BIOSYNTHETIC_PROCESS,0.677212072992701
GO_VIRION_ATTACHMENT_TO_HOST...,SET,7,0.88565,0.017282,0.35862,0.0067676,GO_VIRION_ATTACHMENT_TO_HOST_CELL,0.677212072992701
GO_UBIQUITIN_CONJUGATING_ENZ...1,SET,30,0.37405,0.015101,0.15155,0.0067948,GO_UBIQUITIN_CONJUGATING_ENZYME_BINDING,0.677212072992701
GO_CELL_MIGRATION_INVOLVED_I...1,SET,12,0.61024,0.015589,0.24725,0.0067955,GO_CELL_MIGRATION_INVOLVED_IN_GASTRULATION,0.677212072992701
GO_GROWTH_INVOLVED_IN_HEART_...,SET,3,1.4335,0.018315,0.58171,0.0068686,GO_GROWTH_INVOLVED_IN_HEART_MORPHOGENESIS,0.677212072992701
GO_NEGATIVE_REGULATION_OF_SM...5,SET,27,0.38202,0.014633,0.15503,0.0068716,GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY,0.677212072992701
GO_PRONUCLEUS,SET,14,0.5215,0.014389,0.21198,0.0069483,GO_PRONUCLEUS,0.677212072992701
GO_EXOCYTIC_PROCESS,SET,77,0.22598,0.014598,0.092025,0.0070357,GO_EXOCYTIC_PROCESS,0.677212072992701
GO_SEX_CHROMOSOME,SET,27,0.38596,0.014783,0.15734,0.007089,GO_SEX_CHROMOSOME,0.677212072992701
GO_PROCESS_UTILIZING_AUTOPHA...,SET,446,0.096432,0.01484,0.039325,0.0071042,GO_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM,0.677212072992701
REACTOME_ALPHA_DEFENSINS,SET,6,1.0114,0.018272,0.41332,0.0072089,REACTOME_ALPHA_DEFENSINS,0.677212072992701
GO_VESICLE_DOCKING_INVOLVED_...,SET,44,0.30393,0.014854,0.12442,0.007292,GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS,0.677212072992701
GO_POSITIVE_REGULATION_OF_AX...3,SET,8,0.77506,0.016168,0.31758,0.0073378,GO_POSITIVE_REGULATION_OF_AXON_GUIDANCE,0.677212072992701
GO_COENZYME_TRANSMEMBRANE_TR...,SET,6,0.75363,0.013616,0.3088,0.0073379,GO_COENZYME_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.677212072992701
GO_BONE_RESORPTION,SET,56,0.29133,0.016058,0.11943,0.0073602,GO_BONE_RESORPTION,0.677212072992701
GO_3_KETO_STEROL_REDUCTASE_A...,SET,5,0.95893,0.015816,0.39312,0.0073634,GO_3_KETO_STEROL_REDUCTASE_ACTIVITY,0.677212072992701
GO_NEGATIVE_REGULATION_OF_CE...17,SET,10,0.57924,0.013509,0.23806,0.0074893,GO_NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,0.677212072992701
GO_I_BAND,SET,128,0.19455,0.01618,0.08001,0.0075217,GO_I_BAND,0.677212072992701
REACTOME_MISMATCH_REPAIR,SET,15,0.47677,0.013616,0.19632,0.0075854,REACTOME_MISMATCH_REPAIR,0.677212072992701
GO_DNA_LIGATION_INVOLVED_IN_...,SET,8,0.62309,0.012998,0.25663,0.0075965,GO_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR,0.677212072992701
REACTOME_MISCELLANEOUS_SUBST...,SET,12,0.66176,0.016905,0.27269,0.007621,REACTOME_MISCELLANEOUS_SUBSTRATES,0.677212072992701
GO_3_HYDROXYACYL_COA_DEHYDRO...,SET,8,0.79441,0.016572,0.32907,0.0078921,GO_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY,0.683862276
REACTOME_MRNA_EDITING:_C_TO_...,SET,7,0.70201,0.013699,0.29105,0.0079379,REACTOME_MRNA_EDITING:_C_TO_U_CONVERSION,0.683862276
GO_ENDOSOME,SET,803,0.074098,0.015147,0.030722,0.0079407,GO_ENDOSOME,0.683862276
GO_MAINTENANCE_OF_CELL_POLAR...,SET,15,0.56444,0.01612,0.23415,0.0079698,GO_MAINTENANCE_OF_CELL_POLARITY,0.683862276
BIOCARTA_CALCINEURIN_PATHWAY,SET,18,0.47781,0.014947,0.19844,0.0080287,BIOCARTA_CALCINEURIN_PATHWAY,0.683862276
KEGG_MATURITY_ONSET_DIABETES...,SET,25,0.46379,0.017095,0.19271,0.0080557,KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,0.683862276
GO_VITAMIN_D_RECEPTOR_BINDING,SET,13,0.50099,0.01332,0.20843,0.0081224,GO_VITAMIN_D_RECEPTOR_BINDING,0.683862276
GO_REGULATION_OF_MYOSIN_LIGH...,SET,7,0.7066,0.013788,0.2943,0.0081822,GO_REGULATION_OF_MYOSIN_LIGHT_CHAIN_PHOSPHATASE_ACTIVITY,0.683862276
GO_REGULATION_OF_EARLY_ENDOS...,SET,15,0.56751,0.016208,0.23659,0.0082311,GO_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT,0.683862276
GO_LATE_ENDOSOME_MEMBRANE,SET,114,0.18568,0.014579,0.077489,0.008288,GO_LATE_ENDOSOME_MEMBRANE,0.683862276
GO_POSTSYNAPTIC_SPECIALIZATI...2,SET,19,0.44397,0.014268,0.18551,0.0083551,GO_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT,0.683862276
GO_CONTACT_INHIBITION,SET,8,0.73134,0.015256,0.3059,0.0084115,GO_CONTACT_INHIBITION,0.683862276
GO_PROFILIN_BINDING,SET,10,0.64689,0.015086,0.27065,0.0084261,GO_PROFILIN_BINDING,0.683862276
REACTOME_BETA_OXIDATION_OF_L...,SET,5,1.0093,0.016646,0.42292,0.0085099,REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA,0.686089553642384
GO_REGULATION_OF_MALE_GONAD_...,SET,8,0.81933,0.017092,0.34496,0.0087756,GO_REGULATION_OF_MALE_GONAD_DEVELOPMENT,0.692382028037383
REACTOME_TRANS_GOLGI_NETWORK...,SET,65,0.236,0.014011,0.099507,0.0088592,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0.692382028037383
REACTOME_POTASSIUM_CHANNELS,SET,97,0.23294,0.016879,0.098306,0.0089106,REACTOME_POTASSIUM_CHANNELS,0.692382028037383
GO_NUCLEOTIDE_TRANSPORT,SET,18,0.50236,0.015715,0.21244,0.0090266,GO_NUCLEOTIDE_TRANSPORT,0.692382028037383
GO_TRNA_WOBBLE_BASE_MODIFICA...,SET,20,0.43315,0.014282,0.18318,0.0090308,GO_TRNA_WOBBLE_BASE_MODIFICATION,0.692382028037383
