VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GO_GAMMA_TUBULIN_LARGE_COMPL...,SET,7,1.2235,0.023873,0.40489,0.0012581,GO_GAMMA_TUBULIN_LARGE_COMPLEX,0.547003907142857
GO_HISTONE_DEACETYLASE_BINDI...,SET,101,0.24892,0.018402,0.083057,0.0013655,GO_HISTONE_DEACETYLASE_BINDING,0.573227482758621
GO_G_PROTEIN_COUPLED_ACETYLC...1,SET,7,0.9398,0.018338,0.31843,0.0015839,GO_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_ACTIVITY,0.628531838709677
GO_AMINOGLYCAN_METABOLIC_PRO...,SET,125,0.23009,0.018911,0.078046,0.0016005,GO_AMINOGLYCAN_METABOLIC_PROCESS,0.628531838709677
REACTOME_GLYCOSAMINOGLYCAN_M...,SET,118,0.23494,0.018765,0.080346,0.0017294,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.643362083333333
GO_MIDBRAIN_HINDBRAIN_BOUNDA...,SET,7,0.9729,0.018983,0.33478,0.0018322,GO_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT,0.643362083333333
GO_NEGATIVE_REGULATION_OF_CY...6,SET,28,0.49823,0.019432,0.17181,0.0018686,GO_NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,0.643362083333333
REACTOME_ROBO_RECEPTORS_BIND...,SET,9,0.72235,0.015981,0.24919,0.001875,REACTOME_ROBO_RECEPTORS_BIND_AKAP5,0.643362083333333
GO_MRNA_5_UTR_BINDING,SET,23,0.45927,0.016237,0.15868,0.0019025,GO_MRNA_5_UTR_BINDING,0.643362083333333
GO_MAMMARY_GLAND_ALVEOLUS_DE...,SET,16,0.66379,0.019577,0.23181,0.0020974,GO_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT,0.690101286486486
GO_PHOSPHATIDYLCHOLINE_STERO...,SET,6,1.1486,0.02075,0.40331,0.0022029,GO_PHOSPHATIDYLCHOLINE_STEROL_O_ACYLTRANSFERASE_ACTIVATOR_ACTIVITY,0.70128327
GO_PROTEIN_PHOSPHATASE_2B_BI...,SET,7,0.79484,0.015509,0.28047,0.0023013,GO_PROTEIN_PHOSPHATASE_2B_BINDING,0.70128327
GO_D1_DOPAMINE_RECEPTOR_BIND...,SET,9,0.70405,0.015576,0.24847,0.0023042,GO_D1_DOPAMINE_RECEPTOR_BINDING,0.70128327
REACTOME_NOD1_2_SIGNALING_PA...,SET,31,0.41477,0.01702,0.14834,0.0025891,REACTOME_NOD1_2_SIGNALING_PATHWAY,0.763334148
GO_PHOSPHATIDYLINOSITOL_5_PH...,SET,13,0.64793,0.017226,0.23342,0.0027566,GO_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_BINDING,0.763334148
GO_OXIDOREDUCTASE_ACTIVITY_O...2,SET,8,0.79985,0.016684,0.28833,0.0027714,GO_OXIDOREDUCTASE_ACTIVITY_OXIDIZING_METAL_IONS_NAD_OR_NADP_AS_ACCEPTOR,0.763334148
GO_POSITIVE_REGULATION_OF_IN...43,SET,4,1.315,0.019398,0.47408,0.002773,GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.763334148
GO_CELL_CYCLE,SET,1647,0.058163,0.016613,0.021068,0.0028873,GO_CELL_CYCLE,0.763334148
GO_AXON_CHOICE_POINT_RECOGNI...,SET,7,1.0865,0.021201,0.39369,0.0028942,GO_AXON_CHOICE_POINT_RECOGNITION,0.763334148
GO_ADENYLATE_CYCLASE_INHIBIT...3,SET,8,0.80913,0.016877,0.29397,0.0029612,GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,0.763334148
GO_INTERMEDIATE_FILAMENT_CYT...,SET,206,0.19802,0.020846,0.072196,0.0030492,GO_INTERMEDIATE_FILAMENT_CYTOSKELETON,0.763334148
KEGG_PPAR_SIGNALING_PATHWAY,SET,67,0.28643,0.017263,0.1047,0.0031142,KEGG_PPAR_SIGNALING_PATHWAY,0.763334148
GO_RRNA_BINDING,SET,54,0.30431,0.016471,0.11132,0.0031351,GO_RRNA_BINDING,0.763334148
GO_SULFATION,SET,16,0.65168,0.01922,0.23914,0.0032168,GO_SULFATION,0.767869082352941
PID_INTEGRIN2_PATHWAY,SET,26,0.5154,0.019371,0.19069,0.0034419,PID_INTEGRIN2_PATHWAY,0.772410607317073
GO_2_OXOGLUTARATE_DEPENDENT_...,SET,43,0.3126,0.015103,0.11577,0.0034693,GO_2_OXOGLUTARATE_DEPENDENT_DIOXYGENASE_ACTIVITY,0.772410607317073
REACTOME_UNWINDING_OF_DNA,SET,12,0.62219,0.015893,0.23137,0.0035849,REACTOME_UNWINDING_OF_DNA,0.772410607317073
GO_BRCA1_A_COMPLEX,SET,4,1.3502,0.019916,0.5033,0.0036556,GO_BRCA1_A_COMPLEX,0.772410607317073
REACTOME_DARPP_32_EVENTS,SET,23,0.43317,0.015314,0.1617,0.0036967,REACTOME_DARPP_32_EVENTS,0.772410607317073
GO_POSITIVE_REGULATION_OF_CH...9,SET,9,0.88452,0.019569,0.33206,0.0038671,GO_POSITIVE_REGULATION_OF_CHOLESTEROL_ESTERIFICATION,0.772410607317073
BIOCARTA_ION_PATHWAY,SET,5,0.95285,0.015714,0.35809,0.0038997,BIOCARTA_ION_PATHWAY,0.772410607317073
GO_VESICLE_FUSION_WITH_GOLGI...,SET,6,0.87883,0.015876,0.33034,0.0039058,GO_VESICLE_FUSION_WITH_GOLGI_APPARATUS,0.772410607317073
GO_FUCOSE_METABOLIC_PROCESS,SET,6,0.75466,0.013633,0.28388,0.0039293,GO_FUCOSE_METABOLIC_PROCESS,0.772410607317073
GO_NEGATIVE_REGULATION_OF_CA...11,SET,6,0.93255,0.016847,0.35084,0.0039334,GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION,0.772410607317073
GO_AXON_MIDLINE_CHOICE_POINT...,SET,5,1.2534,0.020671,0.47179,0.0039487,GO_AXON_MIDLINE_CHOICE_POINT_RECOGNITION,0.772410607317073
REACTOME_TAK1_ACTIVATES_NFKB...,SET,28,0.43236,0.016863,0.16312,0.0040214,REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,0.772410607317073
GO_REGULATION_OF_INTRINSIC_A...4,SET,17,0.4844,0.014725,0.18302,0.0040676,GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,0.772410607317073
REACTOME_C_TYPE_LECTIN_RECEP...,SET,126,0.18647,0.015387,0.070888,0.0042668,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,0.772410607317073
GO_CYTOKINE_METABOLIC_PROCESS,SET,105,0.23018,0.017348,0.087868,0.0044055,GO_CYTOKINE_METABOLIC_PROCESS,0.772410607317073
GO_TRANSFERASE_ACTIVITY_TRAN...11,SET,65,0.28582,0.016967,0.10925,0.0044491,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_SULFUR_CONTAINING_GROUPS,0.772410607317073
GO_REGULATION_OF_PROTEIN_KIN...2,SET,4,1.2244,0.018062,0.46844,0.0044801,GO_REGULATION_OF_PROTEIN_KINASE_C_ACTIVITY,0.772410607317073
GO_MACROMOLECULE_METHYLATION,SET,261,0.12589,0.014895,0.048316,0.0045901,GO_MACROMOLECULE_METHYLATION,0.772410607317073
REACTOME_DEFECTIVE_B4GALT1_C...,SET,8,0.7941,0.016564,0.30584,0.004714,REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D,0.772410607317073
REACTOME_TRANSLESION_SYNTHES...2,SET,16,0.48674,0.014355,0.1876,0.0047402,REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,0.772410607317073
GO_NEUROENDOCRINE_CELL_DIFFE...,SET,8,0.943,0.01967,0.36453,0.0048462,GO_NEUROENDOCRINE_CELL_DIFFERENTIATION,0.772410607317073
PID_S1P_S1P1_PATHWAY,SET,21,0.46418,0.015681,0.17954,0.0048674,PID_S1P_S1P1_PATHWAY,0.772410607317073
GO_TRNA_5_END_PROCESSING,SET,14,0.50574,0.013953,0.19576,0.0048936,GO_TRNA_5_END_PROCESSING,0.772410607317073
REACTOME_TERMINATION_OF_O_GL...,SET,21,0.49613,0.016761,0.19219,0.0049232,REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,0.772410607317073
GO_MHC_CLASS_I_RECEPTOR_ACTI...,SET,5,1.0383,0.017123,0.40241,0.0049415,GO_MHC_CLASS_I_RECEPTOR_ACTIVITY,0.772410607317073
GO_HEPARIN_BIOSYNTHETIC_PROC...,SET,8,0.73379,0.015306,0.28468,0.0049783,GO_HEPARIN_BIOSYNTHETIC_PROCESS,0.772410607317073
GO_REGULATION_OF_T_HELPER_17...2,SET,18,0.54767,0.017131,0.2127,0.0050186,GO_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,0.772410607317073
GO_REGULATION_OF_GOLGI_TO_PL...,SET,7,0.82248,0.016048,0.31964,0.0050427,GO_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT,0.772410607317073
GO_VITAMIN_A_METABOLIC_PROCE...,SET,7,0.8598,0.016776,0.33494,0.0051328,GO_VITAMIN_A_METABOLIC_PROCESS,0.772410607317073
GO_POSITIVE_REGULATION_OF_ST...2,SET,8,0.79291,0.016539,0.30924,0.0051761,GO_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,0.772410607317073
GO_COENZYME_TRANSPORT,SET,8,0.62524,0.013042,0.24401,0.0052027,GO_COENZYME_TRANSPORT,0.772410607317073
GO_DENSE_CORE_GRANULE,SET,19,0.52734,0.016946,0.20626,0.0052874,GO_DENSE_CORE_GRANULE,0.775527802409639
REACTOME_RNA_POLYMERASE_III_...5,SET,21,0.4077,0.013773,0.16013,0.005452,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION,0.78054747826087
GO_REGULATION_OF_T_HELPER_17...1,SET,6,1.1199,0.020232,0.44069,0.0055253,GO_REGULATION_OF_T_HELPER_17_CELL_LINEAGE_COMMITMENT,0.78054747826087
GO_STRAND_INVASION,SET,5,0.83962,0.013847,0.33107,0.0056099,GO_STRAND_INVASION,0.78054747826087
GO_REPLICATION_FORK_PROCESSI...,SET,26,0.40546,0.01524,0.16071,0.0058222,GO_REPLICATION_FORK_PROCESSING,0.78054747826087
GO_REGULATION_OF_TAU_PROTEIN...,SET,9,0.7311,0.016175,0.29069,0.0059551,GO_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY,0.78054747826087
GO_SINGLE_STRANDED_DNA_DEPEN...,SET,14,0.54358,0.014997,0.21648,0.0060241,GO_SINGLE_STRANDED_DNA_DEPENDENT_ATPASE_ACTIVITY,0.78054747826087
GO_AMYLOID_BETA_CLEARANCE,SET,31,0.37291,0.015302,0.14855,0.0060353,GO_AMYLOID_BETA_CLEARANCE,0.78054747826087
PID_GMCSF_PATHWAY,SET,35,0.35518,0.015485,0.14166,0.0060883,PID_GMCSF_PATHWAY,0.78054747826087
KEGG_PRION_DISEASES,SET,33,0.38886,0.016463,0.15625,0.0064144,KEGG_PRION_DISEASES,0.78054747826087
PID_NFAT_3PATHWAY,SET,53,0.29162,0.015637,0.11733,0.0064739,PID_NFAT_3PATHWAY,0.78054747826087
REACTOME_ALTERNATIVE_COMPLEM...,SET,4,1.1576,0.017076,0.46577,0.0064765,REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,0.78054747826087
GO_CILIUM_MOVEMENT_INVOLVED_...,SET,20,0.45571,0.015025,0.18362,0.0065417,GO_CILIUM_MOVEMENT_INVOLVED_IN_CELL_MOTILITY,0.78054747826087
GO_HISTONE_H4_K20_METHYLATION,SET,6,0.72739,0.01314,0.29344,0.0065958,GO_HISTONE_H4_K20_METHYLATION,0.78054747826087
BIOCARTA_MYOSIN_PATHWAY,SET,11,0.72726,0.017787,0.29423,0.0067282,BIOCARTA_MYOSIN_PATHWAY,0.78054747826087
GO_NEGATIVE_REGULATION_OF_NI...3,SET,6,0.96391,0.017413,0.3911,0.0068624,GO_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY,0.78054747826087
REACTOME_AURKA_ACTIVATION_BY...,SET,68,0.23052,0.013996,0.093567,0.0068803,REACTOME_AURKA_ACTIVATION_BY_TPX2,0.78054747826087
GO_REGULATION_OF_STEM_CELL_D...2,SET,7,0.90689,0.017695,0.36859,0.0069433,GO_REGULATION_OF_STEM_CELL_DIVISION,0.78054747826087
GO_REGULATION_OF_INTRINSIC_A...2,SET,26,0.38817,0.014589,0.15795,0.0070006,GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.78054747826087
REACTOME_UNFOLDED_PROTEIN_RE...,SET,85,0.20668,0.014023,0.084197,0.0070544,REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,0.78054747826087
GO_PROTEIN_METHYLATION,SET,156,0.15823,0.014516,0.064465,0.0070585,GO_PROTEIN_METHYLATION,0.78054747826087
GO_MYELOID_LEUKOCYTE_DIFFERE...,SET,187,0.16396,0.016454,0.066916,0.0071424,GO_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.78054747826087
REACTOME_SIGNALING_BY_NOTCH2,SET,30,0.40059,0.016171,0.16383,0.0072444,REACTOME_SIGNALING_BY_NOTCH2,0.78054747826087
GO_PROTEIN_XYLOSYLTRANSFERAS...,SET,3,0.80561,0.010292,0.32974,0.0072837,GO_PROTEIN_XYLOSYLTRANSFERASE_ACTIVITY,0.78054747826087
GO_NUCLEAR_LOCALIZATION_SEQU...,SET,23,0.41433,0.014648,0.1696,0.0072873,GO_NUCLEAR_LOCALIZATION_SEQUENCE_BINDING,0.78054747826087
BIOCARTA_EEA1_PATHWAY,SET,7,0.72766,0.014198,0.29812,0.0073328,BIOCARTA_EEA1_PATHWAY,0.78054747826087
GO_SODIUM_INDEPENDENT_ORGANI...1,SET,16,0.60149,0.017739,0.24684,0.0074149,GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.78054747826087
GO_HEPARAN_SULFATE_PROTEOGLY...4,SET,35,0.36379,0.01586,0.14988,0.0076128,GO_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,0.78054747826087
GO_CORNEA_DEVELOPMENT_IN_CAM...,SET,9,0.82871,0.018334,0.34171,0.0076548,GO_CORNEA_DEVELOPMENT_IN_CAMERA_TYPE_EYE,0.78054747826087
GO_PORIN_ACTIVITY,SET,6,0.91368,0.016506,0.37702,0.0076929,GO_PORIN_ACTIVITY,0.78054747826087
GO_ECTODERMAL_CELL_DIFFERENT...,SET,6,0.94887,0.017142,0.39331,0.007926,GO_ECTODERMAL_CELL_DIFFERENTIATION,0.78054747826087
REACTOME_KERATAN_SULFATE_BIO...,SET,28,0.39499,0.015405,0.16382,0.0079566,REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,0.78054747826087
GO_KERATAN_SULFATE_BIOSYNTHE...,SET,28,0.39499,0.015405,0.16382,0.0079566,GO_KERATAN_SULFATE_BIOSYNTHETIC_PROCESS,0.78054747826087
GO_VIRAL_TRANSLATION,SET,13,0.54091,0.014381,0.22485,0.0080764,GO_VIRAL_TRANSLATION,0.78054747826087
GO_ATF6_MEDIATED_UNFOLDED_PR...,SET,9,0.64691,0.014312,0.26893,0.0080798,GO_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,0.78054747826087
GO_SODIUM_INDEPENDENT_ORGANI...2,SET,15,0.63282,0.018071,0.26332,0.0081305,GO_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT,0.78054747826087
BIOCARTA_GH_PATHWAY,SET,26,0.4084,0.01535,0.17003,0.008158,BIOCARTA_GH_PATHWAY,0.78054747826087
GO_OXIDOREDUCTASE_ACTIVITY_O...1,SET,14,0.52116,0.014378,0.21701,0.0081671,GO_OXIDOREDUCTASE_ACTIVITY_OXIDIZING_METAL_IONS,0.78054747826087
GO_POSITIVE_REGULATION_OF_HI...7,SET,9,0.65083,0.014399,0.27143,0.0082531,GO_POSITIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION,0.78054747826087
GO_POSITIVE_REGULATION_OF_NK...,SET,8,0.80346,0.016759,0.3357,0.0083523,GO_POSITIVE_REGULATION_OF_NK_T_CELL_ACTIVATION,0.78054747826087
GO_INTRINSIC_APOPTOTIC_SIGNA...2,SET,71,0.22952,0.014238,0.095966,0.0083916,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.78054747826087
GO_CATALYTIC_ACTIVITY_ACTING...5,SET,317,0.10303,0.013414,0.043091,0.0084088,GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA,0.78054747826087
GO_INTRINSIC_COMPONENT_OF_SY...1,SET,157,0.17659,0.016251,0.073865,0.0084138,GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE,0.78054747826087
GO_MHC_CLASS_IB_PROTEIN_BIND...,SET,7,0.81077,0.01582,0.33927,0.0084356,GO_MHC_CLASS_IB_PROTEIN_BINDING,0.78054747826087
GO_POSITIVE_REGULATION_OF_DE...4,SET,22,0.45849,0.015853,0.19187,0.0084402,GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,0.78054747826087
PID_VEGFR1_PATHWAY,SET,26,0.36583,0.01375,0.15354,0.0086,PID_VEGFR1_PATHWAY,0.78054747826087
GO_ISOPRENOID_BINDING,SET,34,0.39399,0.01693,0.16626,0.0089048,GO_ISOPRENOID_BINDING,0.78054747826087
GO_REGULATION_OF_HISTONE_H4_...1,SET,13,0.544,0.014463,0.22966,0.0089292,GO_REGULATION_OF_HISTONE_H4_ACETYLATION,0.78054747826087
GO_REGULATION_OF_T_CELL_DIFF...1,SET,130,0.18299,0.015335,0.077251,0.00893,GO_REGULATION_OF_T_CELL_DIFFERENTIATION,0.78054747826087
GO_REGULATION_OF_TRANSLATION...7,SET,3,1.3664,0.017456,0.57744,0.0089881,GO_REGULATION_OF_TRANSLATION_AT_SYNAPSE_MODULATING_SYNAPTIC_TRANSMISSION,0.78054747826087
PID_ERBB1_RECEPTOR_PROXIMAL_...,SET,34,0.31986,0.013745,0.13523,0.0090139,PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY,0.78054747826087
GO_MHC_CLASS_II_BIOSYNTHETIC...,SET,12,0.55764,0.014244,0.23598,0.0090677,GO_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,0.78054747826087
REACTOME_SIGNALING_BY_EGFR_I...,SET,23,0.40079,0.014169,0.17007,0.0092273,REACTOME_SIGNALING_BY_EGFR_IN_CANCER,0.78054747826087
GO_PLATELET_DENSE_TUBULAR_NE...1,SET,11,0.56701,0.013867,0.24065,0.0092377,GO_PLATELET_DENSE_TUBULAR_NETWORK,0.78054747826087
GO_DEDIFFERENTIATION,SET,8,0.82851,0.017282,0.35216,0.0093255,GO_DEDIFFERENTIATION,0.78054747826087
REACTOME_DEFECTIVE_ST3GAL3_C...,SET,8,0.6868,0.014326,0.29245,0.0094312,REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15,0.78054747826087
GO_POLYSACCHARIDE_BINDING,SET,19,0.49021,0.015753,0.20889,0.0094757,GO_POLYSACCHARIDE_BINDING,0.78054747826087
GO_PROTEIN_COFACTOR_LINKAGE,SET,11,0.56089,0.013718,0.23933,0.0095542,GO_PROTEIN_COFACTOR_LINKAGE,0.78054747826087
GO_REGULATION_OF_T_HELPER_CE...,SET,33,0.36333,0.015382,0.15537,0.0096878,GO_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,0.78054747826087
GO_AUDITORY_RECEPTOR_CELL_FA...,SET,6,0.88145,0.015924,0.37707,0.0097088,GO_AUDITORY_RECEPTOR_CELL_FATE_COMMITMENT,0.78054747826087
GO_RIBONUCLEASE_P_ACTIVITY,SET,10,0.56787,0.013242,0.24294,0.0097123,GO_RIBONUCLEASE_P_ACTIVITY,0.78054747826087
GO_PTW_PP1_PHOSPHATASE_COMPL...,SET,7,0.62866,0.012267,0.26919,0.0097679,GO_PTW_PP1_PHOSPHATASE_COMPLEX,0.78054747826087
GO_ACTIN_POLYMERIZATION_DEPE...,SET,6,0.76255,0.013776,0.32676,0.0098121,GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY,0.78054747826087
GO_KERATIN_FILAMENT,SET,83,0.30082,0.02017,0.12899,0.0098537,GO_KERATIN_FILAMENT,0.78054747826087
GO_NUCLEOTIDE_BINDING_DOMAIN...,SET,29,0.37961,0.015067,0.16294,0.0099167,GO_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY,0.78054747826087
GO_COMPLEMENT_ACTIVATION_ALT...,SET,12,0.58348,0.014904,0.25047,0.009921,GO_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY,0.78054747826087
GO_VIRAL_LATENCY,SET,10,0.57611,0.013435,0.24756,0.009985,GO_VIRAL_LATENCY,0.78054747826087
GO_REGULATION_OF_AMYLOID_FIB...,SET,8,0.74353,0.015509,0.31968,0.010019,GO_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,0.78054747826087
GO_NEGATIVE_REGULATION_OF_ME...7,SET,7,0.75091,0.014652,0.32307,0.010061,GO_NEGATIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,0.78054747826087
GO_REGULATION_OF_ALPHA_BETA_...1,SET,86,0.22659,0.015464,0.097764,0.010237,GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,0.78054747826087
GO_DEOXYRIBONUCLEOSIDE_TRIPH...2,SET,8,0.70134,0.014629,0.30264,0.010245,GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS,0.78054747826087
REACTOME_DOWNREGULATION_OF_E...2,SET,26,0.37155,0.013965,0.16033,0.010246,REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,0.78054747826087
