VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
WP_MAMMARY_GLAND_DEVELOPMENT...4,SET,12,0.96379,0.024631,0.26174,0.00011596,WP_MAMMARY_GLAND_DEVELOPMENT_PUBERTY_STAGE_2_OF_4,0.220180480434783
ABBUD_LIF_SIGNALING_1_UP,SET,38,0.52825,0.024007,0.14351,0.00011654,ABBUD_LIF_SIGNALING_1_UP,0.220180480434783
KEGG_LEISHMANIA_INFECTION,SET,63,0.43509,0.025442,0.11932,0.00013335,KEGG_LEISHMANIA_INFECTION,0.220180480434783
REACTOME_DEFECTIVE_CHST6_CAU...,SET,8,1.0472,0.021854,0.28845,0.00014194,REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1,0.220180480434783
GSE22601_IMMATURE_CD4_SINGLE...1,SET,180,0.22193,0.021865,0.061156,0.00014272,GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN,0.220180480434783
HP_MINICORE_MYOPATHY,SET,8,1.0525,0.021965,0.29009,0.00014312,HP_MINICORE_MYOPATHY,0.220180480434783
HP_EPISODIC_HYPERTENSION,SET,5,1.2935,0.021343,0.35697,0.00014571,HP_EPISODIC_HYPERTENSION,0.220180480434783
HP_SUDDEN_UNEXPECTED_DEATH_I...,SET,9,1.0185,0.022543,0.28293,0.00015974,HP_SUDDEN_UNEXPECTED_DEATH_IN_EPILEPSY,0.230953926
GSE12845_PRE_GC_VS_DARKZONE_...2,SET,173,0.22865,0.022089,0.063699,0.00016613,GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP,0.230953926
GSE9988_LPS_VS_CTRL_TREATED_...2,SET,163,0.24918,0.023374,0.070339,0.00019859,GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP,0.257804866666667
GOBP_MIDBRAIN_HINDBRAIN_BOUN...,SET,5,1.386,0.022869,0.39149,0.00020028,GOBP_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT,0.257804866666667
GROSS_HYPOXIA_VIA_ELK3_DN,SET,137,0.27049,0.023278,0.078057,0.00026545,GROSS_HYPOXIA_VIA_ELK3_DN,0.3294898125
GOMF_PHOSPHATIDYLINOSITOL_5_...,SET,18,0.6545,0.020483,0.1911,0.00030824,GOMF_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_BINDING,0.358502280769231
GOBP_DNA_UNWINDING_INVOLVED_...,SET,20,0.6633,0.02188,0.19394,0.00031367,GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION,0.358502280769231
JOHANSSON_GLIOMAGENESIS_BY_P...2,SET,55,0.40007,0.021864,0.1176,0.00033537,JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP,0.358502280769231
GSE32986_CURDLAN_HIGHDOSE_VS...1,SET,185,0.22024,0.021995,0.064801,0.00033939,GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN,0.358502280769231
GSE3982_MEMORY_CD4_TCELL_VS_...5,SET,186,0.20151,0.020178,0.059512,0.00035543,GSE3982_MEMORY_CD4_TCELL_VS_TH2_DN,0.358502280769231
GOBP_ROSTROCAUDAL_NEURAL_TUB...,SET,8,1.0915,0.022779,0.32281,0.00036151,GOBP_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING,0.358502280769231
GOBP_B_CELL_MEDIATED_IMMUNITY,SET,117,0.27323,0.021742,0.080962,0.00037006,GOBP_B_CELL_MEDIATED_IMMUNITY,0.358502280769231
GOBP_POSITIVE_REGULATION_OF_...27,SET,4,1.3587,0.020052,0.40356,0.00038102,GOBP_POSITIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,0.358502280769231
KEGG_MEDICUS_REFERENCE_TLR5_...,SET,15,0.72677,0.020764,0.21625,0.00038933,KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY,0.358502280769231
GOMF_G_PROTEIN_COUPLED_ACETY...,SET,7,1.114,0.021748,0.33181,0.00039404,GOMF_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_ACTIVITY,0.358502280769231
BIDUS_METASTASIS_DN,SET,131,0.2442,0.020553,0.072856,0.00040229,BIDUS_METASTASIS_DN,0.358502280769231
REACTOME_DRUG_ADME,SET,101,0.31869,0.023571,0.095592,0.0004292,REACTOME_DRUG_ADME,0.37292115
HP_HEAT_INTOLERANCE,SET,19,0.6208,0.01996,0.18694,0.00044975,HP_HEAT_INTOLERANCE,0.381245396341463
HP_PERIAURICULAR_SKIN_PITS,SET,48,0.42219,0.021558,0.12767,0.00047259,HP_PERIAURICULAR_SKIN_PITS,0.385672373333333
HP_SKIN_PIT,SET,62,0.35273,0.020462,0.10699,0.00048983,HP_SKIN_PIT,0.385672373333333
MARIADASON_RESPONSE_TO_BUTYR...2,SET,7,1.0805,0.021093,0.32781,0.00049109,MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_2,0.385672373333333
HALLMARK_UNFOLDED_PROTEIN_RE...,SET,104,0.26565,0.019936,0.080708,0.00049936,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.385672373333333
HP_SINUS_TACHYCARDIA,SET,27,0.4792,0.018362,0.14613,0.00052143,HP_SINUS_TACHYCARDIA,0.393963035869565
VILIMAS_NOTCH1_TARGETS_DN,SET,24,0.622,0.022473,0.19046,0.00054682,VILIMAS_NOTCH1_TARGETS_DN,0.404355938297872
GOBP_REGULATION_OF_BONE_RESO...,SET,42,0.45513,0.021743,0.14016,0.00058396,GOBP_REGULATION_OF_BONE_RESORPTION,0.414485292857143
GOBP_ADENYLATE_CYCLASE_INHIB...2,SET,8,0.98724,0.020603,0.30405,0.00058437,GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,0.414485292857143
WP_TH17_CELL_DIFFERENTIATION...,SET,67,0.35676,0.021512,0.11011,0.00059878,WP_TH17_CELL_DIFFERENTIATION_PATHWAY,0.415697058823529
GOCC_INTERMEDIATE_FILAMENT_C...,SET,208,0.22887,0.024222,0.070756,0.00061,GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON,0.415697058823529
HP_HYPERPIGMENTED_PAPULE,SET,5,1.0139,0.01673,0.31568,0.00066057,HP_HYPERPIGMENTED_PAPULE,0.437821194339623
YAGUE_PRETUMOR_DRUG_RESISTAN...2,SET,7,1.1543,0.022535,0.35974,0.00066766,YAGUE_PRETUMOR_DRUG_RESISTANCE_UP,0.437821194339623
MIR668_3P,SET,54,0.35776,0.019373,0.11176,0.00068574,MIR668_3P,0.441349883333333
KEGG_MEDICUS_REFERENCE_SKELE...,SET,21,0.63789,0.02156,0.20035,0.00072782,KEGG_MEDICUS_REFERENCE_SKELETAL_TYPE_VGCC_RYR_SIGNALING,0.45623385
GSE14769_UNSTIM_VS_240MIN_LP...2,SET,181,0.18979,0.018751,0.059664,0.00073512,GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_UP,0.45623385
MIR217_5P,SET,170,0.20261,0.019406,0.063895,0.00076072,MIR217_5P,0.461067020689655
GSE3982_BCELL_VS_NKCELL_UP,SET,177,0.1986,0.019405,0.062694,0.00076944,GSE3982_BCELL_VS_NKCELL_UP,0.461067020689655
SONG_TARGETS_OF_IE86_CMV_PRO...,SET,51,0.38048,0.020024,0.12039,0.00078891,SONG_TARGETS_OF_IE86_CMV_PROTEIN,0.464721475423729
PASQUALUCCI_LYMPHOMA_BY_GC_S...2,SET,262,0.16859,0.019994,0.053543,0.00082165,PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP,0.46756878984375
MIR6807_3P,SET,128,0.2315,0.019262,0.073661,0.000838,MIR6807_3P,0.46756878984375
GOCC_PODOSOME,SET,33,0.46145,0.019545,0.14693,0.00084425,GOCC_PODOSOME,0.46756878984375
GSE29618_BCELL_VS_MDC_DAY7_F...2,SET,169,0.21307,0.020348,0.067952,0.00085881,GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP,0.46756878984375
REACTOME_ATF6_ATF6_ALPHA_ACT...1,SET,11,0.71905,0.017594,0.22937,0.00086101,REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES,0.46756878984375
GOBP_REGULATION_OF_VOLTAGE_G...2,SET,6,1.1843,0.021405,0.38068,0.00093396,GOBP_REGULATION_OF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY,0.491169926470588
GSE27859_MACROPHAGE_VS_CD11C...4,SET,153,0.21161,0.019236,0.068108,0.00094632,GSE27859_MACROPHAGE_VS_CD11C_INT_F480_INT_DC_UP,0.491169926470588
GOCC_ESC_E_Z_COMPLEX,SET,14,0.65804,0.018164,0.21198,0.00095514,GOCC_ESC_E_Z_COMPLEX,0.491169926470588
GOBP_AXON_CHOICE_POINT_RECOG...,SET,7,1.2237,0.023888,0.39442,0.000961,GOBP_AXON_CHOICE_POINT_RECOGNITION,0.491169926470588
GSE24210_CTRL_VS_IL35_TREATE...1,SET,180,0.18335,0.018065,0.05927,0.00099052,GSE24210_CTRL_VS_IL35_TREATED_TCONV_CD4_TCELL_DN,0.498920617391304
HP_CHEST_PAIN,SET,127,0.23802,0.019727,0.077091,0.0010107,HP_CHEST_PAIN,0.50181255
MIR2467_3P,SET,139,0.21035,0.018233,0.068689,0.0010994,MIR2467_3P,0.535227
GOCC_CMG_COMPLEX,SET,11,0.73077,0.017881,0.23946,0.0011393,GOCC_CMG_COMPLEX,0.535227
REACTOME_AZATHIOPRINE_ADME,SET,21,0.59296,0.020042,0.19465,0.00116,REACTOME_AZATHIOPRINE_ADME,0.535227
HP_HEMANGIOBLASTOMA,SET,18,0.51059,0.015979,0.16765,0.0011629,HP_HEMANGIOBLASTOMA,0.535227
GOBP_EARLY_ENDOSOME_TO_RECYC...,SET,7,1.006,0.019639,0.33126,0.0011966,GOBP_EARLY_ENDOSOME_TO_RECYCLING_ENDOSOME_TRANSPORT,0.535227
HP_HEMATURIA,SET,164,0.20498,0.019286,0.067507,0.0011989,HP_HEMATURIA,0.535227
MIR6752_5P,SET,112,0.24742,0.019265,0.081571,0.0012116,MIR6752_5P,0.535227
KEGG_PPAR_SIGNALING_PATHWAY,SET,67,0.32187,0.019408,0.10616,0.0012163,KEGG_PPAR_SIGNALING_PATHWAY,0.535227
GSE25087_FETAL_VS_ADULT_TCON...2,SET,174,0.19071,0.018477,0.062985,0.0012329,GSE25087_FETAL_VS_ADULT_TCONV_UP,0.535227
GOMF_MHC_CLASS_I_RECEPTOR_AC...,SET,10,1.0726,0.025025,0.35444,0.0012402,GOMF_MHC_CLASS_I_RECEPTOR_ACTIVITY,0.535227
RODRIGUES_DCC_TARGETS_UP,SET,5,1.1007,0.018161,0.36487,0.0012797,RODRIGUES_DCC_TARGETS_UP,0.535227
GOBP_ADAPTIVE_IMMUNE_RESPONS...,SET,281,0.16399,0.020131,0.054394,0.0012876,GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.535227
KEGG_MEDICUS_VARIANT_AMPLIFI...12,SET,11,0.74908,0.018329,0.24918,0.0013248,KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_CELL_CYCLE_G1_S,0.535227
KEGG_MEDICUS_VARIANT_MUTATIO...22,SET,5,1.1759,0.019401,0.39239,0.0013669,KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_USP8_TO_EGFR_ERK_ACTH_SIGNALING_PATHWAY,0.535227
KEGG_MEDICUS_REFERENCE_TLR1_...,SET,18,0.58102,0.018183,0.19401,0.0013753,KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY,0.535227
HP_HIP_CONTRACTURE,SET,51,0.36316,0.019113,0.12129,0.0013782,HP_HIP_CONTRACTURE,0.535227
GAUTAM_EYE_IRIS_CILIARY_BODY...7,SET,88,0.29607,0.020448,0.099196,0.0014211,GAUTAM_EYE_IRIS_CILIARY_BODY_FIBROBLASTS,0.535227
WP_GLIAL_CELL_DIFFERENTIATION,SET,5,1.0859,0.017917,0.36412,0.0014325,WP_GLIAL_CELL_DIFFERENTIATION,0.535227
GOBP_TRNA_5_LEADER_REMOVAL,SET,11,0.67127,0.016425,0.22526,0.0014434,GOBP_TRNA_5_LEADER_REMOVAL,0.535227
HP_NEONATAL_SEIZURE,SET,8,0.88756,0.018522,0.29809,0.0014551,HP_NEONATAL_SEIZURE,0.535227
KEGG_MEDICUS_REFERENCE_EGF_E...6,SET,14,0.68885,0.019014,0.23141,0.0014588,KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY,0.535227
MIR3126_3P,SET,43,0.38232,0.01848,0.12847,0.0014627,MIR3126_3P,0.535227
REACTOME_UNWINDING_OF_DNA,SET,12,0.68463,0.017497,0.23054,0.0014927,REACTOME_UNWINDING_OF_DNA,0.535227
GAVISH_3CA_METAPROGRAM_MACRO...2,SET,47,0.38344,0.019375,0.12912,0.0014928,GAVISH_3CA_METAPROGRAM_MACROPHAGES_INTERFERON,0.535227
REACTOME_DEFECTIVE_B4GALT1_C...,SET,8,0.87794,0.018322,0.29569,0.0014953,REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D,0.535227
GOBP_MYD88_INDEPENDENT_TOLL_...,SET,16,0.57786,0.017051,0.19488,0.0015143,GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.535227
ZHANG_ANTIVIRAL_RESPONSE_TO_...2,SET,24,0.53696,0.019401,0.18126,0.0015285,ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP,0.535227
GOBP_REGULATION_OF_B_CELL_ME...,SET,52,0.34461,0.018313,0.11641,0.001539,GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.535227
SASAI_TARGETS_OF_CXCR6_AND_P...1,SET,8,0.87119,0.018181,0.2943,0.0015392,SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN,0.535227
GOBP_STRESS_ACTIVATED_PROTEI...,SET,52,0.3437,0.018265,0.11613,0.0015417,GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,0.535227
GSE34156_UNTREATED_VS_24H_NO...4,SET,150,0.20387,0.018352,0.068968,0.0015599,GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_UP,0.535227
GOBP_INTRACELLULAR_MAGNESIUM...,SET,3,1.4189,0.018136,0.48083,0.0015861,GOBP_INTRACELLULAR_MAGNESIUM_ION_HOMEOSTASIS,0.535227
GOMF_RETINOIC_ACID_RESPONSIV...,SET,6,0.97287,0.017584,0.33003,0.0016021,GOMF_RETINOIC_ACID_RESPONSIVE_ELEMENT_BINDING,0.535227
HP_ELEVATED_URINARY_NOREPINE...,SET,18,0.49941,0.015629,0.1697,0.0016277,HP_ELEVATED_URINARY_NOREPINEPHRINE_LEVEL,0.535227
MODULE_484,SET,39,0.37717,0.017364,0.12825,0.0016391,MODULE_484,0.535227
REACTOME_SLC15A4_TASL_DEPEND...,SET,4,1.0466,0.015446,0.35629,0.0016563,REACTOME_SLC15A4_TASL_DEPENDENT_IRF5_ACTIVATION,0.535227
ATXN7L3_TARGET_GENES,SET,514,0.1113,0.018359,0.037902,0.0016623,ATXN7L3_TARGET_GENES,0.535227
GSE11864_CSF1_IFNG_VS_CSF1_P...1,SET,161,0.1944,0.018124,0.066206,0.0016632,GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_DN,0.535227
KEGG_MEDICUS_REFERENCE_ORIGI...,SET,29,0.41666,0.016546,0.14232,0.0017098,KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION,0.545175220183486
GSE10325_LUPUS_BCELL_VS_LUPU...2,SET,161,0.19275,0.01797,0.065971,0.0017429,GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_UP,0.54717403125
GOBP_ERBB2_EGFR_SIGNALING_PA...,SET,8,0.97962,0.020444,0.33547,0.0017515,GOBP_ERBB2_EGFR_SIGNALING_PATHWAY,0.54717403125
GOBP_MYELOID_LEUKOCYTE_DIFFE...,SET,218,0.17995,0.019491,0.061666,0.0017633,GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.54717403125
MYLLYKANGAS_AMPLIFICATION_HO...15,SET,6,1.0114,0.01828,0.34803,0.0018324,MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_5,0.552784711111111
KEGG_MEDICUS_VARIANT_ERBB2_O...1,SET,7,1.0005,0.019531,0.34553,0.0018957,KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_EGF_JAK_STAT_SIGNALING_PATHWAY,0.552784711111111
HP_ABNORMAL_PERIAURICULAR_RE...,SET,95,0.25101,0.018008,0.086732,0.001904,HP_ABNORMAL_PERIAURICULAR_REGION_MORPHOLOGY,0.552784711111111
AIZARANI_LIVER_C22_RESIDENT_...,SET,26,0.47123,0.01772,0.16293,0.0019151,AIZARANI_LIVER_C22_RESIDENT_B_CELLS_2,0.552784711111111
GSE1925_CTRL_VS_IFNG_PRIMED_...6,SET,189,0.18248,0.018419,0.063107,0.0019186,GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_UP,0.552784711111111
HP_MITRAL_VALVE_PROLAPSE,SET,103,0.24202,0.018076,0.083765,0.001933,HP_MITRAL_VALVE_PROLAPSE,0.552784711111111
HP_PENILE_FRECKLING,SET,5,0.90786,0.014979,0.31425,0.0019351,HP_PENILE_FRECKLING,0.552784711111111
GAVISH_3CA_METAPROGRAM_MACRO...9,SET,46,0.33461,0.016727,0.11606,0.0019716,GAVISH_3CA_METAPROGRAM_MACROPHAGES_MYC_MITOCHONDRIA,0.552784711111111
GOBP_GDP_METABOLIC_PROCESS,SET,9,0.80998,0.017928,0.28133,0.0019965,GOBP_GDP_METABOLIC_PROCESS,0.552784711111111
GSE35685_CD34POS_CD10NEG_CD6...1,SET,190,0.17961,0.018176,0.062386,0.001997,GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_DN,0.552784711111111
GSE3982_MAC_VS_TH2_UP,SET,181,0.18336,0.018116,0.063711,0.0020031,GSE3982_MAC_VS_TH2_UP,0.552784711111111
HP_DISTAL_MUSCLE_WEAKNESS,SET,205,0.16354,0.017183,0.05687,0.0020184,HP_DISTAL_MUSCLE_WEAKNESS,0.552784711111111
HP_CHRONIC_ORAL_CANDIDIASIS,SET,26,0.4632,0.017418,0.16114,0.0020263,HP_CHRONIC_ORAL_CANDIDIASIS,0.552784711111111
DESERT_EXTRACELLULAR_MATRIX_...,SET,19,0.59768,0.019216,0.20812,0.0020427,DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP,0.552784711111111
GSE15624_3H_VS_6H_HALOFUGINO...2,SET,159,0.18806,0.017424,0.06549,0.0020446,GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP,0.552784711111111
WP_PHOTODYNAMIC_THERAPYINDUC...3,SET,23,0.57134,0.020209,0.19916,0.0020631,WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING,0.552784711111111
GSE28726_NAIVE_CD4_TCELL_VS_...2,SET,188,0.17038,0.017152,0.059433,0.0020762,GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_UP,0.552784711111111
GOBP_AMINOGLYCAN_BIOSYNTHETI...,SET,74,0.28089,0.017796,0.098014,0.0020822,GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,0.552784711111111
GOMF_DIACYLGLYCEROL_DEPENDEN...,SET,16,0.61,0.017999,0.21316,0.0021093,GOMF_DIACYLGLYCEROL_DEPENDENT_SERINE_THREONINE_KINASE_ACTIVITY,0.552784711111111
HP_ABNORMAL_FETAL_GASTROINTE...,SET,17,0.60345,0.018353,0.21093,0.0021147,HP_ABNORMAL_FETAL_GASTROINTESTINAL_SYSTEM_MORPHOLOGY,0.552784711111111
BIOCARTA_ION_PATHWAY,SET,5,1.0342,0.017064,0.36187,0.0021342,BIOCARTA_ION_PATHWAY,0.552784711111111
ZNF774_TARGET_GENES,SET,19,0.54604,0.017556,0.19113,0.0021411,ZNF774_TARGET_GENES,0.552784711111111
HP_IMPAIRED_COLLAGEN_INDUCED...,SET,16,0.55378,0.01634,0.1939,0.0021472,HP_IMPAIRED_COLLAGEN_INDUCED_PLATELET_AGGREGATION,0.552784711111111
GSE16385_ROSIGLITAZONE_IFNG_...1,SET,174,0.181,0.017536,0.063466,0.002176,GSE16385_ROSIGLITAZONE_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_DN,0.55608
WP_PPAR_SIGNALING,SET,66,0.30254,0.018106,0.10618,0.002194,WP_PPAR_SIGNALING,0.556587372262774
HP_PARAGANGLIOMA,SET,19,0.46884,0.015074,0.16484,0.0022287,HP_PARAGANGLIOMA,0.56129325
HP_ABNORMAL_PEER_RELATIONSHI...,SET,6,0.94682,0.017113,0.33353,0.0022672,HP_ABNORMAL_PEER_RELATIONSHIPS,0.562439806701031
GSE17721_PAM3CSK4_VS_GADIQUI...18,SET,168,0.17736,0.016887,0.062489,0.0022708,GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_UP,0.562439806701031
PAX7_TARGET_GENES,SET,514,0.10566,0.01743,0.037316,0.0023186,PAX7_TARGET_GENES,0.562439806701031
RICKMAN_METASTASIS_UP,SET,273,0.14408,0.017438,0.050928,0.0023362,RICKMAN_METASTASIS_UP,0.562439806701031
GSE45739_NRAS_KO_VS_WT_UNSTI...2,SET,177,0.17808,0.017401,0.062969,0.0023437,GSE45739_NRAS_KO_VS_WT_UNSTIM_CD4_TCELL_UP,0.562439806701031
REACTOME_TAK1_DEPENDENT_IKK_...,SET,40,0.36458,0.016998,0.12896,0.0023506,REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION,0.562439806701031
HP_EVERSION_OF_LATERAL_THIRD...,SET,4,0.90416,0.013344,0.31998,0.0023615,HP_EVERSION_OF_LATERAL_THIRD_OF_LOWER_EYELIDS,0.562439806701031
WAMUNYOKOLI_OVARIAN_CANCER_L...2,SET,254,0.15062,0.017592,0.053387,0.0023944,WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP,0.562439806701031
GOBP_POSITIVE_REGULATION_OF_...195,SET,23,0.51327,0.018155,0.182,0.0024025,GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,0.562439806701031
HP_UNUSUAL_FUNGAL_INFECTION,SET,103,0.23705,0.017705,0.084094,0.0024125,HP_UNUSUAL_FUNGAL_INFECTION,0.562439806701031
GOBP_HEPARIN_METABOLIC_PROCE...,SET,17,0.60453,0.018386,0.2148,0.002446,GOBP_HEPARIN_METABOLIC_PROCESS,0.562439806701031
MIR1237_5P_MIR4488,SET,12,0.74162,0.018953,0.26365,0.0024573,MIR1237_5P_MIR4488,0.562439806701031
ZHONG_PFC_C6_PLXNA4_POS_EXCI...,SET,6,1.0432,0.018855,0.37159,0.0024995,ZHONG_PFC_C6_PLXNA4_POS_EXCITATORY_NEURON,0.562439806701031
LI_CISPLATIN_RESISTANCE_DN,SET,28,0.49895,0.01947,0.17785,0.0025147,LI_CISPLATIN_RESISTANCE_DN,0.562439806701031
GOBP_TONIC_SMOOTH_MUSCLE_CON...,SET,11,0.81511,0.019945,0.29126,0.0025697,GOBP_TONIC_SMOOTH_MUSCLE_CONTRACTION,0.562439806701031
COLIN_PILOCYTIC_ASTROCYTOMA_...1,SET,26,0.51653,0.019423,0.18462,0.002575,COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN,0.562439806701031
ZAK_PBMC_MRKAD5_HIV_1_GAG_PO...4,SET,7,0.954,0.018624,0.34114,0.0025854,ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_3DY_DN,0.562439806701031
HP_PREMATURE_SKIN_WRINKLING,SET,61,0.29718,0.017101,0.10629,0.0025903,HP_PREMATURE_SKIN_WRINKLING,0.562439806701031
GSE3982_MAC_VS_BCELL_UP,SET,178,0.17445,0.017093,0.06248,0.0026219,GSE3982_MAC_VS_BCELL_UP,0.562439806701031
GAVISH_3CA_METAPROGRAM_CD8_T...9,SET,40,0.37617,0.017539,0.13476,0.0026262,GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_NAIVE_2,0.562439806701031
