VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
BIOCARTA_CARDIACEGF_PATHWAY,SET,17,0.58674,0.017837,0.22358,0.0043454,BIOCARTA_CARDIACEGF_PATHWAY,0.569587787234043
GO_NEGATIVE_REGULATION_OF_CH...4,SET,5,1.0392,0.017138,0.39629,0.0043707,GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS,0.569587787234043
GO_PULMONARY_ARTERY_MORPHOGE...,SET,6,1.0451,0.01888,0.39884,0.0043969,GO_PULMONARY_ARTERY_MORPHOGENESIS,0.569587787234043
GO_POSTSYNAPTIC_MEMBRANE_ORG...,SET,35,0.38271,0.016686,0.14606,0.004398,GO_POSTSYNAPTIC_MEMBRANE_ORGANIZATION,0.569587787234043
REACTOME_RNA_POLYMERASE_III_...3,SET,26,0.35654,0.013401,0.13635,0.0044663,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER,0.572344591578947
GO_PEPTIDE_BIOSYNTHETIC_PROC...,SET,592,0.086862,0.015337,0.033496,0.004758,GO_PEPTIDE_BIOSYNTHETIC_PROCESS,0.603373875
GO_AUDITORY_RECEPTOR_CELL_FA...,SET,6,1.0005,0.018075,0.38755,0.0049204,GO_AUDITORY_RECEPTOR_CELL_FATE_COMMITMENT,0.617535562886598
BIOCARTA_CXCR4_PATHWAY,SET,19,0.52215,0.01678,0.2026,0.0049835,BIOCARTA_CXCR4_PATHWAY,0.619072744897959
GO_REGULATION_OF_PROTEIN_KIN...3,SET,15,0.61678,0.017614,0.24017,0.0051168,GO_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING,0.622452111111111
GO_POSITIVE_REGULATION_OF_PR...44,SET,29,0.38129,0.015134,0.14876,0.0051922,GO_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,0.622452111111111
REACTOME_SYNTHESIS_OF_BILE_A...3,SET,15,0.65753,0.018777,0.2568,0.0052301,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL,0.622452111111111
GO_SEH1_ASSOCIATED_COMPLEX,SET,13,0.56819,0.015106,0.22208,0.00526,GO_SEH1_ASSOCIATED_COMPLEX,0.622452111111111
GO_POSITIVE_REGULATION_OF_EX...1,SET,26,0.45067,0.016939,0.17626,0.005284,GO_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL,0.622452111111111
GO_REGULATION_OF_HISTONE_H4_...1,SET,13,0.55129,0.014657,0.21621,0.0053939,GO_REGULATION_OF_HISTONE_H4_ACETYLATION,0.622452111111111
GO_POSITIVE_REGULATION_OF_MH...1,SET,7,0.77071,0.015039,0.30229,0.0053971,GO_POSITIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,0.622452111111111
GO_COENZYME_TRANSMEMBRANE_TR...,SET,6,0.78096,0.014109,0.30686,0.0054679,GO_COENZYME_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.622452111111111
GO_REGULATION_OF_INTRINSIC_A...4,SET,17,0.47993,0.01459,0.18872,0.005498,GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,0.622452111111111
GO_EMBRYONIC_CAMERA_TYPE_EYE...3,SET,26,0.45369,0.017053,0.17851,0.005522,GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS,0.622452111111111
GO_CCR4_NOT_CORE_COMPLEX,SET,4,0.90049,0.013284,0.35596,0.0057109,GO_CCR4_NOT_CORE_COMPLEX,0.623156625
GO_HAPTOGLOBIN_HEMOGLOBIN_CO...,SET,7,0.99368,0.019389,0.39362,0.0057978,GO_HAPTOGLOBIN_HEMOGLOBIN_COMPLEX,0.623156625
GO_JUXTAPARANODE_REGION_OF_A...,SET,10,0.71206,0.016605,0.28235,0.0058403,GO_JUXTAPARANODE_REGION_OF_AXON,0.623156625
GO_DNA_BINDING_TRANSCRIPTION...4,SET,221,0.14904,0.016245,0.059183,0.0059022,GO_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_SPECIFIC,0.623156625
GO_POLYUBIQUITIN_MODIFICATIO...,SET,39,0.29737,0.013684,0.1182,0.0059408,GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING,0.623156625
GO_EPITHELIAL_CELL_MATURATION,SET,14,0.59354,0.016376,0.23594,0.0059453,GO_EPITHELIAL_CELL_MATURATION,0.623156625
GO_OXYGEN_CARRIER_ACTIVITY,SET,10,0.82224,0.019175,0.32825,0.0061278,GO_OXYGEN_CARRIER_ACTIVITY,0.623156625
GO_MONOCARBOXYLIC_ACID_BINDI...,SET,64,0.28103,0.016555,0.11224,0.0061474,GO_MONOCARBOXYLIC_ACID_BINDING,0.623156625
REACTOME_GLYCOSAMINOGLYCAN_M...,SET,118,0.19912,0.015904,0.079851,0.0063267,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.623156625
GO_CELLULAR_RESPONSE_TO_DEXA...,SET,31,0.4059,0.016657,0.16293,0.0063685,GO_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS,0.623156625
GO_REGULATION_OF_MRNA_POLYAD...,SET,15,0.44172,0.012615,0.17752,0.0064227,GO_REGULATION_OF_MRNA_POLYADENYLATION,0.623156625
GO_REGULATION_OF_CHOLESTEROL...3,SET,11,0.70552,0.017255,0.28407,0.0065081,GO_REGULATION_OF_CHOLESTEROL_ESTERIFICATION,0.623156625
KEGG_GLIOMA,SET,64,0.27673,0.016302,0.11164,0.0065962,KEGG_GLIOMA,0.623156625
GO_REGULATION_OF_RNA_METABOL...,SET,199,0.14169,0.014664,0.057165,0.0065986,GO_REGULATION_OF_RNA_METABOLIC_PROCESS,0.623156625
GO_COENZYME_TRANSPORT,SET,8,0.6265,0.013068,0.25286,0.0066175,GO_COENZYME_TRANSPORT,0.623156625
KEGG_OOCYTE_MEIOSIS,SET,105,0.20182,0.015211,0.081543,0.0066668,KEGG_OOCYTE_MEIOSIS,0.623156625
GO_POSITIVE_REGULATION_OF_MA...4,SET,9,0.7658,0.016943,0.30952,0.0066822,GO_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION,0.623156625
GO_ESC_E_Z_COMPLEX,SET,14,0.54037,0.014909,0.21911,0.0068333,GO_ESC_E_Z_COMPLEX,0.623156625
GO_REGULATION_OF_CELL_MORPHO...1,SET,441,0.10294,0.015753,0.04177,0.0068679,GO_REGULATION_OF_CELL_MORPHOGENESIS,0.623156625
GO_CELLULAR_RESPONSE_TO_TOXI...,SET,209,0.14906,0.015805,0.060537,0.006908,GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,0.623156625
GO_GATOR1_COMPLEX,SET,5,0.86328,0.014237,0.35094,0.0069528,GO_GATOR1_COMPLEX,0.623156625
GO_CELLULAR_AMIDE_METABOLIC_...,SET,872,0.070196,0.014923,0.028557,0.0069895,GO_CELLULAR_AMIDE_METABOLIC_PROCESS,0.623156625
GO_RNA_POLYMERASE_III_COMPLEX,SET,15,0.4575,0.013065,0.18653,0.0070941,GO_RNA_POLYMERASE_III_COMPLEX,0.623156625
GO_POSITIVE_REGULATION_OF_PR...11,SET,33,0.36513,0.015458,0.14905,0.0071542,GO_POSITIVE_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY,0.623156625
GO_ENDONUCLEOLYTIC_CLEAVAGE_...1,SET,11,0.54666,0.01337,0.2232,0.007164,GO_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING,0.623156625
GO_RIBONUCLEOPROTEIN_COMPLEX...4,SET,222,0.12776,0.013957,0.052236,0.0072311,GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,0.623156625
GO_MAMMARY_GLAND_ALVEOLUS_DE...,SET,16,0.57057,0.016828,0.23353,0.0072835,GO_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT,0.623156625
GO_PHOSPHATIDYLINOSITOL_BISP...1,SET,91,0.21837,0.015328,0.089388,0.0072878,GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING,0.623156625
GO_POSITIVE_REGULATION_OF_SU...1,SET,33,0.38068,0.016117,0.15608,0.0073699,GO_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,0.623156625
GO_CHROMATIN_SILENCING_AT_RD...,SET,28,0.39639,0.01546,0.16266,0.0074126,GO_CHROMATIN_SILENCING_AT_RDNA,0.623156625
GO_REGULATION_OF_NEURONAL_SY...,SET,49,0.29929,0.015433,0.12289,0.0074404,GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY,0.623156625
REACTOME_SCAVENGING_OF_HEME_...,SET,10,0.6756,0.015755,0.27801,0.0075515,REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,0.623156625
GO_POSITIVE_REGULATION_OF_DE...6,SET,31,0.34554,0.01418,0.14238,0.0076194,GO_POSITIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS,0.623156625
GO_ENAMEL_MINERALIZATION,SET,14,0.56822,0.015677,0.23431,0.0076576,GO_ENAMEL_MINERALIZATION,0.623156625
GO_ARGININE_TRANSMEMBRANE_TR...2,SET,5,1.0636,0.017541,0.43879,0.0076826,GO_ARGININE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.623156625
GO_AMELOGENESIS,SET,22,0.45738,0.015815,0.18875,0.007697,GO_AMELOGENESIS,0.623156625
REACTOME_DEFECTIVE_GALNT3_CA...,SET,14,0.58195,0.016056,0.24026,0.0077197,REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC,0.623156625
GO_LEARNED_VOCALIZATION_BEHA...,SET,10,0.7186,0.016758,0.29694,0.0077643,GO_LEARNED_VOCALIZATION_BEHAVIOR_OR_VOCAL_LEARNING,0.623156625
GO_POSITIVE_REGULATION_OF_AX...3,SET,8,0.77184,0.0161,0.31939,0.0078382,GO_POSITIVE_REGULATION_OF_AXON_GUIDANCE,0.623156625
GO_NEGATIVE_REGULATION_OF_MR...1,SET,9,0.59926,0.013258,0.24824,0.0078926,GO_NEGATIVE_REGULATION_OF_MRNA_3_END_PROCESSING,0.623156625
GO_PROTEIN_LOCALIZATION_TO_M...3,SET,14,0.45427,0.012533,0.18825,0.0079118,GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE,0.623156625
KEGG_CYTOSOLIC_DNA_SENSING_P...,SET,47,0.29521,0.01491,0.12249,0.0079798,KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,0.623156625
GO_RESPONSE_TO_INTERLEUKIN_6,SET,37,0.35803,0.016048,0.14862,0.0080037,GO_RESPONSE_TO_INTERLEUKIN_6,0.623156625
GO_CELLULAR_RESPONSE_TO_DNA_...,SET,751,0.071875,0.014229,0.029902,0.0081205,GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.623156625
REACTOME_KERATAN_SULFATE_BIO...,SET,28,0.3911,0.015254,0.16272,0.0081246,REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,0.623156625
