VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GO_ACTIVATING_TRANSCRIPTION_...,SET,69,0.29753,0.018205,0.10318,0.0019693,GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING,0.457877666666667
GO_INTRINSIC_APOPTOTIC_SIGNA...3,SET,99,0.2356,0.017254,0.08176,0.0019803,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.457877666666667
GO_AXON_CHOICE_POINT_RECOGNI...,SET,7,1.1446,0.022344,0.39865,0.0020476,GO_AXON_CHOICE_POINT_RECOGNITION,0.457877666666667
KEGG_GLIOMA,SET,64,0.30927,0.018228,0.10782,0.0020653,KEGG_GLIOMA,0.457877666666667
REACTOME_DEFECTIVE_ST3GAL3_C...,SET,8,0.82744,0.017268,0.28893,0.0020956,REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15,0.457877666666667
KEGG_LEISHMANIA_INFECTION,SET,63,0.34396,0.020114,0.12014,0.0021004,KEGG_LEISHMANIA_INFECTION,0.457877666666667
REACTOME_ACTIVATION_OF_MATRI...,SET,30,0.50832,0.020531,0.17791,0.002139,REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,0.457877666666667
GO_RIBONUCLEOPROTEIN_COMPLEX...4,SET,221,0.1503,0.01639,0.052611,0.0021421,GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,0.457877666666667
BIOCARTA_PAR1_PATHWAY,SET,19,0.59462,0.019118,0.20831,0.0021581,BIOCARTA_PAR1_PATHWAY,0.457877666666667
GO_ESTABLISHMENT_OF_PLANAR_P...2,SET,17,0.58586,0.017819,0.20641,0.0022699,GO_ESTABLISHMENT_OF_PLANAR_POLARITY_OF_EMBRYONIC_EPITHELIUM,0.457877666666667
GO_CLASS_I_DNA_APURINIC_OR_A...,SET,9,0.76522,0.016938,0.26985,0.0022885,GO_CLASS_I_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY,0.457877666666667
GO_L_LYSINE_TRANSMEMBRANE_TR...,SET,4,1.3713,0.020239,0.48411,0.0023106,GO_L_LYSINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.457877666666667
GO_CATION_CATION_ANTIPORTER_...,SET,24,0.50369,0.018199,0.17826,0.0023622,GO_CATION_CATION_ANTIPORTER_ACTIVITY,0.457877666666667
GO_CELLULAR_RESPONSE_TO_STER...1,SET,232,0.16104,0.017988,0.057009,0.0023679,GO_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,0.457877666666667
GO_AUDITORY_RECEPTOR_CELL_FA...,SET,6,1.0951,0.019794,0.38772,0.0023695,GO_AUDITORY_RECEPTOR_CELL_FATE_COMMITMENT,0.457877666666667
GO_DOUBLE_STRANDED_DNA_BINDI...,SET,883,0.082576,0.017668,0.029521,0.0025799,GO_DOUBLE_STRANDED_DNA_BINDING,0.490412328358209
GO_MITOTIC_SISTER_CHROMATID_...1,SET,15,0.55537,0.015868,0.199,0.0026319,GO_MITOTIC_SISTER_CHROMATID_COHESION,0.490412328358209
GO_CELLULAR_RESPONSE_TO_XENO...,SET,162,0.202,0.01889,0.072548,0.0026851,GO_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.490412328358209
GO_INTERSTRAND_CROSS_LINK_RE...,SET,44,0.30739,0.01503,0.11047,0.002699,GO_INTERSTRAND_CROSS_LINK_REPAIR,0.490412328358209
PID_P73PATHWAY,SET,76,0.24698,0.015858,0.089332,0.0028512,PID_P73PATHWAY,0.510448658823529
GO_INTRACELLULAR_RECEPTOR_SI...,SET,249,0.14883,0.017214,0.054257,0.0030469,GO_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,0.514744458227848
GO_REGULATION_OF_CD40_SIGNAL...,SET,6,0.75488,0.013644,0.2755,0.0030744,GO_REGULATION_OF_CD40_SIGNALING_PATHWAY,0.514744458227848
BIOCARTA_ATRBRCA_PATHWAY,SET,22,0.41454,0.014341,0.15151,0.0031127,BIOCARTA_ATRBRCA_PATHWAY,0.514744458227848
GO_PML_BODY,SET,93,0.23001,0.016329,0.084412,0.0032192,GO_PML_BODY,0.514744458227848
GO_REGULATION_OF_MRNA_PROCES...,SET,123,0.18585,0.01516,0.068333,0.0032702,GO_REGULATION_OF_MRNA_PROCESSING,0.514744458227848
GO_RDNA_HETEROCHROMATIN,SET,3,1.1777,0.015053,0.43343,0.0032956,GO_RDNA_HETEROCHROMATIN,0.514744458227848
GO_PHOSPHATIDYLINOSITOL_PHOS...3,SET,139,0.19422,0.016835,0.071509,0.0033071,GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING,0.514744458227848
GO_G0_TO_G1_TRANSITION,SET,38,0.34895,0.015859,0.12854,0.0033192,GO_G0_TO_G1_TRANSITION,0.514744458227848
GO_RESPONSE_TO_INTERLEUKIN_6,SET,37,0.39997,0.017937,0.14735,0.0033226,GO_RESPONSE_TO_INTERLEUKIN_6,0.514744458227848
GO_NLRP3_INFLAMMASOME_COMPLE...,SET,14,0.5688,0.015701,0.20957,0.0033259,GO_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY,0.514744458227848
GO_CCR4_NOT_COMPLEX,SET,14,0.59446,0.016409,0.21914,0.0033403,GO_CCR4_NOT_COMPLEX,0.514744458227848
GO_PINOSOME,SET,6,0.80426,0.014537,0.29738,0.0034242,GO_PINOSOME,0.521077635
BIOCARTA_ION_PATHWAY,SET,5,0.99782,0.016464,0.36987,0.0034938,BIOCARTA_ION_PATHWAY,0.5251052
GO_NON_RECOMBINATIONAL_REPAIR,SET,74,0.23862,0.015119,0.089342,0.0037864,GO_NON_RECOMBINATIONAL_REPAIR,0.547843993103448
GO_NEGATIVE_REGULATION_OF_PR...28,SET,954,0.075563,0.016771,0.028318,0.0038143,GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,0.547843993103448
GO_POSITIVE_REGULATION_OF_ST...2,SET,8,0.82258,0.017167,0.30867,0.0038534,GO_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,0.547843993103448
GO_EXTRINSIC_COMPONENT_OF_EN...2,SET,9,0.68601,0.015185,0.25749,0.0038612,GO_EXTRINSIC_COMPONENT_OF_ENDOSOME_MEMBRANE,0.547843993103448
GO_POSITIVE_REGULATION_OF_AC...4,SET,10,0.69602,0.016239,0.26143,0.0038832,GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,0.547843993103448
GO_GUANYLATE_KINASE_ACTIVITY,SET,7,0.8657,0.0169,0.3255,0.0039151,GO_GUANYLATE_KINASE_ACTIVITY,0.547843993103448
GO_CHROMATIN_SILENCING_AT_RD...,SET,28,0.41966,0.016376,0.15875,0.0041056,GO_CHROMATIN_SILENCING_AT_RDNA,0.563191125842697
GO_REGULATION_OF_INTRINSIC_A...2,SET,26,0.41669,0.015669,0.15768,0.0041173,GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.563191125842697
GO_CHROMATIN_SILENCING_COMPL...,SET,6,0.89822,0.016235,0.34102,0.0042241,GO_CHROMATIN_SILENCING_COMPLEX,0.571379926666667
GO_POSITIVE_REGULATION_OF_CY...8,SET,408,0.11344,0.016721,0.043267,0.0043778,GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.573626706
GO_GDP_METABOLIC_PROCESS,SET,6,0.96346,0.017414,0.3678,0.0044065,GO_GDP_METABOLIC_PROCESS,0.573626706
GO_PRESYNAPTIC_CYTOSOL,SET,13,0.66521,0.017694,0.25463,0.0044983,GO_PRESYNAPTIC_CYTOSOL,0.573626706
GO_FUCOSYLTRANSFERASE_ACTIVI...,SET,13,0.66152,0.017596,0.25338,0.0045201,GO_FUCOSYLTRANSFERASE_ACTIVITY,0.573626706
GO_RRNA_BINDING,SET,54,0.29362,0.0159,0.11256,0.0045519,GO_RRNA_BINDING,0.573626706
GO_DNA_REPLICATION_PREINITIA...,SET,5,0.91493,0.015097,0.35082,0.0045582,GO_DNA_REPLICATION_PREINITIATION_COMPLEX,0.573626706
GO_POLYUBIQUITIN_MODIFICATIO...,SET,39,0.30751,0.014157,0.11809,0.0046099,GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING,0.573626706
GO_DEFENSE_RESPONSE_TO_GRAM_...1,SET,68,0.30412,0.018474,0.11706,0.0046935,GO_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM,0.573626706
GO_REGULATION_OF_DNA_LIGATION,SET,6,0.73552,0.013294,0.28319,0.0047023,GO_REGULATION_OF_DNA_LIGATION,0.573626706
GO_SKELETAL_MUSCLE_ACETYLCHO...,SET,10,0.57978,0.013527,0.22329,0.0047119,GO_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING,0.573626706
REACTOME_DNA_STRAND_ELONGATI...,SET,31,0.36847,0.015128,0.14247,0.0048531,REACTOME_DNA_STRAND_ELONGATION,0.579571750458716
GO_ARGININE_TRANSMEMBRANE_TR...2,SET,5,1.1277,0.018607,0.43605,0.0048561,GO_ARGININE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.579571750458716
GO_INTRINSIC_APOPTOTIC_SIGNA...4,SET,41,0.30972,0.01462,0.11995,0.0049164,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,0.579571750458716
GO_REGULATION_OF_CELL_ADHESI...2,SET,43,0.33338,0.016115,0.12935,0.0049823,GO_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,0.579571750458716
GO_COENZYME_TRANSPORT,SET,8,0.67834,0.014157,0.26343,0.005016,GO_COENZYME_TRANSPORT,0.579571750458716
GO_REGULATION_OF_CELLULAR_AM...1,SET,353,0.11276,0.015484,0.043958,0.0051602,GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,0.579571750458716
GO_PEPTIDYL_HISTIDINE_MODIFI...,SET,11,0.54632,0.013368,0.21298,0.0051606,GO_PEPTIDYL_HISTIDINE_MODIFICATION,0.579571750458716
REACTOME_NOD1_2_SIGNALING_PA...,SET,31,0.38454,0.015788,0.14999,0.0051818,REACTOME_NOD1_2_SIGNALING_PATHWAY,0.579571750458716
GO_EMBRYONIC_CAMERA_TYPE_EYE...3,SET,26,0.45715,0.017191,0.17835,0.0051892,GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS,0.579571750458716
GO_PROTEIN_PHOSPHATASE_2B_BI...,SET,7,0.71418,0.013942,0.2792,0.0052692,GO_PROTEIN_PHOSPHATASE_2B_BINDING,0.583156734545455
GO_REGULATION_OF_INTRINSIC_A...4,SET,17,0.46227,0.01406,0.18125,0.005384,GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,0.584278536206897
GO_LATERAL_ELEMENT,SET,13,0.54262,0.014434,0.2133,0.0054845,GO_LATERAL_ELEMENT,0.584278536206897
GO_POSTTRANSLATIONAL_PROTEIN...1,SET,11,0.64835,0.015865,0.25518,0.005535,GO_POSTTRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE,0.584278536206897
GO_NEGATIVE_REGULATION_OF_TH...,SET,8,0.792,0.016529,0.31176,0.0055399,GO_NEGATIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS,0.584278536206897
KEGG_REGULATION_OF_ACTIN_CYT...,SET,197,0.15614,0.016087,0.061504,0.005567,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.584278536206897
GO_COENZYME_TRANSMEMBRANE_TR...,SET,6,0.82438,0.0149,0.32472,0.0055673,GO_COENZYME_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.584278536206897
GO_T_CELL_DIFFERENTIATION,SET,220,0.15081,0.016409,0.059536,0.0056576,GO_T_CELL_DIFFERENTIATION,0.585786055932203
GO_CYTOPLASMIC_MICROTUBULE_O...,SET,52,0.28131,0.01495,0.11111,0.0056779,GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,0.585786055932203
GO_HEART_VALVE_DEVELOPMENT,SET,54,0.31808,0.017225,0.12652,0.0059718,GO_HEART_VALVE_DEVELOPMENT,0.58818138028169
GO_INTRINSIC_COMPONENT_OF_PR...2,SET,81,0.25633,0.016988,0.102,0.0059885,GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE,0.58818138028169
GO_EPITHELIAL_CELL_MATURATION,SET,14,0.56821,0.015685,0.22613,0.0059941,GO_EPITHELIAL_CELL_MATURATION,0.58818138028169
GO_INTERLEUKIN_6_MEDIATED_SI...,SET,19,0.50859,0.016353,0.20261,0.0060384,GO_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY,0.58818138028169
REACTOME_RECYCLING_OF_BILE_A...,SET,16,0.56796,0.016759,0.22651,0.0060858,REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,0.58818138028169
BIOCARTA_HER2_PATHWAY,SET,23,0.44688,0.015807,0.17827,0.0060975,BIOCARTA_HER2_PATHWAY,0.58818138028169
REACTOME_DARPP_32_EVENTS,SET,23,0.4312,0.015252,0.17209,0.006117,REACTOME_DARPP_32_EVENTS,0.58818138028169
GO_REGULATION_OF_HISTONE_H4_...1,SET,13,0.54956,0.014618,0.21958,0.0061664,GO_REGULATION_OF_HISTONE_H4_ACETYLATION,0.58818138028169
GO_SEQUENCE_SPECIFIC_DOUBLE_...,SET,802,0.078362,0.016016,0.031445,0.0063558,GO_SEQUENCE_SPECIFIC_DOUBLE_STRANDED_DNA_BINDING,0.58818138028169
GO_SPLICEOSOMAL_COMPLEX_ASSE...,SET,50,0.26152,0.013629,0.10501,0.0063849,GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY,0.58818138028169
BIOCARTA_CALCINEURIN_PATHWAY,SET,18,0.48579,0.015203,0.19508,0.0063888,BIOCARTA_CALCINEURIN_PATHWAY,0.58818138028169
GO_NAADP_SENSITIVE_CALCIUM_R...,SET,5,0.92666,0.01529,0.37248,0.0064315,GO_NAADP_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY,0.58818138028169
GO_NUCLEAR_CHROMATIN,SET,328,0.11357,0.015044,0.045711,0.0064908,GO_NUCLEAR_CHROMATIN,0.58818138028169
GO_POSITIVE_REGULATION_OF_PR...14,SET,16,0.515,0.015196,0.20753,0.006544,GO_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,0.58818138028169
GO_CELLULAR_RESPONSE_TO_TOXI...,SET,208,0.14971,0.015844,0.060545,0.0067095,GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,0.58818138028169
GO_POSITIVE_REGULATION_OF_DN...5,SET,14,0.55697,0.015374,0.22554,0.006769,GO_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.58818138028169
GO_MONOCARBOXYLIC_ACID_BINDI...,SET,63,0.27794,0.016253,0.11258,0.0067824,GO_MONOCARBOXYLIC_ACID_BINDING,0.58818138028169
GO_ARMADILLO_REPEAT_DOMAIN_B...,SET,10,0.58663,0.013687,0.23813,0.0068851,GO_ARMADILLO_REPEAT_DOMAIN_BINDING,0.58818138028169
REACTOME_ACTIVATION_OF_IRF3_...,SET,16,0.4901,0.014462,0.19928,0.0069653,REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,0.58818138028169
GO_NEGATIVE_REGULATION_OF_CE...1,SET,135,0.17008,0.01453,0.069216,0.0070058,GO_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,0.58818138028169
REACTOME_MECP2_REGULATES_TRA...1,SET,4,1.2141,0.017918,0.49434,0.0070306,REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS,0.58818138028169
GO_CORECEPTOR_ACTIVITY_INVOL...1,SET,8,0.78261,0.016333,0.31887,0.0070633,GO_CORECEPTOR_ACTIVITY_INVOLVED_IN_WNT_SIGNALING_PATHWAY,0.58818138028169
KEGG_LONG_TERM_POTENTIATION,SET,66,0.25172,0.015065,0.10268,0.0071191,KEGG_LONG_TERM_POTENTIATION,0.58818138028169
REACTOME_AFLATOXIN_ACTIVATIO...,SET,18,0.50041,0.015661,0.20422,0.0071413,REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,0.58818138028169
GO_SMALL_RIBOSOMAL_SUBUNIT_R...,SET,10,0.6864,0.016015,0.28028,0.0071685,GO_SMALL_RIBOSOMAL_SUBUNIT_RRNA_BINDING,0.58818138028169
GO_LIPID_DROPLET,SET,70,0.25102,0.01547,0.10273,0.0072774,GO_LIPID_DROPLET,0.58818138028169
BIOCARTA_CXCR4_PATHWAY,SET,19,0.48919,0.015729,0.20095,0.0074623,BIOCARTA_CXCR4_PATHWAY,0.58818138028169
GO_MAIN_AXON,SET,67,0.27754,0.016735,0.11404,0.0074763,GO_MAIN_AXON,0.58818138028169
BIOCARTA_FCER1_PATHWAY,SET,37,0.34447,0.015448,0.14166,0.0075218,BIOCARTA_FCER1_PATHWAY,0.58818138028169
REACTOME_ADVANCED_GLYCOSYLAT...,SET,13,0.54366,0.014461,0.22405,0.0076261,REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,0.58818138028169
PID_TCPTP_PATHWAY,SET,42,0.3437,0.01642,0.14167,0.0076388,PID_TCPTP_PATHWAY,0.58818138028169
BIOCARTA_CDMAC_PATHWAY,SET,16,0.5575,0.016451,0.23007,0.0076977,BIOCARTA_CDMAC_PATHWAY,0.58818138028169
KEGG_SELENOAMINO_ACID_METABO...,SET,24,0.39548,0.014289,0.16334,0.0077412,KEGG_SELENOAMINO_ACID_METABOLISM,0.58818138028169
GO_REGULATION_OF_MRNA_3_END_...,SET,26,0.34014,0.012791,0.14057,0.0077721,GO_REGULATION_OF_MRNA_3_END_PROCESSING,0.58818138028169
GO_RNA_POLYMERASE_III_COMPLEX,SET,15,0.46347,0.013242,0.19167,0.0078074,GO_RNA_POLYMERASE_III_COMPLEX,0.58818138028169
BIOCARTA_BARD1_PATHWAY,SET,8,0.57529,0.012006,0.2383,0.0078907,BIOCARTA_BARD1_PATHWAY,0.58818138028169
GO_LUBAC_COMPLEX,SET,4,0.97195,0.014345,0.4032,0.0079683,GO_LUBAC_COMPLEX,0.58818138028169
GO_EMBRYONIC_CAMERA_TYPE_EYE...1,SET,37,0.3558,0.015956,0.14763,0.0079805,GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT,0.58818138028169
GO_RESPONSE_TO_TUMOR_CELL,SET,20,0.53162,0.017537,0.22077,0.0080249,GO_RESPONSE_TO_TUMOR_CELL,0.58818138028169
