GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
SCN2A,2,165130149,165392310,535,60,9675,3.5246,0.00021206,0.00012215,0.0052906,0.144334319259259,0.118144765789474,0.471050001123595
ANKRD10,13,110878540,110915107,95,14,9675,3.4866,0.00024463,0.0038308,9.916e-05,0.1509727978125,0.487413072727273,0.151855276666667
KCNN3,1,154697462,154870278,419,93,9675,3.4821,0.00024874,0.00014402,0.013799,0.1509727978125,0.11905899,0.556105752192982
FRK,6,115941528,116100728,280,34,9675,3.4782,0.00025239,0.00081323,0.0014743,0.1509727978125,0.310463811886793,0.393214533333333
KHSRP,19,6413104,6424811,13,8,9675,3.4688,0.00026135,0.00030568,0.00076263,0.1509727978125,0.160499467428571,0.31108266
DMPK,19,45769709,45782557,10,4,9675,3.4673,0.00026289,0.00033102,0.00087577,0.1509727978125,0.164409582162162,0.32738085
OSM,22,30262826,30266840,5,4,9675,3.4304,0.0003014,0.0013222,0.00015036,0.16384717,0.411831684745763,0.190678390740741
MYO1H,12,109388277,109449004,252,31,9675,3.4288,0.00030314,0.00027877,0.0031377,0.16384717,0.1600923840625,0.471050001123595
B4GALT6,18,31622246,31725286,152,34,9675,3.4001,0.00033682,0.0039204,0.0002603,0.164178325121951,0.487413072727273,0.190678390740741
FGF17,8,22039709,22048809,20,13,9675,3.3984,0.00033886,0.00014739,0.0043619,0.164178325121951,0.11905899,0.471050001123595
SLC25A42,19,19063966,19113030,63,15,9675,3.3936,0.00034487,0.00037723,0.0047895,0.164178325121951,0.17580816475,0.471050001123595
ELMSAN1,14,73715122,73790285,169,39,9675,3.39,0.00034941,0.00029652,0.0055438,0.164178325121951,0.160499467428571,0.471050001123595
DMWD,19,45783006,45792802,12,6,9675,3.3858,0.00035483,0.00020027,0.0014764,0.164178325121951,0.135812366896552,0.393214533333333
SHKBP1,19,40576851,40591399,28,12,9675,3.3781,0.00036489,0.00012074,0.0044617,0.164178325121951,0.118144765789474,0.471050001123595
UGT2A3,4,68928459,68951798,57,9,9675,3.3771,0.00036629,0.0086936,0.00022,0.164178325121951,0.527268274587459,0.190678390740741
MSX1,4,4859665,4863936,18,7,9675,3.3695,0.00037652,0.00014901,0.0027491,0.16474542952381,0.11905899,0.471050001123595
YTHDF1,20,63195429,63216186,42,9,9675,3.3583,0.00039206,0.00052423,0.0020977,0.167555502790698,0.218949425227273,0.439105885227273
PTK2B,8,27311482,27459391,333,34,9675,3.3445,0.00041214,0.011169,0.0001691,0.172134017727273,0.543592624671916,0.190678390740741
LIME1,20,63736626,63739107,6,3,9675,3.314,0.00045988,0.00039426,0.00077649,0.17955454122449,0.176715024878049,0.31108266
TMEFF1,9,100473238,100577636,185,20,9675,3.3124,0.00046257,0.002196,0.00055585,0.17955454122449,0.437203831632653,0.300436925
SEC14L3,22,30447959,30472047,89,15,9675,3.3047,0.00047542,0.005933,0.00024134,0.17955454122449,0.49606414375,0.190678390740741
BCAM,19,44809059,44821421,31,14,9675,3.3031,0.0004781,0.0086811,0.00024591,0.17955454122449,0.527268274587459,0.190678390740741
OR56A4,11,6002051,6003148,3,1,9675,3.3027,0.00047876,0.00038267,0.00064365,0.17955454122449,0.17580816475,0.31108266
MS4A2,11,60088261,60098467,19,4,9675,3.2961,0.00049021,0.0011564,0.00040565,0.1801717834,0.386384778181818,0.2399749059375
MON1B,16,77190919,77199646,34,11,9675,3.2792,0.00052053,0.0002318,0.0038159,0.18756431,0.141992953333333,0.471050001123595
CNPY4,7,100119642,100125508,8,4,9675,3.2646,0.00054805,0.00038083,0.0011696,0.188060194181818,0.17580816475,0.377083143859649
BCL3,19,44748045,44760044,20,11,9675,3.2601,0.00055691,0.00021432,0.0056661,0.188060194181818,0.135812366896552,0.471050001123595
ZGPAT,20,63707442,63736142,58,9,9675,3.2572,0.00056257,0.0019958,0.0041863,0.188060194181818,0.437203831632653,0.471050001123595
RNF215,22,30378812,30387313,22,6,9675,3.2571,0.00056284,0.0012962,0.00068157,0.188060194181818,0.410694265517241,0.31108266
PSME3,17,42833142,42843760,2,2,9675,3.2441,0.00058908,0.00098769,0.00041787,0.193312913571429,0.336125539444445,0.2399749059375
MSANTD3-TMEFF1,9,100441906,100577636,234,24,9675,3.2337,0.00061099,0.0033289,0.00072183,0.196985319824561,0.487413072727273,0.31108266
ANXA4,2,69644100,69826464,282,39,9675,3.2236,0.00063286,0.00018752,0.019897,0.198085371525424,0.132540578461538,0.60139337006579
C15orf27,15,76059946,76204963,315,52,9675,3.2222,0.00063596,0.0015065,0.0022364,0.198085371525424,0.4325773515625,0.456648031111111
GLYR1,16,4803203,4847333,94,25,9675,3.1845,0.00072496,0.00070721,0.0033465,0.222043165333333,0.282530395,0.471050001123595
COL10A1,6,116118909,116218169,152,25,9675,3.1761,0.00074643,0.00089241,0.004207,0.224871214918033,0.310463811886793,0.471050001123595
MURC,9,100576867,100588402,33,9,9675,3.1521,0.00081039,0.0059293,0.00027599,0.24020221016129,0.49606414375,0.190678390740741
TANC2,17,62966664,63427706,557,38,9675,3.1118,0.00092981,0.011533,0.00093257,0.266534353538461,0.546242115979381,0.329573824807692
TSPYL4,6,116249964,116254098,8,4,9675,3.11,0.00093549,0.00087937,0.0028496,0.266534353538461,0.310463811886793,0.471050001123595
HOXB2,17,48542655,48545031,6,3,9675,3.1077,0.00094274,0.005795,0.00028015,0.266534353538461,0.49606414375,0.190678390740741
OR52R1,11,4803433,4804380,3,2,9675,3.1006,0.00096551,0.00045001,0.0027057,0.266545258571429,0.194958601395349,0.471050001123595
ZKSCAN1,7,100015572,100045143,34,10,9675,3.0904,0.00099959,0.0026887,0.0012802,0.266545258571429,0.457502221296296,0.379840733870968
MED26,19,16574907,16628204,72,14,9675,3.0888,0.0010049,0.00083927,0.0077767,0.266545258571429,0.310463811886793,0.488628178231293
SEC14L2,22,30396941,30425303,55,14,9675,3.0862,0.0010135,0.0017346,0.0025398,0.266545258571429,0.436490504,0.471050001123595
MMAB,12,109553715,109573553,81,15,9675,3.0857,0.0010153,0.0017756,0.001862,0.266545258571429,0.436490504,0.42781656
ADARB2,10,1177313,1737498,1912,187,9675,3.0795,0.0010366,0.0059772,0.007767,0.2683042,0.49606414375,0.488628178231293
KCNB1,20,49363877,49484042,333,51,9675,3.0733,0.0010585,0.0035048,0.0026006,0.26979733125,0.487413072727273,0.471050001123595
WDPCP,2,63120762,63840825,1093,48,9675,3.0658,0.0010856,0.0066491,0.0034403,0.26979733125,0.497190104016064,0.471050001123595
CEP192,18,12991321,13125053,335,30,9675,3.0621,0.001099,0.0026394,0.0045208,0.26979733125,0.457502221296296,0.471050001123595
TRPM6,9,74722495,74888094,231,43,9675,3.0573,0.0011168,0.00058865,0.0093836,0.26979733125,0.240391578888889,0.492830648305085
C11orf40,11,4571423,4577820,42,15,9675,3.0521,0.0011361,0.00086125,0.0042967,0.26979733125,0.310463811886793,0.471050001123595
CCL24,7,75811429,75823356,50,15,9675,3.0479,0.0011522,0.0011971,0.0031327,0.26979733125,0.390527370175439,0.471050001123595
CMBL,5,10277595,10308056,88,16,9675,3.0431,0.0011708,0.0014299,0.0025886,0.26979733125,0.423691944444444,0.471050001123595
NCR3LG1,11,17351732,17381661,60,14,9675,3.0422,0.0011743,0.0043546,0.00086822,0.26979733125,0.487413072727273,0.32738085
ETFA,15,76216287,76311469,161,22,9675,3.0421,0.0011745,0.0032913,0.0031092,0.26979733125,0.487413072727273,0.471050001123595
SLC2A4RG,20,63739858,63744050,8,4,9675,3.0163,0.0012793,0.0018191,0.0020203,0.287062186585366,0.437203831632653,0.437201651162791
UBN1,16,4847446,4882401,92,20,9675,3.016,0.0012809,0.0012113,0.0040321,0.287062186585366,0.390527370175439,0.471050001123595
SOX17,8,54457935,54460896,6,3,9675,3.0122,0.0012967,0.0023146,0.0010829,0.287101878313253,0.437203831632653,0.368526912962963
KCTD10,12,109448655,109477350,111,16,9675,2.9929,0.0013817,0.013552,0.0019407,0.30036666,0.564378088888889,0.434929803658537
TRIM35,8,27284886,27311319,34,11,9675,2.9912,0.0013893,0.040793,0.00031329,0.30036666,0.658267301016419,0.199789674482759
CYB561,17,63432304,63446361,13,7,9675,2.9821,0.0014312,0.0019431,0.0031357,0.305827469767442,0.437203831632653,0.471050001123595
TPMT,6,18128311,18155165,67,14,9675,2.9777,0.0014519,0.0022906,0.0063446,0.306544878651685,0.437203831632653,0.471050001123595
SLC25A17,22,40769630,40819399,47,9,9675,2.9713,0.0014826,0.0017814,0.0079197,0.306544878651685,0.436490504,0.48909337147651
ZSCAN21,7,100049767,100065042,13,4,9675,2.9709,0.0014846,0.0083138,0.0006141,0.306544878651685,0.516157779054054,0.31108266
RAB43,3,129087569,129122150,22,7,9675,2.9666,0.0015055,0.0020622,0.0032652,0.307406372222222,0.437203831632653,0.471050001123595
UBE3B,12,109477410,109543628,160,22,9675,2.9558,0.0015592,0.0040044,0.0038515,0.31487272967033,0.487413072727273,0.471050001123595
UGT2B7,4,69051249,69112987,293,18,9675,2.9524,0.0015766,0.005668,0.0023607,0.31492585,0.49606414375,0.4690045
LIN7A,12,80792520,80937923,336,35,9675,2.9471,0.0016038,0.0020264,0.0058215,0.316914329032258,0.437203831632653,0.471050001123595
ZNF576,19,43596392,43600435,2,2,9675,2.9427,0.0016266,0.0015937,0.002028,0.3180003,0.436490504,0.437201651162791
RDH13,19,55041319,55069774,133,28,9675,2.9379,0.0016524,0.0033508,0.0017098,0.319643734736842,0.487413072727273,0.416819376315789
MALSU1,7,23299321,23309561,10,6,9675,2.9176,0.0017635,0.0057337,0.0012815,0.334030103061224,0.49606414375,0.379840733870968
CLPB,11,72292425,72434680,183,26,9675,2.9154,0.0017762,0.00076244,0.020708,0.334030103061224,0.29811404,0.611599456140351
TMEM38A,19,16661127,16689019,58,15,9675,2.9145,0.0017813,0.0037375,0.002399,0.334030103061224,0.487413072727273,0.4690045
OR51F1,11,4768979,4769917,18,5,9675,2.9002,0.0018646,0.0016894,0.0056667,0.346118729292929,0.436490504,0.471050001123595
SEC14L5,16,4958317,5019155,182,32,9675,2.8819,0.0019764,0.00089539,0.01873,0.362809287128713,0.310463811886793,0.593906943589743
PRDX5,11,64318088,64321823,1,1,9675,2.8791,0.001994,0.002046,0.002046,0.362809287128713,0.437203831632653,0.437201651162791
GHRH,20,37251065,37261878,16,6,9675,2.8707,0.0020478,0.0016931,0.0056726,0.366725170754717,0.436490504,0.471050001123595
AMZ2,17,68205997,68257164,254,32,9675,2.8688,0.0020599,0.0039094,0.0057025,0.366725170754717,0.487413072727273,0.471050001123595
GALNTL5,7,151956379,152019934,204,37,9675,2.8626,0.0021008,0.0040184,0.0057671,0.366725170754717,0.487413072727273,0.471050001123595
LOC105372417,19,44742615,44748454,6,4,9675,2.8619,0.0021052,0.0038381,0.0017744,0.366725170754717,0.487413072727273,0.423482451948052
LOC101928208,7,29720497,29742604,73,13,9675,2.8604,0.0021153,0.0016899,0.019279,0.366725170754717,0.436490504,0.5958472
RIPK1,6,3063967,3115187,82,25,9675,2.8479,0.0022003,0.0022665,0.0088185,0.37789638411215,0.437203831632653,0.492830648305085
MVK,12,109573353,109597270,56,13,9675,2.8332,0.0023041,0.0060896,0.0023984,0.386518429090909,0.497190104016064,0.4690045
SYCE1L,16,77199452,77213079,54,12,9675,2.8329,0.0023065,0.0030135,0.0042153,0.386518429090909,0.487413072727273,0.471050001123595
MTMR9,8,11284491,11328146,85,14,9675,2.8319,0.0023136,0.0031631,0.0089451,0.386518429090909,0.487413072727273,0.492830648305085
MSH3,5,80654648,80876815,560,45,9675,2.8284,0.0023388,0.004887,0.0068286,0.387208356756757,0.487413072727273,0.471050001123595
POT1,7,124822386,124929983,261,17,9675,2.8202,0.0023993,0.011171,0.0032886,0.390877163716814,0.543592624671916,0.471050001123595
HSD17B7,1,162790702,162812818,30,14,9675,2.8197,0.0024035,0.24377,7.1696e-05,0.390877163716814,0.829004677855983,0.125914192090909
MS4A6E,11,60334882,60340968,18,8,9675,2.8002,0.0025532,0.037049,0.00074268,0.40349000625,0.658267301016419,0.31108266
ISY1-RAB43,3,129087569,129161230,51,14,9675,2.7976,0.002574,0.0044297,0.005673,0.40349000625,0.487413072727273,0.471050001123595
COPZ2,17,48026167,48048091,54,15,9675,2.7948,0.002597,0.0014525,0.026019,0.40349000625,0.423691944444444,0.647901304878049
C4BPB,1,207088850,207099993,17,7,9675,2.791,0.0026271,0.0077259,0.0021027,0.40349000625,0.50914065,0.439105885227273
TNFRSF6B,20,63696651,63698698,9,4,9675,2.7909,0.0026278,0.0026058,0.0084168,0.40349000625,0.456064634285714,0.491578934493671
FAM103A1,15,82986203,82991057,3,2,9675,2.7842,0.0026828,0.0022177,0.0041577,0.40349000625,0.437203831632653,0.471050001123595
ZNF3,7,100063847,100082548,22,8,9675,2.7842,0.0026832,0.014256,0.0011498,0.40349000625,0.565240316916488,0.377083143859649
SLC35E1,19,16549837,16572382,29,11,9675,2.7825,0.0026972,0.0034101,0.0065344,0.40349000625,0.487413072727273,0.471050001123595
POLH,6,43576141,43620523,43,14,9675,2.7785,0.0027302,0.013813,0.0041611,0.40349000625,0.564378088888889,0.471050001123595
P2RX4,12,121209861,121234106,79,14,9675,2.776,0.0027515,0.0022589,0.008372,0.40349000625,0.437203831632653,0.491578934493671
KCNJ11,11,17364824,17389331,66,14,9675,2.775,0.0027601,0.015053,0.0012206,0.40349000625,0.565703437627812,0.379840733870968
ANKRD37,4,185396686,185400243,11,5,9675,2.7742,0.0027673,0.0024331,0.005972,0.40349000625,0.442703749504951,0.471050001123595
CA5A,16,87888019,87936569,175,44,9675,2.7719,0.0027867,0.0077789,0.0060638,0.40349000625,0.50914065,0.471050001123595
PCBP2,12,53452102,53481162,20,7,9675,2.7711,0.0027933,0.0017252,0.013093,0.40349000625,0.436490504,0.549338038812785
LOC105372277,19,12379217,12386256,21,5,9675,2.7691,0.0028104,0.001855,0.0091115,0.40349000625,0.437203831632653,0.492830648305085
CALM3,19,46601255,46610782,13,6,9675,2.764,0.0028547,0.010055,0.0015595,0.405588743181818,0.539298217877095,0.403646922535211
ZFP37,9,113041815,113056791,14,9,9675,2.761,0.0028811,0.017672,0.00077868,0.405588743181818,0.57560667079646,0.31108266
NPM2,8,22023708,22036897,29,14,9675,2.7593,0.0028963,0.0080437,0.0026829,0.405588743181818,0.511566590753425,0.471050001123595
IGF2BP3,7,23310209,23470527,260,45,9675,2.7574,0.0029133,0.0034418,0.011053,0.405588743181818,0.487413072727273,0.527900103015075
IPMK,10,58191517,58267937,246,17,9675,2.7487,0.0029918,0.033459,0.0022808,0.410664693333333,0.65418612195122,0.460596281318681
C9orf78,9,129827285,129835293,41,5,9675,2.7474,0.0030039,0.0030667,0.016147,0.410664693333333,0.487413072727273,0.582900776340111
EFCAB7,1,63523301,63585365,130,18,9675,2.746,0.0030168,0.0017635,0.015814,0.410664693333333,0.436490504,0.581227756
FAM20B,1,179025809,179076567,136,20,9675,2.7417,0.0030565,0.005261,0.0069184,0.4130095625,0.495802035897436,0.472712483333333
NMU,4,55595229,55636698,107,19,9675,2.7387,0.0030838,0.0015424,0.022709,0.413656880291971,0.436072073846154,0.620953425
LENG1,19,54155639,54159743,7,6,9675,2.7328,0.0031403,0.0044799,0.0039755,0.418183283333333,0.487413072727273,0.471050001123595
MTFR1,8,65643873,65771252,285,29,9675,2.726,0.0032049,0.0070348,0.012478,0.423715448201439,0.501079533333333,0.541474422535211
PTOV1,19,49848844,49860742,23,9,9675,2.7169,0.0032944,0.0067367,0.0048104,0.4303737,0.497190104016064,0.471050001123595
GJA4,1,34792958,34795750,9,4,9675,2.7162,0.0033021,0.0030527,0.0057704,0.4303737,0.487413072727273,0.471050001123595
FBXO46,19,45710629,45730893,17,10,9675,2.7119,0.0033448,0.0042087,0.0055149,0.43286894084507,0.487413072727273,0.471050001123595
MCM7,7,100092728,100101940,17,6,9675,2.7013,0.0034539,0.058221,0.00069538,0.440526049704142,0.673160995625,0.31108266
ATP1B3,3,141876628,141926540,139,19,9675,2.6979,0.0034886,0.0044792,0.010655,0.440526049704142,0.487413072727273,0.519381790450928
C17orf49,17,7014737,7017524,5,2,9675,2.6956,0.0035136,0.010445,0.0015115,0.440526049704142,0.539298217877095,0.396811935714286
CCDC175,14,59505067,59582114,260,23,9675,2.6918,0.003553,0.0047251,0.011694,0.440526049704142,0.487413072727273,0.530618859259259
AP2A1,19,49766923,49807112,88,19,9675,2.6822,0.0036567,0.0042315,0.0077754,0.440526049704142,0.487413072727273,0.488628178231293
CD209,19,7739988,7747605,15,8,9675,2.6805,0.0036754,0.0013818,0.018581,0.440526049704142,0.42322231,0.593906943589743
TMEFF2,2,191949046,192194940,395,64,9675,2.6797,0.0036844,0.27719,0.0001753,0.440526049704142,0.843813881066755,0.190678390740741
FGF14,13,101719784,102401774,1464,122,9675,2.6773,0.0037112,0.012879,0.0065679,0.440526049704142,0.564378088888889,0.471050001123595
LOC105378249,12,51839120,51846959,13,7,9675,2.677,0.003714,0.0026653,0.0079311,0.440526049704142,0.457502221296296,0.48909337147651
PPP1R12C,19,55090913,55117600,34,12,9675,2.6719,0.0037714,0.052373,0.0007769,0.440526049704142,0.668427104605263,0.31108266
OR51E1,11,4643926,4655488,37,13,9675,2.6715,0.0037762,0.0045765,0.0070002,0.440526049704142,0.487413072727273,0.472712483333333
CEACAM19,19,44666592,44684359,11,8,9675,2.6684,0.0038106,0.0047209,0.0059435,0.440526049704142,0.487413072727273,0.471050001123595
MPPED1,22,43412014,43507808,290,57,9675,2.6682,0.0038131,0.002301,0.021312,0.440526049704142,0.437203831632653,0.613654401869159
WDR37,10,1056836,1132297,185,33,9675,2.664,0.0038605,0.0055209,0.006164,0.440526049704142,0.49606414375,0.471050001123595
SIGLEC8,19,51450997,51458454,14,6,9675,2.663,0.0038727,0.0030254,0.013679,0.440526049704142,0.487413072727273,0.556105752192982
FBP2,9,94558714,94593832,152,22,9675,2.6594,0.003914,0.047201,0.00090855,0.440526049704142,0.662360945965951,0.32738085
USP36,17,78787385,78840898,89,19,9675,2.6569,0.003943,0.0016116,0.031123,0.440526049704142,0.436490504,0.676238885478158
SLC7A5,16,87830023,87869497,167,34,9675,2.6564,0.0039491,0.054281,0.0014347,0.440526049704142,0.668427104605263,0.393214533333333
KHDRBS2,6,61630484,62286195,1312,58,9675,2.6563,0.00395,0.004523,0.021998,0.440526049704142,0.487413072727273,0.617186635114504
CHMP3,2,86503430,86563497,106,16,9675,2.6554,0.003961,0.006873,0.007133,0.440526049704142,0.497611537795276,0.472712483333333
C7orf77,7,124777292,124790810,16,8,9675,2.6548,0.0039682,0.0081285,0.0040789,0.440526049704142,0.511566590753425,0.471050001123595
CPNE4,3,131533560,132285547,2507,137,9675,2.6539,0.0039782,0.0098261,0.022776,0.440526049704142,0.535828604451039,0.620953425
IFFO2,1,18904280,18956667,163,38,9675,2.6528,0.0039918,0.014568,0.004882,0.440526049704142,0.565703437627812,0.471050001123595
ERGIC1,5,172834220,172952685,282,66,9675,2.652,0.0040013,0.006636,0.011352,0.440526049704142,0.497190104016064,0.527900103015075
RPS16,19,39433207,39436020,12,5,9675,2.6487,0.0040402,0.0063168,0.0064967,0.440526049704142,0.497190104016064,0.471050001123595
LOC105372483,19,58361589,58367615,16,7,9675,2.6479,0.0040493,0.0039394,0.014174,0.440526049704142,0.487413072727273,0.558960510729614
CYP4F22,19,15508484,15552317,106,32,9675,2.6478,0.0040512,0.014207,0.0032285,0.440526049704142,0.565240316916488,0.471050001123595
XPO5,6,43522330,43576075,62,12,9675,2.6429,0.0041094,0.018861,0.0046955,0.444159560227273,0.582687588429752,0.471050001123595
MDH1,2,63588609,63607197,23,6,9675,2.6394,0.004153,0.011566,0.0072395,0.444159560227273,0.546396868894601,0.472712483333333
PLXNA1,3,126982119,127037392,130,19,9675,2.6366,0.0041874,0.004043,0.011761,0.444159560227273,0.487413072727273,0.532344573891626
ADAMTS13,9,133414339,133459403,106,21,9675,2.635,0.0042064,0.0039,0.013583,0.444159560227273,0.487413072727273,0.556105752192982
SULT4A1,22,43824507,43862498,118,17,9675,2.6319,0.0042454,0.007028,0.0097522,0.444159560227273,0.501079533333333,0.503416234269663
STKLD1,9,133376413,133406096,83,13,9675,2.6319,0.004246,0.0024604,0.0391,0.444159560227273,0.443282066666667,0.728743103448276
ITGB3BP,1,63440770,63529159,164,17,9675,2.6312,0.0042538,0.0032057,0.023576,0.444159560227273,0.487413072727273,0.626597276011561
PNPO,17,47941523,47949308,14,7,9675,2.6282,0.004292,0.0023247,0.013599,0.445616293785311,0.437203831632653,0.556105752192982
NDNF,4,121035627,121072518,82,19,9675,2.6261,0.0043179,0.0037983,0.01656,0.445786788202247,0.487413072727273,0.582900776340111
NUAK1,12,106063347,106140033,182,46,9675,2.624,0.0043447,0.016407,0.0035197,0.446047775977654,0.571636075757576,0.471050001123595
PSMA6,14,35278558,35317479,100,17,9675,2.611,0.0045142,0.0060373,0.016599,0.459211786187845,0.49606414375,0.582900776340111
LHX2,9,124011610,124033163,47,11,9675,2.6103,0.0045229,0.086193,0.0011074,0.459211786187845,0.71037716606983,0.370012541818182
MSANTD3,9,100427213,100451734,55,9,9675,2.6044,0.0046015,0.057204,0.0013438,0.46298993715847,0.673160995625,0.388395110606061
EEPD1,7,36153227,36301543,407,63,9675,2.6038,0.0046105,0.0050623,0.015,0.46298993715847,0.487885296335079,0.571385080082136
GP6,19,55013705,55038264,97,17,9675,2.6018,0.0046366,0.038951,0.0019379,0.463080425,0.658267301016419,0.434929803658537
RABIF,1,202878282,202889257,21,7,9675,2.5974,0.0046967,0.0066472,0.007483,0.466547329189189,0.497190104016064,0.480821996503497
CABLES2,20,62388630,62407283,75,14,9675,2.5897,0.0048033,0.0076378,0.0091398,0.468419034391534,0.50914065,0.492830648305085
HOXB1,17,48529445,48530910,2,1,9675,2.5895,0.0048054,0.0043416,0.0055374,0.468419034391534,0.487413072727273,0.471050001123595
CR1,1,207496128,207641765,191,29,9675,2.5895,0.0048059,0.016097,0.0054763,0.468419034391534,0.571027357005758,0.471050001123595
LOC102725022,15,31214222,31219598,11,7,9675,2.5887,0.0048175,0.0058979,0.0067221,0.468419034391534,0.49606414375,0.471050001123595
C11orf30,11,76444928,76552899,170,23,9675,2.586,0.0048542,0.0020375,0.033391,0.469419837755102,0.437203831632653,0.691165592342342
C15orf40,15,82988308,83012298,29,12,9675,2.5818,0.0049139,0.0019459,0.024456,0.469419837755102,0.437203831632653,0.638966201704545
FNDC5,1,32862268,32872492,12,6,9675,2.581,0.0049264,0.0071419,0.0080421,0.469419837755102,0.504002939179104,0.489786214098361
CBLC,19,44777861,44800646,46,14,9675,2.5786,0.0049602,0.0022842,0.025915,0.469419837755102,0.437203831632653,0.647733146540027
REXO4,9,133406058,133418172,43,9,9675,2.5763,0.0049936,0.0047047,0.021625,0.469419837755102,0.487413072727273,0.615601140432099
WNT7B,22,45920362,45977128,194,50,9675,2.5757,0.0050017,0.0022725,0.0371,0.469419837755102,0.437203831632653,0.720204302105263
ZNF180,19,44474428,44501750,91,17,9675,2.5754,0.0050066,0.0057604,0.012279,0.469419837755102,0.49606414375,0.541474422535211
POLR1C,6,43517039,43550984,37,8,9675,2.566,0.0051435,0.01577,0.004721,0.473553455940594,0.569579741245136,0.471050001123595
ZNF837,19,58367623,58381022,30,7,9675,2.566,0.0051438,0.0052241,0.0090445,0.473553455940594,0.49486229742268,0.492830648305085
RSPH6A,19,45795710,45815347,51,12,9675,2.5659,0.0051454,0.0049541,0.013174,0.473553455940594,0.487413072727273,0.550725277272727
