GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
CYP4X1,1,46961364,47050751,155,24,9675,3.3873,0.00035297,0.00019483,0.0034296,0.215994108666667,0.155165895555556,0.47320066536965
FABP12,8,81524981,81590596,140,27,9675,3.3578,0.00039281,0.00074852,0.0020957,0.23057648,0.335154394146341,0.47320066536965
ATF2,2,175072250,175168206,190,19,9675,3.3441,0.00041276,0.00056856,0.0045307,0.23057648,0.289934013333333,0.47320066536965
LCTL,15,66547468,66565979,46,14,9675,3.3408,0.00041765,0.001707,0.00049997,0.23057648,0.364484977142857,0.286826539375
ZBTB6,9,122908056,122913328,7,4,9675,3.3346,0.00042704,0.00021765,0.0028113,0.23057648,0.155165895555556,0.47320066536965
RPL4,15,66499315,66504855,15,6,9675,3.3023,0.00047952,0.0013608,0.00043996,0.240018877391304,0.350084545205479,0.286826539375
LINC00452,13,113883717,113924812,79,23,9675,3.297,0.00048863,0.00028903,0.0047315,0.240018877391304,0.182965956551724,0.47320066536965
ZBTB26,9,122918029,122931551,12,7,9675,3.2875,0.00050545,0.0002385,0.0024832,0.240018877391304,0.156370821428571,0.47320066536965
TIPIN,15,66336191,66386737,111,21,9675,3.2742,0.00052985,0.0041312,0.00048867,0.240018877391304,0.461034172941176,0.286826539375
ATP5G3,2,175176258,175181762,13,6,9675,3.2736,0.00053085,0.00013578,0.0042687,0.240018877391304,0.146626425882353,0.47320066536965
RPS9,19,54200557,54207647,53,8,9675,3.2716,0.00053468,0.0011283,0.0051578,0.240018877391304,0.344408118032787,0.47320066536965
HYI,1,43450607,43455882,10,6,9675,3.2537,0.00056966,0.0017512,0.00048321,0.240018877391304,0.364484977142857,0.286826539375
JKAMP,14,59484443,59505407,64,10,9675,3.253,0.00057093,0.00049803,0.0036544,0.240018877391304,0.280607429411765,0.47320066536965
POGLUT1,3,119468938,119494708,57,14,9675,3.2453,0.00058666,0.00019255,0.0040187,0.240018877391304,0.155165895555556,0.47320066536965
ULK4,3,41239987,41962887,1834,81,9675,3.2397,0.00059828,0.0066176,0.0015142,0.240018877391304,0.499941978600823,0.463294726666667
HOXC11,12,53973126,53976419,2,2,9675,3.2389,0.00059996,0.00022821,0.0018621,0.240018877391304,0.155165895555556,0.47320066536965
CCDC64,12,119989799,120094495,166,17,9675,3.2382,0.00060142,0.0012419,0.0025712,0.240018877391304,0.350084545205479,0.47320066536965
CLPX,15,65150446,65185404,22,10,9675,3.2208,0.00063914,0.00099957,0.0022578,0.249477570833333,0.335546901694915,0.47320066536965
TMEM39A,3,119428960,119463682,79,14,9675,3.215,0.0006523,0.00087226,0.0056391,0.249477570833333,0.335546901694915,0.47320066536965
ARHGAP31,3,119294289,119419476,372,64,9675,3.2016,0.00068334,0.00022687,0.015056,0.256015422857143,0.155165895555556,0.591958905660377
TIMMDC1,3,119498521,119524281,85,15,9675,3.1804,0.00073548,0.0010317,0.0024824,0.26472236,0.335546901694915,0.47320066536965
DHRS2,14,23630115,23645639,3,2,9675,3.1784,0.00074045,0.00092052,0.00082143,0.26472236,0.335546901694915,0.380270298536585
ZNF180,19,44474428,44501750,91,17,9675,3.1747,0.00074984,0.0010763,0.0030676,0.26472236,0.335546901694915,0.47320066536965
AS3MT,10,102869453,102901899,91,13,9675,3.1614,0.00078509,0.00079832,0.0048974,0.271937400377359,0.335546901694915,0.47320066536965
C3orf67,3,58734472,59050078,268,26,9675,3.1363,0.00085537,0.00074061,0.016498,0.283963443103448,0.335154394146341,0.598557873517787
ALG14,1,94981565,95072964,178,24,9675,3.1334,0.00086407,0.0031357,0.001942,0.283963443103448,0.428723043055556,0.47320066536965
LRTM2,12,1820267,1836753,54,26,9675,3.1243,0.00089114,0.0055471,0.0013278,0.283963443103448,0.474562799074074,0.420271593103448
CLU,8,27596917,27615031,27,10,9675,3.1234,0.00089387,0.0005197,0.0034699,0.283963443103448,0.280607429411765,0.47320066536965
CEACAM20,19,44504833,44529945,68,21,9675,3.1223,0.00089715,0.00050936,0.0057778,0.283963443103448,0.280607429411765,0.47320066536965
ANAPC1,2,111767637,111884186,154,18,9675,3.1013,0.00096347,0.002681,0.0015944,0.296965127333333,0.410148316666667,0.467866742857143
TBCA,5,77691169,77776361,220,19,9675,3.0991,0.00097058,0.001689,0.003714,0.296965127333333,0.364484977142857,0.47320066536965
CD55,1,207321472,207360966,57,9,9675,3.0877,0.0010085,0.001534,0.0044602,0.303508901639344,0.35201465,0.47320066536965
CCDC175,14,59505067,59582114,260,24,9675,3.0735,0.0010579,0.0011933,0.006307,0.312843631746032,0.347723831746032,0.47320066536965
GAK,4,849277,932390,267,39,9675,3.0691,0.0010736,0.0018801,0.0040149,0.312843631746032,0.364484977142857,0.47320066536965
RNF216,7,5620041,5781730,340,42,9675,3.0547,0.0011265,0.0029655,0.0060416,0.314773185507246,0.421802865151515,0.47320066536965
AKAP12,6,151239999,151358559,398,72,9675,3.0521,0.0011361,0.00058553,0.015325,0.314773185507246,0.290517830810811,0.591958905660377
SH2B2,7,102285059,102321711,58,25,9675,3.0493,0.0011469,0.0010129,0.0093652,0.314773185507246,0.335546901694915,0.503245384795322
PPARA,22,46150547,46243756,146,35,9675,3.0476,0.0011534,0.0066601,0.00097428,0.314773185507246,0.50109063852459,0.384930544
ANKS1A,6,34889261,35098010,394,43,9675,3.0424,0.0011735,0.0015783,0.0049098,0.314773185507246,0.354243045783132,0.47320066536965
PADI1,1,17205123,17246006,115,41,9675,3.04,0.0011831,0.0030329,0.0034435,0.314773185507246,0.421802865151515,0.47320066536965
SEMA3D,7,84995192,85186855,211,37,9675,3.0274,0.0012334,0.0013921,0.0092637,0.319920470422535,0.350084545205479,0.503144984023669
SNRNP70,19,49085140,49108613,39,16,9675,3.0264,0.0012373,0.002441,0.0025872,0.319920470422535,0.393086649122807,0.47320066536965
TAF11,6,34877778,34888071,23,8,9675,3.0222,0.0012549,0.0015323,0.0024702,0.319964641666667,0.35201465,0.47320066536965
NRSN1,6,24126186,24147529,46,21,9675,3.0021,0.0013405,0.0032484,0.0032096,0.336670835135135,0.428723043055556,0.47320066536965
ADAM10,15,58595204,58749978,210,25,9675,2.9984,0.0013571,0.0019558,0.0071037,0.336670835135135,0.364484977142857,0.4772611
ZNF426,19,9526551,9538645,18,4,9675,2.9931,0.0013808,0.0017772,0.0053951,0.336830240425532,0.364484977142857,0.47320066536965
GNPNAT1,14,52775193,52791668,11,6,9675,2.9872,0.0014076,0.00093094,0.0093752,0.336830240425532,0.335546901694915,0.503245384795322
STK31,7,23710167,23832513,347,36,9675,2.9789,0.0014465,0.0010565,0.0074109,0.336830240425532,0.335546901694915,0.480023454166667
SLC6A17,1,110150510,110202202,90,20,9675,2.9719,0.0014798,0.0033629,0.0031765,0.336830240425532,0.428723043055556,0.47320066536965
CHMP4C,8,81732453,81759515,53,17,9675,2.9717,0.0014809,0.0059931,0.0011573,0.336830240425532,0.478361589565217,0.386285698181818
LOC101929373,10,42242499,42277067,19,6,9675,2.9597,0.0015399,0.0018312,0.0049056,0.336830240425532,0.364484977142857,0.47320066536965
ADCY6,12,48766192,48789037,24,7,9675,2.9551,0.0015627,0.0042475,0.0016629,0.336830240425532,0.461034172941176,0.47320066536965
B3GALT1,2,167293061,167870856,1069,116,9675,2.954,0.0015685,0.12436,0.00029188,0.336830240425532,0.794018894601542,0.286826539375
CYP4A11,1,46929174,46941499,26,9,9675,2.9515,0.0015814,0.00089765,0.0084334,0.336830240425532,0.335546901694915,0.493064308917197
TXNRD3NB,3,126571779,126608555,79,16,9675,2.9508,0.0015845,0.0014459,0.0057057,0.336830240425532,0.351932274358974,0.47320066536965
ARIH1,15,72474282,72586560,100,19,9675,2.9494,0.0015918,0.00073583,0.02233,0.336830240425532,0.335154394146341,0.660119388083736
BRPF3,6,36196773,36232790,36,12,9675,2.9438,0.001621,0.0029901,0.0036419,0.336830240425532,0.421802865151515,0.47320066536965
BEST3,12,69643508,69699416,209,26,9675,2.9428,0.0016263,0.0017634,0.0075583,0.336830240425532,0.364484977142857,0.480122046366782
EPT1,2,26346086,26395891,87,17,9675,2.9392,0.0016453,0.0019517,0.0039799,0.336830240425532,0.364484977142857,0.47320066536965
PLEKHM1,17,45434247,45490780,94,11,9675,2.9342,0.0016723,0.051369,0.00039034,0.336830240425532,0.720177129909366,0.286826539375
CNNM2,10,102918293,103078587,309,28,9675,2.9334,0.0016765,0.003321,0.0048893,0.336830240425532,0.428723043055556,0.47320066536965
TMEM178B,7,141073311,141497881,780,103,9675,2.9284,0.0017035,0.0091272,0.0032793,0.336830240425532,0.535326318210863,0.47320066536965
ACTR1A,10,102479229,102502755,59,8,9675,2.9281,0.0017051,0.0036408,0.0060241,0.336830240425532,0.441191934640523,0.47320066536965
ZNF121,19,9565616,9584545,39,5,9675,2.9257,0.0017187,0.0020582,0.0060479,0.336830240425532,0.364484977142857,0.47320066536965
CD180,5,67181009,67196789,21,9,9675,2.9246,0.0017247,0.002648,0.0042978,0.336830240425532,0.408504067226891,0.47320066536965
CHPT1,12,101697639,101729074,62,20,9675,2.9107,0.0018032,0.0014918,0.0073289,0.348454164210526,0.351932274358974,0.480023454166667
SZT2,1,43384830,43454247,72,13,9675,2.9038,0.0018431,0.0098268,0.002193,0.349766258585859,0.538449031339031,0.47320066536965
LOC105379045,5,77772649,77776194,12,5,9675,2.9013,0.0018579,0.0010784,0.0071165,0.349766258585859,0.335546901694915,0.4772611
TIGD2,4,89112817,89114901,3,2,9675,2.8967,0.0018857,0.0023971,0.0018651,0.349766258585859,0.389433290265487,0.47320066536965
BET1,7,93962770,94004390,50,15,9675,2.8966,0.0018862,0.0013143,0.017465,0.349766258585859,0.350084545205479,0.614746819923372
ARHGAP27,17,45393902,45432916,77,10,9675,2.8913,0.0019186,0.020556,0.00074311,0.352216588,0.622478345963756,0.359000352105263
RNF34,12,121400083,121424352,57,8,9675,2.8844,0.001961,0.0021161,0.011044,0.35643601980198,0.366484564150943,0.523344943298969
LOC105376902,19,49056589,49060965,10,6,9675,2.8726,0.0020357,0.0027947,0.0026575,0.361217447407407,0.417422427419355,0.47320066536965
SLC2A13,12,39755021,40106074,672,84,9675,2.8589,0.0021255,0.0010189,0.038147,0.361217447407407,0.335546901694915,0.74106097989418
TAL2,9,105662457,105663112,1,1,9675,2.8529,0.0021659,0.002222,0.002222,0.361217447407407,0.381228747663551,0.47320066536965
LOC105374314,3,160032259,160040364,27,13,9675,2.8524,0.0021693,0.00060308,0.024354,0.361217447407407,0.291351122105263,0.675363643504532
TRIAP1,12,120443961,120446412,3,1,9675,2.8505,0.0021824,0.0019183,0.0028475,0.361217447407407,0.364484977142857,0.47320066536965
OR10J5,1,159535078,159536007,2,2,9675,2.848,0.0022,0.00085702,0.0068763,0.361217447407407,0.335546901694915,0.475561583520599
PRR11,17,59155499,59206709,70,13,9675,2.8443,0.0022253,0.0038988,0.0050416,0.361217447407407,0.458808784615385,0.47320066536965
ANKS3,16,4696510,4734377,63,17,9675,2.8412,0.0022474,0.0059206,0.0089783,0.361217447407407,0.476712170175439,0.50094324
BMP5,6,55753653,55875593,184,41,9675,2.8369,0.002278,0.015158,0.0021459,0.361217447407407,0.57022656557377,0.47320066536965
CD80,3,119523948,119559634,114,29,9675,2.8364,0.0022812,0.0047193,0.0055373,0.361217447407407,0.461666234693878,0.47320066536965
TXNRD3,3,126607052,126655124,92,16,9675,2.8339,0.002299,0.0016016,0.013935,0.361217447407407,0.354243045783132,0.575381610738255
LMOD1,1,201896456,201946588,88,21,9675,2.8331,0.0023051,0.051867,0.00030133,0.361217447407407,0.720177129909366,0.286826539375
INPP4A,2,98444858,98594067,159,18,9675,2.8315,0.0023162,0.0018926,0.03932,0.361217447407407,0.364484977142857,0.75033843987667
CPN1,10,100042308,100081901,101,26,9675,2.8311,0.0023197,0.00056479,0.054215,0.361217447407407,0.289934013333333,0.804605762328213
GDPD1,17,59220467,59275970,75,11,9675,2.8302,0.0023259,0.0077157,0.0044397,0.361217447407407,0.520515814492754,0.47320066536965
NEGR1,1,71402942,72282847,1448,120,9675,2.8299,0.0023285,0.0079549,0.0069994,0.361217447407407,0.524245472142857,0.4772611
XRN2,20,21303304,21389825,131,18,9675,2.816,0.0024312,0.0020721,0.020549,0.361217447407407,0.364484977142857,0.645956407534247
GUCA1C,3,108907644,108955188,160,28,9675,2.8143,0.0024444,0.00035965,0.083176,0.361217447407407,0.212982409677419,0.861221098702764
KCNA7,19,49067418,49072941,23,5,9675,2.8108,0.0024711,0.083713,0.00020885,0.361217447407407,0.759443380365071,0.282562016470588
RFPL4B,6,112347330,112351296,12,5,9675,2.8106,0.0024725,0.0053304,0.0029786,0.361217447407407,0.471485891428571,0.47320066536965
HPGDS,4,94298556,94342876,119,18,9675,2.8099,0.0024775,0.0020325,0.016932,0.361217447407407,0.364484977142857,0.604284166666667
SETD3,14,99397746,99481418,77,12,9675,2.8092,0.002483,0.23454,0.00024194,0.361217447407407,0.84434642384106,0.282562016470588
KBTBD13,15,65076816,65079938,8,3,9675,2.8085,0.0024889,0.0014625,0.0062442,0.361217447407407,0.351932274358974,0.47320066536965
CGRRF1,14,54509869,54539309,28,10,9675,2.8081,0.0024915,0.0045577,0.0063624,0.361217447407407,0.461666234693878,0.47320066536965
GALNT7,4,173168753,173323967,215,34,9675,2.8015,0.0025432,0.0046219,0.0038519,0.361217447407407,0.461666234693878,0.47320066536965
LEKR1,3,156826307,157047659,525,39,9675,2.8012,0.0025455,0.0020847,0.048613,0.361217447407407,0.364484977142857,0.789747656742557
PLCB1,20,8132254,8884900,1996,179,9675,2.7998,0.0025565,0.093236,0.001126,0.361217447407407,0.771698146077547,0.386285698181818
RBFA,18,80034346,80050652,56,11,9675,2.7987,0.0025655,0.0049055,0.0049231,0.361217447407407,0.461666234693878,0.47320066536965
SCN7A,2,166403468,166494258,187,28,9675,2.7963,0.0025847,0.0019573,0.01217,0.361217447407407,0.364484977142857,0.548935773955774
SGCG,13,23160506,23325165,942,102,9675,2.7955,0.0025908,0.0053581,0.0051496,0.361217447407407,0.471485891428571,0.47320066536965
ARL14EPL,5,116050393,116059426,58,8,9675,2.7932,0.0026094,0.0023425,0.0072627,0.361217447407407,0.387419954954955,0.480023454166667
POU2F1,1,167220829,167427345,190,27,9675,2.7914,0.0026239,0.0011444,0.039769,0.361217447407407,0.344408118032787,0.75033843987667
INTS9,8,28767658,28890389,153,22,9675,2.7885,0.0026477,0.0046482,0.010564,0.361217447407407,0.461666234693878,0.518309156498674
CYP2S1,19,41193207,41207539,23,9,9675,2.7874,0.0026563,0.002338,0.01168,0.361217447407407,0.387419954954955,0.535266174563591
RAB35,12,120095094,120116839,52,15,9675,2.7809,0.00271,0.0086424,0.0030684,0.361222944680851,0.531238386885246,0.47320066536965
TPRA1,3,127573064,127595059,20,10,9675,2.7793,0.002724,0.0010291,0.025641,0.361222944680851,0.335546901694915,0.679720775862069
SEC61G,7,54752247,54759246,24,6,9675,2.7773,0.0027404,0.0029329,0.0042343,0.361222944680851,0.421802865151515,0.47320066536965
STRBP,9,123109494,123268576,110,23,9675,2.7771,0.0027423,0.0014953,0.016455,0.361222944680851,0.351932274358974,0.59817998019802
TMEM220,17,10713322,10730329,58,4,9675,2.7739,0.0027695,0.02802,0.00066822,0.361222944680851,0.664101240669241,0.350490936
CXCL11,4,76033682,76036197,20,4,9675,2.7733,0.0027744,0.0068646,0.0051787,0.361222944680851,0.5040813072,0.47320066536965
ABCB8,7,151028422,151047782,41,11,9675,2.7708,0.0027964,0.0012496,0.018079,0.361523318309859,0.350084545205479,0.618063915441177
SLC24A3,20,19212646,19722897,1202,113,9675,2.7646,0.0028497,0.034358,0.0019429,0.364317059722222,0.683333666003976,0.47320066536965
FAM63B,15,58771194,58861900,169,25,9675,2.7637,0.0028577,0.0081148,0.0049065,0.364317059722222,0.525776905154639,0.47320066536965
SLC35G2,3,136819019,136855892,77,9,9675,2.7606,0.0028847,0.0032477,0.03328,0.365222914482759,0.428723043055556,0.712898763127188
PYCRL,8,143603913,143609614,14,6,9675,2.7565,0.002921,0.0020804,0.0066051,0.365253592307692,0.364484977142857,0.47320066536965
GOLGA6B,15,72608556,72667397,28,11,9675,2.7505,0.002975,0.0013718,0.025158,0.365253592307692,0.350084545205479,0.678679894273128
ADIPOR2,12,1690981,1788679,220,25,9675,2.7464,0.0030122,0.0047584,0.0063275,0.365253592307692,0.461666234693878,0.47320066536965
ADAMTSL1,9,17906603,18910950,2991,247,9675,2.7464,0.0030128,0.013822,0.024212,0.365253592307692,0.562772974789916,0.673460448484849
LBH,2,30231531,30260033,81,20,9675,2.7447,0.0030279,0.01138,0.0029542,0.365253592307692,0.553871942257218,0.47320066536965
GOLGA8M,15,28698695,28718510,12,5,9675,2.7441,0.0030338,0.019663,0.001032,0.365253592307692,0.612285972881356,0.384930544
C9orf69,9,136110220,136118885,24,11,9675,2.742,0.0030531,0.0015826,0.0143,0.365253592307692,0.354243045783132,0.579513024282561
ZBTB42,14,104800596,104804712,5,3,9675,2.7388,0.0030834,0.0020552,0.0071233,0.365253592307692,0.364484977142857,0.4772611
DSTYK,1,205142503,205211599,130,17,9675,2.7382,0.0030889,0.0013578,0.022935,0.365253592307692,0.350084545205479,0.663663382677165
SUFU,10,102502874,102633457,232,21,9675,2.7379,0.0030915,0.0045703,0.015826,0.365253592307692,0.461666234693878,0.592925934693878
PLEKHG3,14,64704413,64746905,79,18,9675,2.7366,0.0031038,0.0070303,0.0079403,0.365253592307692,0.506284843137255,0.492342362091503
CFAP61,20,20052514,20360714,798,70,9675,2.7325,0.0031425,0.029296,0.0022299,0.367452324840764,0.668755714285714,0.47320066536965
COA5,2,98599323,98608518,11,4,9675,2.7275,0.003191,0.0022576,0.012869,0.369761655214724,0.383750192592593,0.559615919811321
GNPTAB,12,101745497,101830867,140,25,9675,2.7257,0.0032082,0.0014209,0.025686,0.369761655214724,0.351932274358974,0.679720775862069
SNAPC5,15,66490328,66497808,19,9,9675,2.7238,0.0032263,0.063764,0.00057908,0.369761655214724,0.739918056790123,0.312669136470588
OR4E2,14,21665083,21666024,4,3,9675,2.7219,0.0032458,0.015541,0.0010087,0.369761655214724,0.576278346774194,0.384930544
ZCCHC8,12,122471599,122501073,34,9,9675,2.7191,0.0032734,0.001717,0.017601,0.369761655214724,0.364484977142857,0.615272209125475
KCNA6,12,4806885,4851114,201,34,9675,2.7181,0.0032831,0.0023178,0.024296,0.369761655214724,0.387419954954955,0.674774535552194
DCXR,17,82035881,82037697,5,2,9675,2.7156,0.0033073,0.0033228,0.0062688,0.370090644578313,0.428723043055556,0.47320066536965
PRKAG2,7,151556114,151877231,928,141,9675,2.7137,0.0033268,0.025418,0.0034671,0.370090644578313,0.647100561210454,0.47320066536965
PLA2R1,2,159932002,160062902,340,42,9675,2.7117,0.0033465,0.011965,0.0048583,0.370090644578313,0.560340484693878,0.47320066536965
RBM12B,8,93731500,93741012,12,5,9675,2.7086,0.0033789,0.0042693,0.0066885,0.371436204790419,0.461034172941176,0.475493464092664
SLC25A15,13,40789411,40812460,75,14,9675,2.6998,0.0034691,0.0025428,0.011682,0.379081772619048,0.395599342372881,0.535266174563591
C20orf96,20,270863,290778,98,24,9675,2.6922,0.0035494,0.0036095,0.010979,0.385561450887574,0.441191934640523,0.523298119170984
EDEM3,1,184690491,184754907,91,13,9675,2.6879,0.0035949,0.0028195,0.019898,0.38597695,0.417422427419355,0.640745194444444
LOC102723456,17,36861674,36863150,5,3,9675,2.686,0.0036155,0.0013099,0.015559,0.38597695,0.350084545205479,0.592925934693878
LOC105374474,4,8847235,8853617,12,7,9675,2.6859,0.0036163,0.0019677,0.013505,0.38597695,0.364484977142857,0.564944606334842
SRC,20,37344685,37405432,102,26,9675,2.6805,0.003676,0.010222,0.01232,0.386797814857143,0.538449031339031,0.550293333333333
RABGAP1,9,122941009,123104868,162,24,9675,2.6799,0.0036824,0.0012619,0.048363,0.386797814857143,0.350084545205479,0.789747656742557
BPHL,6,3118376,3153198,59,13,9675,2.6794,0.0036872,0.099902,0.00072881,0.386797814857143,0.780700558611934,0.359000352105263
CGB7,19,49054274,49057788,18,7,9675,2.6704,0.0037877,0.0082418,0.0040098,0.39083010212766,0.525776905154639,0.47320066536965
HOXB3,17,48548870,48590282,75,20,9675,2.6679,0.0038158,0.0024704,0.014564,0.39083010212766,0.394361766956522,0.581230243478261
FAM118A,22,45309200,45341955,84,14,9675,2.6669,0.0038277,0.0043148,0.011563,0.39083010212766,0.461666234693878,0.534273150753769
PADI3,1,17249082,17284233,136,26,9675,2.6649,0.00385,0.013888,0.0040974,0.39083010212766,0.562772974789916,0.47320066536965
TMCO5A,15,37934604,37995033,79,17,9675,2.6583,0.0039266,0.0018582,0.028285,0.39083010212766,0.364484977142857,0.686802389677419
KLHL2,4,165207618,165323156,225,25,9675,2.6573,0.0039389,0.0060576,0.011003,0.39083010212766,0.479333710344828,0.523298119170984
HMBOX1,8,28890394,29064939,169,26,9675,2.6568,0.0039439,0.0033514,0.027184,0.39083010212766,0.428723043055556,0.686802389677419
ADARB2,10,1177313,1737498,1908,185,9675,2.6565,0.0039475,0.037426,0.0056177,0.39083010212766,0.683333666003976,0.47320066536965
EZR,6,158765741,158819424,174,20,9675,2.6555,0.0039597,0.018764,0.0037548,0.39083010212766,0.603756360770578,0.47320066536965
ONECUT1,15,52756963,52790277,61,23,9675,2.6553,0.0039617,0.021356,0.0025797,0.39083010212766,0.626917121495327,0.47320066536965
CACNA2D4,12,1791957,1920865,370,64,9675,2.6534,0.0039838,0.022347,0.005038,0.39083010212766,0.62846676146789,0.47320066536965
NMNAT1,1,9942923,9985501,54,12,9675,2.6527,0.0039927,0.0044305,0.021287,0.39083010212766,0.461666234693878,0.652786204958678
POP5,12,120579045,120581452,9,4,9675,2.6519,0.0040024,0.0036465,0.0073956,0.39083010212766,0.441191934640523,0.480023454166667
VSX2,14,74239472,74262738,78,16,9675,2.6497,0.0040279,0.030575,0.0014471,0.391239091005291,0.669958757075472,0.450268844067797
LY86,6,6588701,6654983,269,58,9675,2.6452,0.0040821,0.0011785,0.058248,0.394416798947368,0.347723831746032,0.818067848623853
PLOD2,3,146069436,146161495,233,19,9675,2.6385,0.0041638,0.15178,0.0004294,0.4002044,0.800966030468526,0.286826539375
SCN5A,3,38548058,38649673,226,55,9675,2.6278,0.0042964,0.0025109,0.027363,0.410798495833333,0.395599342372881,0.686802389677419
LOC105374908,6,7912481,7916025,7,5,9675,2.6246,0.0043375,0.0044864,0.0074256,0.412579404145078,0.461666234693878,0.480023454166667
RSRC2,12,122504643,122527013,29,8,9675,2.613,0.0044878,0.0028069,0.030827,0.418171610891089,0.417422427419355,0.69290776744186
DDR2,1,162631265,162786591,291,39,9675,2.6113,0.00451,0.0040231,0.023112,0.418171610891089,0.461034172941176,0.665031498432602
ZNF626,19,20619939,20661596,211,21,9675,2.6095,0.0045334,0.0031418,0.016613,0.418171610891089,0.428723043055556,0.599190721568627
RFWD3,16,74621394,74666892,128,20,9675,2.6091,0.0045392,0.010112,0.0067084,0.418171610891089,0.538449031339031,0.475493464092664
PDIA4,7,149003051,149028690,51,9,9675,2.6089,0.0045422,0.009026,0.0062732,0.418171610891089,0.535326318210863,0.47320066536965
