GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
LOC101060181,19,12247244,12267038,38,8,8816,3.1714,0.00075845,0.0020575,0.00099467,0.260682631525424,0.369021126666667,0.433969885416667
GNPNAT1,14,52775193,52791668,11,6,8816,3.1703,0.00076147,0.0017777,0.0010475,0.260682631525424,0.360440553846154,0.433969885416667
WNT11,11,76186326,76214008,67,18,8816,3.1702,0.00076165,0.00088132,0.0020011,0.260682631525424,0.312829867924528,0.433969885416667
TLR4,9,117704175,117717491,26,12,8816,3.167,0.00077019,0.00052174,0.0048563,0.260682631525424,0.268030684782609,0.433969885416667
CD47,3,108043094,108091088,61,15,8816,3.1641,0.00077792,0.00041981,0.0064787,0.260682631525424,0.265786275588235,0.433969885416667
C18orf54,18,54357905,54385218,80,11,8816,3.1617,0.0007843,0.0015699,0.0036762,0.260682631525424,0.36031167375,0.433969885416667
VENTX,10,133237904,133241930,21,6,8816,3.1573,0.00079611,0.074396,3.9908e-05,0.260682631525424,0.714849168498168,0.1892560075
AK7,14,96392111,96489427,202,42,8816,3.155,0.00080249,0.00012548,0.05228,0.260682631525424,0.16456702,0.755153897025172
IRF2,4,184387713,184474580,234,64,8816,3.1539,0.00080541,0.0091406,0.0007397,0.260682631525424,0.514926317548747,0.433969885416667
KIAA0368,9,111360693,111484745,228,25,8816,3.1502,0.00081572,0.001113,0.0050259,0.260682631525424,0.331984366666667,0.433969885416667
CLU,8,27596917,27615031,27,10,8816,3.1488,0.0008196,0.00038917,0.0041512,0.260682631525424,0.265786275588235,0.433969885416667
TMEM67,8,93754844,93832649,55,14,8816,3.1435,0.00083475,0.0015949,0.0024269,0.260682631525424,0.360440553846154,0.433969885416667
KRTAP25-1,21,30289145,30289514,2,2,8816,3.1425,0.00083766,0.00063095,0.0013924,0.260682631525424,0.268030684782609,0.433969885416667
TLL2,10,96364606,96513926,338,56,8816,3.1373,0.00085263,0.00031843,0.016277,0.2609189905,0.265786275588235,0.550459411009174
ZFP90,16,68539289,68576072,100,9,8816,3.1324,0.000867,0.0019868,0.003541,0.260967,0.369021126666667,0.433969885416667
BIK,22,43110748,43129712,44,12,8816,3.1094,0.00093734,0.023977,0.00028412,0.268336701449275,0.582465179419525,0.433969885416667
APRT,16,88809469,88811934,4,3,8816,3.1071,0.00094466,0.0030268,0.00046137,0.268336701449275,0.395666799305556,0.433969885416667
ARHGAP23,17,38419286,38512392,250,49,8816,3.1052,0.0009508,0.0014245,0.0048532,0.268336701449275,0.357644389873418,0.433969885416667
TMEM184A,7,1542235,1560821,50,10,8816,3.1037,0.00095562,0.001348,0.0032913,0.268336701449275,0.35706899,0.433969885416667
DVL2,17,7225342,7234548,9,5,8816,3.0969,0.00097783,0.00098489,0.0020242,0.268336701449275,0.32292080875,0.433969885416667
DEFB134,8,11993177,12000752,20,8,8816,3.0947,0.00098516,0.0011848,0.001803,0.268336701449275,0.337418684615385,0.433969885416667
SLC25A34,1,15735088,15741392,9,4,8816,3.0893,0.0010033,0.00054626,0.0033732,0.268336701449275,0.268030684782609,0.433969885416667
FREM3,4,143577407,143700675,190,25,8816,3.0877,0.0010084,0.00065373,0.011256,0.268336701449275,0.268030684782609,0.509640603406326
IZUMO2,19,50152548,50163281,8,6,8816,3.0742,0.0010553,0.0013356,0.0020142,0.271214606849315,0.35706899,0.433969885416667
ATP6V1B1,2,70935868,70965431,85,29,8816,3.0736,0.0010575,0.0020446,0.0031713,0.271214606849315,0.369021126666667,0.433969885416667
CROCC,1,16895707,16972979,52,14,8816,3.0701,0.0010701,0.00054155,0.015029,0.271214606849315,0.268030684782609,0.534781916666667
CA10,17,51630313,52160017,1036,88,8816,3.0678,0.0010783,0.0064988,0.0023764,0.271214606849315,0.4890347,0.433969885416667
HTN3,4,70028413,70036538,19,8,8816,3.0471,0.0011555,0.000903,0.0062565,0.281454802631579,0.312829867924528,0.433969885416667
HTN1,4,70050415,70058848,26,8,8816,3.0463,0.0011585,0.00080515,0.0075219,0.281454802631579,0.307986648958333,0.447961320512821
FAM20C,7,192777,260774,290,61,8816,3.0446,0.001165,0.0026999,0.0041354,0.281454802631579,0.378418808396947,0.433969885416667
PLAC8L1,5,146084149,146104383,42,5,8816,3.0319,0.001215,0.0023025,0.0059444,0.285812192771084,0.374391775213675,0.433969885416667
MYOM1,18,3066807,3220108,531,85,8816,3.0246,0.0012448,0.00066489,0.019628,0.285812192771084,0.268030684782609,0.591035276527331
EMB,5,50396192,50443307,75,12,8816,3.0242,0.0012465,0.018822,0.00054058,0.285812192771084,0.556506830917874,0.433969885416667
RNF144A,2,6917392,7076197,465,57,8816,3.0222,0.0012549,0.0031273,0.0037002,0.285812192771084,0.396002450344828,0.433969885416667
SMIM23,5,171772642,171791136,53,13,8816,3.0201,0.0012634,0.0014171,0.0041124,0.285812192771084,0.357644389873418,0.433969885416667
GIMD1,4,106357335,106368788,25,7,8816,3.0159,0.001281,0.0069407,0.00080101,0.285812192771084,0.499115537307692,0.433969885416667
ZNF44,19,12247244,12294899,91,11,8816,3.0133,0.001292,0.0074127,0.0012919,0.285812192771084,0.500922057651246,0.433969885416667
ZNF804A,2,184598366,184939487,525,42,8816,2.9967,0.0013644,0.0018516,0.011353,0.296097505747126,0.365561587096774,0.509640603406326
CCDC136,7,128791410,128822133,44,7,8816,2.992,0.0013857,0.00090047,0.0061952,0.296097505747126,0.312829867924528,0.433969885416667
GDF1,19,18868546,18896144,52,19,8816,2.9882,0.001403,0.014227,0.00051359,0.296097505747126,0.538522807971014,0.433969885416667
CERS1,19,18868546,18896727,52,19,8816,2.9882,0.001403,0.014227,0.00051359,0.296097505747126,0.538522807971014,0.433969885416667
ARL6IP6,2,152717893,152761253,82,16,8816,2.9833,0.0014258,0.00045453,0.016845,0.297489929545455,0.265786275588235,0.556127067256637
NHLRC2,10,113854632,113912506,34,12,8816,2.9784,0.0014487,0.0012188,0.0069697,0.298871693258427,0.339066466666667,0.437190297297297
PHF23,17,7235028,7239717,3,2,8816,2.9688,0.0014947,0.001535,0.0017985,0.304935407777778,0.357644389873418,0.433969885416667
FAM53B,10,124619294,124744361,193,33,8816,2.9589,0.0015437,0.0015311,0.0056013,0.311471161538462,0.357644389873418,0.433969885416667
DLX4,17,49969198,49974959,9,4,8816,2.9514,0.0015818,0.00086116,0.0063198,0.313215945360825,0.312829867924528,0.433969885416667
SNX6,14,34561409,34630160,143,18,8816,2.9487,0.0015957,0.0011011,0.011783,0.313215945360825,0.331984366666667,0.51159041607565
FUT2,19,48695971,48705934,28,5,8816,2.9456,0.0016116,0.0013613,0.0038621,0.313215945360825,0.35706899,0.433969885416667
ZCCHC14,16,87406246,87492269,253,27,8816,2.9403,0.0016394,0.0016985,0.0078079,0.313215945360825,0.360440553846154,0.455113815555556
MAL2,8,119208371,119245673,56,16,8816,2.9399,0.0016418,0.0021791,0.0049921,0.313215945360825,0.370467176851852,0.433969885416667
STYX,14,52730165,52774989,61,12,8816,2.9374,0.0016547,0.0089433,0.0024616,0.313215945360825,0.514926317548747,0.433969885416667
AQR,15,34856351,34969794,211,24,8816,2.913,0.0017898,0.0026126,0.0035502,0.32693072,0.377823833333333,0.433969885416667
OR2T8,1,247912253,247923152,30,8,8816,2.9127,0.0017916,0.0021103,0.0046642,0.32693072,0.369021126666667,0.433969885416667
CELF1,11,47465937,47565569,99,22,8816,2.9119,0.0017962,0.0048991,0.0046182,0.32693072,0.450626205940594,0.433969885416667
MYL6,12,56158261,56161582,4,2,8816,2.9107,0.0018028,0.0029163,0.0018094,0.32693072,0.395666799305556,0.433969885416667
IGSF23,19,44613590,44636781,65,17,8816,2.9033,0.0018465,0.0052117,0.0020347,0.32693072,0.457856572727273,0.433969885416667
CD55,1,207321472,207360966,57,9,8816,2.9013,0.0018578,0.052368,0.00050401,0.32693072,0.673853843137255,0.433969885416667
EAPP,14,34515929,34539737,62,11,8816,2.8997,0.0018673,0.0011302,0.011283,0.32693072,0.331984366666667,0.509640603406326
DVL3,3,184155311,184173526,22,9,8816,2.8994,0.0018696,0.0021708,0.0032815,0.32693072,0.370467176851852,0.433969885416667
PSMC6,14,52707163,52727998,21,8,8816,2.8874,0.0019424,0.0023085,0.004228,0.336456664150943,0.374391775213675,0.433969885416667
NOTCH3,19,15159633,15200981,83,15,8816,2.8822,0.0019745,0.0014932,0.013663,0.338820509345794,0.357644389873418,0.523513328571429
WASL,7,123681927,123749071,114,18,8816,2.8791,0.0019941,0.003629,0.020857,0.339015463888889,0.413863782608696,0.5983677765625
RDH12,14,67701886,67734451,78,13,8816,2.8745,0.0020232,0.0012947,0.013798,0.340807111926606,0.354805771641791,0.523513328571429
CAPZB,1,19338773,19485641,412,43,8816,2.8692,0.0020574,0.00062286,0.031862,0.341183771171171,0.268030684782609,0.672424356979405
CD247,1,167430640,167518616,250,60,8816,2.8684,0.0020626,0.0038984,0.010614,0.341183771171171,0.431195918072289,0.509640603406326
RHOU,1,228644647,228746669,179,32,8816,2.8599,0.0021189,0.0049037,0.0058844,0.3464261675,0.450626205940594,0.433969885416667
HSPB8,12,119178790,119194746,31,9,8816,2.8539,0.0021595,0.0050815,0.004649,0.3464261675,0.455128885365854,0.433969885416667
OR4B1,11,48216810,48217739,4,3,8816,2.8531,0.0021651,0.001511,0.0042693,0.3464261675,0.357644389873418,0.433969885416667
SLC7A6OS,16,68300615,68310965,16,7,8816,2.8444,0.002225,0.0026999,0.0055568,0.3464261675,0.378418808396947,0.433969885416667
YEATS2,3,183697804,183812625,163,23,8816,2.8423,0.0022396,0.0010862,0.026583,0.3464261675,0.331984366666667,0.650650461928934
IQCE,7,2558972,2614734,212,33,8816,2.842,0.0022414,0.0037872,0.0063379,0.3464261675,0.42563932804878,0.433969885416667
RNASEH2B,13,50909678,50970462,90,20,8816,2.8403,0.0022534,0.0019456,0.0081618,0.3464261675,0.369021126666667,0.461104030153846
CLDN7,17,7259903,7263193,6,4,8816,2.8403,0.0022537,0.0017862,0.0049957,0.3464261675,0.360440553846154,0.433969885416667
OR2L8,1,247948858,247949796,4,3,8816,2.8388,0.0022641,0.0014902,0.0046258,0.3464261675,0.357644389873418,0.433969885416667
FOXD1,5,73446256,73448527,2,2,8816,2.8302,0.0023257,0.0011945,0.0051286,0.352910559504132,0.337418684615385,0.433969885416667
ZBTB5,9,37438102,37465410,32,13,8816,2.8118,0.0024632,0.0030888,0.0052721,0.3679103736,0.395666799305556,0.433969885416667
ELP5,17,7252053,7259940,14,6,8816,2.8083,0.0024901,0.002434,0.006243,0.3679103736,0.375551882352941,0.433969885416667
ASB16,17,44170706,44179083,11,4,8816,2.8081,0.0024919,0.0020556,0.0058162,0.3679103736,0.369021126666667,0.433969885416667
HLA-F,6,29723340,29740355,142,19,8816,2.8064,0.0025047,0.0026464,0.0073996,0.3679103736,0.377823833333333,0.447961320512821
PRR19,19,42302132,42310821,4,1,8816,2.8026,0.0025343,0.0026545,0.0025449,0.369303827777778,0.377823833333333,0.433969885416667
WBP2,17,75845699,75855420,21,9,8816,2.7984,0.0025676,0.0020857,0.010344,0.37061965390625,0.369021126666667,0.509640603406326
CEACAM5,19,41708611,41730433,45,13,8816,2.7964,0.0025837,0.00086728,0.022364,0.37061965390625,0.312829867924528,0.618144463157895
C4BPA,1,207104238,207144972,82,21,8816,2.7936,0.0026059,0.26095,0.00011782,0.370906433333333,0.855462370436331,0.240365891111111
TRIM21,11,4384897,4393712,33,11,8816,2.7867,0.0026625,0.0037039,0.0053741,0.373479431818182,0.41979819691358,0.433969885416667
ANKRD40,17,50693190,50707909,17,6,8816,2.784,0.0026845,0.0030351,0.0056342,0.373479431818182,0.395666799305556,0.433969885416667
C17orf53,17,44141906,44162477,19,6,8816,2.784,0.002685,0.010049,0.0024964,0.373479431818182,0.514926317548747,0.433969885416667
UNC13D,17,75827225,75844717,57,15,8816,2.7709,0.0027951,0.0024262,0.011668,0.374962435664336,0.375551882352941,0.51159041607565
C10orf35,10,69630243,69633599,16,6,8816,2.7684,0.0028165,0.020008,0.0007889,0.374962435664336,0.566163839753467,0.433969885416667
NDUFS3,11,47579010,47584563,5,4,8816,2.7669,0.0028296,0.0061127,0.0022026,0.374962435664336,0.479637968803419,0.433969885416667
FAM153B,5,176063709,176114798,12,8,8816,2.7644,0.0028514,0.0035638,0.0056814,0.374962435664336,0.413572864150943,0.433969885416667
MCAT,22,43132206,43143397,16,7,8816,2.7633,0.0028613,0.0014352,0.014706,0.374962435664336,0.357644389873418,0.532577644970414
CDC25C,5,138285265,138338355,88,14,8816,2.7619,0.0028733,0.0043684,0.0066659,0.374962435664336,0.444269258854167,0.433969885416667
RSPH1,21,42472486,42496354,53,21,8816,2.761,0.0028814,0.026225,0.0010482,0.374962435664336,0.588943665036675,0.433969885416667
MAP1LC3B,16,87392195,87404774,28,11,8816,2.7599,0.0028909,0.0017839,0.010789,0.374962435664336,0.360440553846154,0.509640603406326
AMZ1,7,2679522,2765679,306,46,8816,2.7589,0.0028994,0.0015388,0.020793,0.374962435664336,0.357644389873418,0.5983677765625
FOXB2,9,77019655,77020953,1,1,8816,2.7582,0.0029064,0.00298,0.00298,0.374962435664336,0.395666799305556,0.433969885416667
CD82,11,44564427,44620363,183,42,8816,2.7566,0.0029203,0.0044557,0.01051,0.374962435664336,0.444269258854167,0.509640603406326
DLG4,17,7189890,7220050,37,13,8816,2.7533,0.0029497,0.0016876,0.015004,0.375648362650602,0.360440553846154,0.534781916666667
TDP1,14,89954935,90044764,185,20,8816,2.7512,0.0029685,0.022706,0.0019281,0.375648362650602,0.57629525613079,0.433969885416667
TRPV2,17,16415542,16437003,54,15,8816,2.7482,0.0029964,0.00491,0.0085412,0.375648362650602,0.450626205940594,0.470945865465466
HBQ1,16,180334,181179,3,3,8816,2.7458,0.0030177,0.0021072,0.0053066,0.375648362650602,0.369021126666667,0.433969885416667
TMEM145,19,42313325,42325064,6,3,8816,2.741,0.0030624,0.0020765,0.0053951,0.375648362650602,0.369021126666667,0.433969885416667
LOC102724378,22,37729416,37747434,30,7,8816,2.7366,0.0031039,0.0032403,0.0065056,0.375648362650602,0.400516256375839,0.433969885416667
TBCD,17,82752060,82943186,527,46,8816,2.7333,0.0031353,0.0041704,0.012134,0.375648362650602,0.444269258854167,0.515860640909091
MYL6B,12,56152420,56157987,2,2,8816,2.731,0.0031567,0.0011391,0.010678,0.375648362650602,0.331984366666667,0.509640603406326
PTPMT1,11,47565430,47573461,7,4,8816,2.7296,0.003171,0.041089,0.00065333,0.375648362650602,0.642986333610649,0.433969885416667
WRB,21,39379676,39397889,30,7,8816,2.7275,0.0031911,0.0022382,0.021744,0.375648362650602,0.373629658181818,0.607673643835616
SLC35F3,1,233904712,234324518,1249,104,8816,2.7247,0.0032183,0.0057039,0.012755,0.375648362650602,0.465603027826087,0.518251411504425
SMO,7,129188872,129213546,61,16,8816,2.7233,0.0032321,0.02747,0.00093248,0.375648362650602,0.595996780487805,0.433969885416667
VTI1B,14,67651149,67674885,50,10,8816,2.7192,0.0032721,0.0026359,0.013503,0.375648362650602,0.377823833333333,0.520858367647059
PTGR1,9,111549722,111599855,143,33,8816,2.7191,0.0032732,0.0099117,0.0035986,0.375648362650602,0.514926317548747,0.433969885416667
SPAG5,17,28577565,28599038,6,5,8816,2.719,0.003274,0.0025441,0.0090893,0.375648362650602,0.377823833333333,0.479565049712644
LOC105377532,4,170092143,170107095,35,11,8816,2.7182,0.0032822,0.001732,0.022701,0.375648362650602,0.360440553846154,0.62051462611276
MUT,6,49430360,49463328,51,11,8816,2.7155,0.0033086,0.0018478,0.014193,0.375648362650602,0.365561587096774,0.525842752016129
GRHPR,9,37422666,37436993,20,9,8816,2.714,0.0033242,0.0097998,0.0028557,0.375648362650602,0.514926317548747,0.433969885416667
IL6,7,22725442,22732002,16,8,8816,2.7138,0.0033253,0.001919,0.015727,0.375648362650602,0.369021126666667,0.541770069418387
CMPK1,1,47333797,47378839,83,14,8816,2.7117,0.0033467,0.0066127,0.0067964,0.375648362650602,0.492357835177866,0.433969885416667
LXN,3,158666414,158672693,13,5,8816,2.7104,0.0033604,0.01099,0.0024067,0.375648362650602,0.523825781170484,0.433969885416667
SNTB1,8,120535745,120812069,615,67,8816,2.7078,0.0033867,0.049508,0.00065313,0.375648362650602,0.665522636032093,0.433969885416667
AGBL2,11,47659169,47715382,75,15,8816,2.7069,0.0033962,0.0075657,0.0070148,0.375648362650602,0.500922057651246,0.437190297297297
KCNA6,12,4806885,4851114,201,33,8816,2.6943,0.0035266,0.10032,0.00043886,0.385667915976331,0.737152003992016,0.433969885416667
ENC1,5,74627406,74641424,26,7,8816,2.6937,0.0035335,0.0023191,0.011507,0.385667915976331,0.374391775213675,0.510338229468599
LRFN5,14,41607561,41904549,674,62,8816,2.6921,0.0035498,0.0033738,0.018945,0.385667915976331,0.404878050980392,0.58071643572621
HCN1,5,45254950,45696118,372,42,8816,2.6872,0.0036023,0.021627,0.003202,0.38906959,0.568928324749642,0.433969885416667
CLDN23,8,8702156,8704107,11,3,8816,2.6832,0.0036465,0.040821,0.0015087,0.391540271929825,0.642986333610649,0.433969885416667
JKAMP,14,59484443,59505407,65,10,8816,2.6804,0.0036769,0.027375,0.0025569,0.392509075,0.595996780487805,0.433969885416667
MEGF8,19,42325609,42378769,46,7,8816,2.6716,0.0037743,0.0035712,0.010177,0.398602536781609,0.413572864150943,0.509068703804348
LOC285500,4,177444513,177677123,462,51,8816,2.6713,0.0037774,0.012042,0.0089539,0.398602536781609,0.528954933014354,0.478022797687861
HDAC5,17,44076753,44123646,57,15,8816,2.6682,0.003813,0.010481,0.0068675,0.40005996,0.5177802,0.434807474137931
CRYBB3,22,25198686,25207363,23,13,8816,2.6572,0.0039392,0.0025361,0.016339,0.405751230243902,0.377823833333333,0.550459411009174
PACSIN2,22,42869766,43015690,347,29,8816,2.6557,0.0039572,0.0022384,0.056258,0.405751230243902,0.373629658181818,0.763636557027226
FBXO25,8,406808,469876,228,35,8816,2.655,0.0039652,0.001625,0.027756,0.405751230243902,0.360440553846154,0.650650461928934
CIC,19,42268537,42295796,19,4,8816,2.6533,0.003985,0.0049576,0.0067192,0.405751230243902,0.450626205940594,0.433969885416667
XPOT,12,64404350,64451125,45,12,8816,2.6529,0.0039896,0.0078115,0.0052154,0.405751230243902,0.503252461403509,0.433969885416667
RDH11,14,67676800,67695793,22,10,8816,2.6512,0.0040104,0.0035228,0.013008,0.405751230243902,0.413572864150943,0.518572090909091
LOC105374013,3,101687198,101709759,23,11,8816,2.6484,0.0040433,0.0032863,0.01558,0.405751230243902,0.401291206622517,0.54116449245283
GBP1,1,89052304,89065360,25,8,8816,2.6456,0.0040775,0.0029364,0.0092816,0.405751230243902,0.395666799305556,0.484231515686274
AP2M1,3,184174846,184184091,14,8,8816,2.6436,0.0041011,0.0023776,0.01539,0.405751230243902,0.374391775213675,0.540297877629063
L3HYPDH,14,59465511,59484438,62,13,8816,2.6411,0.0041319,0.027422,0.0025748,0.405751230243902,0.595996780487805,0.433969885416667
ACKR2,3,42809472,42867283,97,20,8816,2.6395,0.0041518,0.0017188,0.046622,0.405751230243902,0.360440553846154,0.727295277824979
SERPIND1,22,20774095,20787720,40,8,8816,2.6356,0.0041989,0.0161,0.0033823,0.405751230243902,0.538522807971014,0.433969885416667
LARS,5,146113026,146182787,216,11,8816,2.6346,0.0042122,0.0062994,0.019932,0.405751230243902,0.488447935802469,0.591035276527331
ODAM,4,70195726,70204576,23,7,8816,2.6325,0.004238,0.0031031,0.017748,0.405751230243902,0.395666799305556,0.563018176672384
ACADVL,17,7217125,7225267,10,5,8816,2.6297,0.0042732,0.0041439,0.0075535,0.405751230243902,0.444269258854167,0.447961320512821
C14orf178,14,77760830,77769742,29,10,8816,2.6245,0.0043389,0.0084532,0.0044116,0.405751230243902,0.514926317548747,0.433969885416667
LUC7L3,17,50719565,50752711,59,14,8816,2.6244,0.0043397,0.0046022,0.012883,0.405751230243902,0.444269258854167,0.518572090909091
TRIOBP,22,37696988,37776556,163,23,8816,2.622,0.0043705,0.0032203,0.021406,0.405751230243902,0.400516256375839,0.607673643835616
B3GNT6,11,77034341,77041973,18,7,8816,2.6218,0.0043736,0.0062526,0.0055143,0.405751230243902,0.488447935802469,0.433969885416667
VPS37B,12,122865328,122896220,24,7,8816,2.6169,0.0044363,0.0051898,0.0084292,0.405751230243902,0.457856572727273,0.466734407831325
CPLX3,15,74826610,74831795,3,3,8816,2.6163,0.004444,0.0049568,0.0049252,0.405751230243902,0.450626205940594,0.433969885416667
CMAS,12,22046174,22065674,34,10,8816,2.6155,0.0044548,0.0051792,0.011488,0.405751230243902,0.457856572727273,0.510338229468599
LOC105376501,10,3532040,3556794,62,12,8816,2.6146,0.0044663,0.0087112,0.0071341,0.405751230243902,0.514926317548747,0.441041111447811
PPP1R16B,20,38805705,38923024,231,47,8816,2.6146,0.0044667,0.0079482,0.016631,0.405751230243902,0.510268881818182,0.555661842105263
