VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GO_MAINTENANCE_OF_CELL_POLAR...,SET,15,0.86965,0.024849,0.26007,0.00041386,GO_MAINTENANCE_OF_CELL_POLARITY,0.387563972307692
KEGG_DRUG_METABOLISM_CYTOCHR...,SET,65,0.46926,0.027874,0.14345,0.00053636,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,0.418090965882353
GO_MAINTENANCE_OF_DNA_METHYL...,SET,6,1.1118,0.020097,0.34016,0.00054141,GO_MAINTENANCE_OF_DNA_METHYLATION,0.418090965882353
GO_SINGLE_STRAND_BREAK_REPAIR,SET,9,0.78138,0.017297,0.23998,0.00056604,GO_SINGLE_STRAND_BREAK_REPAIR,0.418090965882353
GO_ESCRT_COMPLEX,SET,27,0.50933,0.019518,0.15685,0.00058383,GO_ESCRT_COMPLEX,0.418090965882353
GO_EOSINOPHIL_ACTIVATION,SET,6,0.99611,0.018005,0.31233,0.00071439,GO_EOSINOPHIL_ACTIVATION,0.4826991
GO_PHOSPHOLIPASE_ACTIVATOR_A...,SET,10,0.74956,0.017489,0.23634,0.0007594,GO_PHOSPHOLIPASE_ACTIVATOR_ACTIVITY,0.4826991
REACTOME_WNT_LIGAND_BIOGENES...,SET,24,0.60075,0.021707,0.19017,0.000793,REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,0.4826991
GO_POTASSIUM_CHANNEL_ACTIVITY,SET,119,0.27525,0.022089,0.087784,0.00085904,GO_POTASSIUM_CHANNEL_ACTIVITY,0.494767960909091
GO_REGIONALIZATION,SET,324,0.16585,0.021838,0.053092,0.00089411,GO_REGIONALIZATION,0.494767960909091
GO_SOLUTE_PROTON_ANTIPORTER_...,SET,16,0.67276,0.019853,0.21643,0.00094184,GO_SOLUTE_PROTON_ANTIPORTER_ACTIVITY,0.498520006956522
GO_COMPLEMENT_RECEPTOR_ACTIV...,SET,4,1.7193,0.025376,0.56207,0.0011124,GO_COMPLEMENT_RECEPTOR_ACTIVITY,0.5642649
GO_DRUG_TRANSMEMBRANE_TRANSP...2,SET,90,0.28077,0.01961,0.092726,0.001233,GO_DRUG_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.59074335
GO_REGULATION_OF_EOSINOPHIL_...,SET,5,1.2265,0.020238,0.40749,0.0013089,GO_REGULATION_OF_EOSINOPHIL_MIGRATION,0.59074335
GO_NEGATIVE_REGULATION_OF_PR...1,SET,12,0.7753,0.019816,0.26137,0.0015091,GO_NEGATIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.59074335
GO_RESPONSE_TO_PARATHYROID_H...,SET,9,0.86997,0.019258,0.29385,0.0015372,GO_RESPONSE_TO_PARATHYROID_HORMONE,0.59074335
GO_ADP_TRANSPORT,SET,4,1.168,0.017239,0.39603,0.0015946,GO_ADP_TRANSPORT,0.59074335
GO_ADP_TRANSMEMBRANE_TRANSPO...,SET,4,1.168,0.017239,0.39603,0.0015946,GO_ADP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.59074335
REACTOME_UPTAKE_AND_FUNCTION...1,SET,11,0.84293,0.020628,0.2861,0.0016104,REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS,0.59074335
REACTOME_HDR_THROUGH_MMEJ_AL...,SET,9,0.74954,0.016592,0.25485,0.0016377,REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ,0.59074335
GO_LIPASE_ACTIVATOR_ACTIVITY,SET,12,0.65632,0.016775,0.22358,0.0016669,GO_LIPASE_ACTIVATOR_ACTIVITY,0.59074335
KEGG_COMPLEMENT_AND_COAGULAT...,SET,61,0.36088,0.020768,0.12334,0.0017193,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.59074335
GO_ENDOSOME_ORGANIZATION,SET,71,0.28237,0.017526,0.096781,0.0017657,GO_ENDOSOME_ORGANIZATION,0.59074335
GO_NUCLEOTIDE_EXCISION_REPAI...1,SET,11,0.58149,0.01423,0.20024,0.0018446,GO_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX,0.59074335
KEGG_MISMATCH_REPAIR,SET,22,0.48364,0.016733,0.16677,0.0018681,KEGG_MISMATCH_REPAIR,0.59074335
GO_OPSONIZATION,SET,11,0.88139,0.021569,0.30397,0.0018704,GO_OPSONIZATION,0.59074335
GO_ATP_TRANSMEMBRANE_TRANSPO...,SET,8,0.89382,0.018655,0.30917,0.0019224,GO_ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.59074335
GO_NEGATIVE_REGULATION_OF_MY...9,SET,14,0.67219,0.018556,0.23275,0.001941,GO_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,0.59074335
GO_MHC_CLASS_II_BIOSYNTHETIC...,SET,12,0.6721,0.017178,0.23486,0.0021093,GO_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,0.591815191304348
GO_GLIOGENESIS,SET,269,0.15861,0.019058,0.055459,0.0021215,GO_GLIOGENESIS,0.591815191304348
GO_TELETHONIN_BINDING,SET,7,1.0329,0.020165,0.36382,0.0022657,GO_TELETHONIN_BINDING,0.591815191304348
GO_REGULATION_OF_VACUOLAR_TR...,SET,4,1.2704,0.018751,0.45084,0.0024197,GO_REGULATION_OF_VACUOLAR_TRANSPORT,0.591815191304348
GO_CELLULAR_POTASSIUM_ION_HO...,SET,13,0.74268,0.019756,0.26433,0.0024826,GO_CELLULAR_POTASSIUM_ION_HOMEOSTASIS,0.591815191304348
GO_MULTIVESICULAR_BODY_ORGAN...,SET,31,0.4026,0.01653,0.14332,0.002487,GO_MULTIVESICULAR_BODY_ORGANIZATION,0.591815191304348
GO_GALACTOSE_BINDING,SET,5,1.0479,0.017292,0.37403,0.0025444,GO_GALACTOSE_BINDING,0.591815191304348
GO_REGULATION_OF_INTEGRIN_AC...,SET,13,0.70895,0.018859,0.25323,0.0025605,GO_REGULATION_OF_INTEGRIN_ACTIVATION,0.591815191304348
GO_NEGATIVE_REGULATION_OF_CE...48,SET,5,1.1542,0.019046,0.41246,0.0025711,GO_NEGATIVE_REGULATION_OF_CELL_VOLUME,0.591815191304348
GO_PROTEIN_SERINE_THREONINE_...1,SET,27,0.49988,0.019157,0.17882,0.0025937,GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVATOR_ACTIVITY,0.591815191304348
GO_MONOVALENT_INORGANIC_CATI...1,SET,144,0.206,0.018173,0.073812,0.0026312,GO_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,0.591815191304348
REACTOME_COMPLEMENT_CASCADE,SET,49,0.38387,0.019806,0.13778,0.0026699,REACTOME_COMPLEMENT_CASCADE,0.591815191304348
GO_POSITIVE_REGULATION_OF_BE...,SET,24,0.56548,0.020433,0.20301,0.0026752,GO_POSITIVE_REGULATION_OF_BEHAVIOR,0.591815191304348
GO_REGULATION_OF_INOSITOL_PH...,SET,16,0.62369,0.018405,0.22411,0.0026957,GO_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.591815191304348
GO_CHROMATIN,SET,480,0.10653,0.016998,0.0383,0.0027095,GO_CHROMATIN,0.591815191304348
GO_VENTRICULAR_CARDIAC_MUSCL...4,SET,24,0.50769,0.018344,0.18324,0.0028001,GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,0.591815191304348
GO_REGULATION_OF_GENE_EXPRES...1,SET,17,0.51951,0.015802,0.18823,0.0028937,GO_REGULATION_OF_GENE_EXPRESSION_BY_GENETIC_IMPRINTING,0.591815191304348
GO_INTEGRIN_BIOSYNTHETIC_PRO...,SET,3,1.5263,0.01951,0.55897,0.0031643,GO_INTEGRIN_BIOSYNTHETIC_PROCESS,0.591815191304348
GO_POINTED_END_ACTIN_FILAMEN...,SET,7,0.77873,0.015203,0.28569,0.0032105,GO_POINTED_END_ACTIN_FILAMENT_CAPPING,0.591815191304348
REACTOME_SODIUM_COUPLED_SULP...,SET,5,1.1711,0.019324,0.43012,0.0032408,REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS,0.591815191304348
GO_POSITIVE_REGULATION_OF_RE...11,SET,50,0.33503,0.017461,0.12326,0.0032865,GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,0.591815191304348
REACTOME_CYTOSOLIC_TRNA_AMIN...,SET,24,0.40683,0.0147,0.14998,0.0033411,REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,0.591815191304348
GO_PHOSPHATIDYLINOSITOL_3_5_...1,SET,2,1.2037,0.012563,0.44448,0.0033867,GO_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_3_PHOSPHATASE_ACTIVITY,0.591815191304348
PID_GLYPICAN_1PATHWAY,SET,27,0.4633,0.017755,0.17128,0.0034194,PID_GLYPICAN_1PATHWAY,0.591815191304348
REACTOME_MRNA_EDITING,SET,9,0.9036,0.020002,0.33436,0.0034446,REACTOME_MRNA_EDITING,0.591815191304348
GO_NUCLEAR_CHROMATIN,SET,328,0.1258,0.016664,0.04655,0.0034449,GO_NUCLEAR_CHROMATIN,0.591815191304348
GO_POSITIVE_REGULATION_OF_VO...1,SET,11,0.78449,0.019197,0.2909,0.0035037,GO_POSITIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.591815191304348
GO_NEGATIVE_REGULATION_OF_LI...11,SET,8,0.83311,0.017388,0.31034,0.0036353,GO_NEGATIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE,0.591815191304348
GO_PHOSPHATIDYLINOSITOL_4_PH...,SET,25,0.43729,0.016126,0.16293,0.0036413,GO_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING,0.591815191304348
NABA_SECRETED_FACTORS,SET,319,0.14861,0.019418,0.055372,0.003643,NABA_SECRETED_FACTORS,0.591815191304348
REACTOME_DUAL_INCISION_IN_GG...,SET,38,0.31975,0.014532,0.11941,0.0037092,REACTOME_DUAL_INCISION_IN_GG_NER,0.591815191304348
REACTOME_POTASSIUM_CHANNELS,SET,97,0.26037,0.018876,0.097269,0.0037197,REACTOME_POTASSIUM_CHANNELS,0.591815191304348
KEGG_RETINOL_METABOLISM,SET,60,0.38677,0.022075,0.14473,0.0037684,KEGG_RETINOL_METABOLISM,0.591815191304348
GO_NEGATIVE_REGULATION_OF_LO...3,SET,7,0.90215,0.017613,0.33847,0.0038488,GO_NEGATIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,0.591815191304348
GO_POSITIVE_REGULATION_OF_PH...11,SET,18,0.56509,0.017686,0.21219,0.0038745,GO_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,0.591815191304348
GO_INTEGRAL_COMPONENT_OF_CYT...,SET,6,0.78199,0.014135,0.29369,0.0038802,GO_INTEGRAL_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE,0.591815191304348
GO_CGMP_BINDING,SET,12,0.6873,0.017566,0.25818,0.0038863,GO_CGMP_BINDING,0.591815191304348
GO_INTERLEUKIN_17_RECEPTOR_A...,SET,8,0.86656,0.018086,0.3263,0.0039605,GO_INTERLEUKIN_17_RECEPTOR_ACTIVITY,0.591815191304348
GO_REGULATION_OF_EARLY_ENDOS...,SET,15,0.63075,0.018022,0.23786,0.0040066,GO_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT,0.591815191304348
GO_POSITIVE_REGULATION_OF_IN...43,SET,4,1.2478,0.018417,0.47109,0.0040424,GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.591815191304348
GO_NEURAL_TUBE_PATTERNING,SET,37,0.37862,0.01698,0.14312,0.0040837,GO_NEURAL_TUBE_PATTERNING,0.591815191304348
GO_OVULATION_CYCLE,SET,68,0.28746,0.017463,0.10901,0.0041862,GO_OVULATION_CYCLE,0.591815191304348
GO_NON_MEMBRANE_SPANNING_PRO...1,SET,44,0.37469,0.018322,0.14218,0.0042072,GO_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.591815191304348
GO_SPHINGOLIPID_BINDING,SET,21,0.45655,0.015432,0.17364,0.0042811,GO_SPHINGOLIPID_BINDING,0.591815191304348
GO_MAMMALIAN_OOGENESIS_STAGE,SET,6,1.0403,0.018804,0.39615,0.0043231,GO_MAMMALIAN_OOGENESIS_STAGE,0.591815191304348
GO_REGULATION_OF_GONAD_DEVEL...,SET,18,0.54722,0.017127,0.20889,0.0044053,GO_REGULATION_OF_GONAD_DEVELOPMENT,0.591815191304348
GO_POSITIVE_REGULATION_OF_IN...1,SET,130,0.20895,0.017521,0.07982,0.0044296,GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,0.591815191304348
GO_ATP_TRANSPORT,SET,9,0.76933,0.01703,0.29429,0.0044755,GO_ATP_TRANSPORT,0.591815191304348
REACTOME_CA2PLUS_ACTIVATED_K...,SET,9,0.79458,0.017589,0.3042,0.0045047,REACTOME_CA2PLUS_ACTIVATED_KPLUS_CHANNELS,0.591815191304348
GO_DNA_BINDING_TRANSCRIPTION...2,SET,1557,0.063774,0.017768,0.024456,0.0045615,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.591815191304348
REACTOME_FCGR_ACTIVATION,SET,12,0.68584,0.017529,0.26316,0.0045815,REACTOME_FCGR_ACTIVATION,0.591815191304348
GO_LAMININ_COMPLEX,SET,8,0.8447,0.01763,0.32473,0.0046485,GO_LAMININ_COMPLEX,0.591815191304348
GO_REGULATION_OF_MYOSIN_LIGH...,SET,7,0.75889,0.014816,0.29184,0.0046605,GO_REGULATION_OF_MYOSIN_LIGHT_CHAIN_PHOSPHATASE_ACTIVITY,0.591815191304348
GO_NEGATIVE_REGULATION_OF_HU...1,SET,9,0.83375,0.018456,0.32127,0.0047308,GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,0.591815191304348
GO_POTASSIUM_ION_HOMEOSTASIS,SET,29,0.43377,0.017227,0.16728,0.00476,GO_POTASSIUM_ION_HOMEOSTASIS,0.591815191304348
GO_3_5_RNA_HELICASE_ACTIVITY,SET,19,0.49144,0.015802,0.18956,0.0047685,GO_3_5_RNA_HELICASE_ACTIVITY,0.591815191304348
GO_FOREGUT_MORPHOGENESIS,SET,10,0.73946,0.017254,0.28525,0.0047706,GO_FOREGUT_MORPHOGENESIS,0.591815191304348
GO_ENDOCARDIUM_MORPHOGENESIS,SET,6,1.0786,0.019496,0.41793,0.0049326,GO_ENDOCARDIUM_MORPHOGENESIS,0.591815191304348
GO_NEURON_REMODELING,SET,13,0.69209,0.018411,0.26821,0.0049385,GO_NEURON_REMODELING,0.591815191304348
GO_EXTRINSIC_COMPONENT_OF_EN...2,SET,9,0.71256,0.015773,0.27638,0.0049707,GO_EXTRINSIC_COMPONENT_OF_ENDOSOME_MEMBRANE,0.591815191304348
GO_EXOCYTIC_PROCESS,SET,77,0.23618,0.015264,0.091948,0.0051101,GO_EXOCYTIC_PROCESS,0.591815191304348
GO_CELLULAR_RESPONSE_TO_PARA...,SET,7,0.85022,0.016599,0.3316,0.0051777,GO_CELLULAR_RESPONSE_TO_PARATHYROID_HORMONE_STIMULUS,0.591815191304348
GO_POSITIVE_REGULATION_OF_IN...7,SET,8,0.80182,0.016735,0.31285,0.0051931,GO_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION,0.591815191304348
GO_REGULATION_OF_LIPOPROTEIN...3,SET,17,0.53578,0.016297,0.2094,0.0052579,GO_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE,0.591815191304348
REACTOME_TRANSCRIPTION_COUPL...,SET,75,0.21891,0.013964,0.085632,0.005292,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,0.591815191304348
GO_SALIVARY_GLAND_DEVELOPMENT,SET,36,0.37374,0.016534,0.14622,0.0052971,GO_SALIVARY_GLAND_DEVELOPMENT,0.591815191304348
GO_PCG_PROTEIN_COMPLEX,SET,42,0.32293,0.015428,0.12646,0.0053352,GO_PCG_PROTEIN_COMPLEX,0.591815191304348
GO_PROTEIN_POLYMERIZATION,SET,244,0.14055,0.016096,0.055115,0.0053875,GO_PROTEIN_POLYMERIZATION,0.591815191304348
REACTOME_CHOLINE_CATABOLISM,SET,6,0.99141,0.01792,0.38887,0.0053984,REACTOME_CHOLINE_CATABOLISM,0.591815191304348
GO_CHOLINE_CATABOLIC_PROCESS,SET,6,0.99141,0.01792,0.38887,0.0053984,GO_CHOLINE_CATABOLIC_PROCESS,0.591815191304348
GO_VESICLE_FUSION_WITH_ENDOP...,SET,5,0.77604,0.012806,0.30516,0.0054981,GO_VESICLE_FUSION_WITH_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_ERGIC_MEMBRANE,0.591815191304348
GO_REGULATION_OF_INOSITOL_TR...,SET,7,0.84659,0.016528,0.33316,0.0055303,GO_REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS,0.591815191304348
GO_OOGENESIS,SET,75,0.248,0.015819,0.097705,0.0055745,GO_OOGENESIS,0.591815191304348
GO_MALE_PRONUCLEUS,SET,4,0.85269,0.012585,0.33596,0.0055771,GO_MALE_PRONUCLEUS,0.591815191304348
GO_REGULATION_OF_EXTRACELLUL...1,SET,9,0.77971,0.01726,0.3073,0.0055905,GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY,0.591815191304348
GO_POSITIVE_REGULATION_OF_GL...3,SET,16,0.57353,0.016924,0.22634,0.0056437,GO_POSITIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION,0.59196075
GO_POSITIVE_REGULATION_OF_EP...11,SET,47,0.36493,0.018441,0.14432,0.0057295,GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.59196075
REACTOME_MRNA_EDITING:_C_TO_...,SET,7,0.96654,0.01887,0.38289,0.0058005,REACTOME_MRNA_EDITING:_C_TO_U_CONVERSION,0.59196075
GO_REGULATION_OF_BRANCHING_M...,SET,5,1.0765,0.017763,0.42675,0.0058302,GO_REGULATION_OF_BRANCHING_MORPHOGENESIS_OF_A_NERVE,0.59196075
GO_BRANCHING_INVOLVED_IN_SAL...,SET,23,0.47765,0.016896,0.18938,0.005835,GO_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS,0.59196075
GO_KINETOCHORE_ASSEMBLY,SET,14,0.58319,0.016099,0.23201,0.0059795,GO_KINETOCHORE_ASSEMBLY,0.594488545833333
GO_REGULATION_OF_PEPTIDYL_CY...,SET,6,0.8771,0.015854,0.34934,0.0060287,GO_REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION,0.594488545833333
GO_EOSINOPHIL_MIGRATION,SET,24,0.4913,0.017752,0.19581,0.0060563,GO_EOSINOPHIL_MIGRATION,0.594488545833333
KEGG_HEDGEHOG_SIGNALING_PATH...,SET,54,0.30329,0.016425,0.12122,0.0061807,KEGG_HEDGEHOG_SIGNALING_PATHWAY,0.594488545833333
GO_CARDIAC_CELL_FATE_COMMITM...,SET,12,0.7105,0.018159,0.28422,0.0062179,GO_CARDIAC_CELL_FATE_COMMITMENT,0.594488545833333
GO_REGULATION_OF_CELLULAR_CO...3,SET,332,0.11832,0.015767,0.047374,0.0062589,GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.594488545833333
GO_NUCLEOTIDE_EXCISION_REPAI...4,SET,22,0.39261,0.013583,0.15763,0.006379,GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING,0.594488545833333
GO_POSITIVE_REGULATION_OF_CA...24,SET,12,0.70571,0.018037,0.28337,0.0063837,GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION,0.594488545833333
GO_ACTIVATION_OF_TRANSMEMBRA...,SET,13,0.61734,0.016422,0.24814,0.0064307,GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.594488545833333
GO_RESPONSE_TO_HYDROPEROXIDE,SET,19,0.46826,0.015057,0.18835,0.006462,GO_RESPONSE_TO_HYDROPEROXIDE,0.594488545833333
GO_NEGATIVE_REGULATION_OF_B_...3,SET,9,0.74914,0.016583,0.30144,0.0064791,GO_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.594488545833333
GO_REGULATION_OF_STRIATED_MU...2,SET,81,0.24737,0.016395,0.099592,0.0065026,GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,0.594488545833333
GO_REGULATION_OF_CARDIAC_EPI...,SET,8,0.89945,0.018772,0.36229,0.0065248,GO_REGULATION_OF_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.594488545833333
GO_FEMALE_PRONUCLEUS,SET,6,0.75042,0.013564,0.30262,0.0065777,GO_FEMALE_PRONUCLEUS,0.594488545833333
GO_PHOSPHATIDYLINOSITOL_3_5_...2,SET,23,0.41671,0.014741,0.16826,0.0066362,GO_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_BINDING,0.594488545833333
GO_OXIDATIVE_DEMETHYLATION,SET,17,0.47583,0.014473,0.19216,0.0066438,GO_OXIDATIVE_DEMETHYLATION,0.594488545833333
GO_LUMENAL_SIDE_OF_MEMBRANE,SET,27,0.42583,0.016319,0.17233,0.0067421,GO_LUMENAL_SIDE_OF_MEMBRANE,0.594488545833333
GO_POSITIVE_REGULATION_OF_LI...1,SET,6,0.67427,0.012188,0.27322,0.006801,GO_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY,0.594488545833333
GO_NEGATIVE_REGULATION_OF_GL...1,SET,22,0.516,0.017852,0.20926,0.0068396,GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,0.594488545833333
GO_REGULATION_OF_CYTOPLASMIC...4,SET,20,0.49291,0.016261,0.19999,0.006861,GO_REGULATION_OF_CYTOPLASMIC_TRANSPORT,0.594488545833333
GO_INFLAMMATORY_CELL_APOPTOT...,SET,20,0.46439,0.01532,0.18878,0.0069526,GO_INFLAMMATORY_CELL_APOPTOTIC_PROCESS,0.594488545833333
GO_REGULATION_OF_SECONDARY_M...,SET,13,0.63285,0.016835,0.25733,0.0069659,GO_REGULATION_OF_SECONDARY_METABOLIC_PROCESS,0.594488545833333
GO_EOSINOPHIL_CHEMOTAXIS,SET,20,0.53988,0.01781,0.21961,0.0069836,GO_EOSINOPHIL_CHEMOTAXIS,0.594488545833333
GO_RESPONSE_TO_FUNGUS,SET,42,0.35821,0.017114,0.14586,0.0070319,GO_RESPONSE_TO_FUNGUS,0.594488545833333
GO_OXIDOREDUCTASE_ACTIVITY_A...17,SET,30,0.44233,0.017866,0.18054,0.0071475,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN,0.594820038157895
GO_NUCLEOTIDE_EXCISION_REPAI...7,SET,19,0.39587,0.012729,0.16179,0.0072099,GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_STABILIZATION,0.594820038157895
GO_RNA_POLYMERASE_II_REPRESS...,SET,35,0.35028,0.01528,0.14357,0.0073529,GO_RNA_POLYMERASE_II_REPRESSING_TRANSCRIPTION_FACTOR_BINDING,0.594820038157895
GO_SOLUTE_CATION_ANTIPORTER_...,SET,28,0.40679,0.015875,0.16676,0.0073609,GO_SOLUTE_CATION_ANTIPORTER_ACTIVITY,0.594820038157895
GO_MONOCYTE_CHEMOTAXIS,SET,58,0.31287,0.017558,0.12826,0.0073622,GO_MONOCYTE_CHEMOTAXIS,0.594820038157895
GO_I_BAND,SET,128,0.19521,0.016244,0.080037,0.0073674,GO_I_BAND,0.594820038157895
GO_NEGATIVE_REGULATION_OF_VA...5,SET,10,0.69347,0.016181,0.2844,0.0073822,GO_NEGATIVE_REGULATION_OF_VASCULAR_PERMEABILITY,0.594820038157895
REACTOME_RAF_INDEPENDENT_MAP...,SET,22,0.4783,0.016548,0.19633,0.0074267,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.594820038157895
GO_NEGATIVE_REGULATION_OF_CE...17,SET,10,0.57223,0.013352,0.23561,0.0075805,GO_NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,0.596698792258065
REACTOME_MISMATCH_REPAIR,SET,15,0.47266,0.013505,0.19463,0.0075855,REACTOME_MISMATCH_REPAIR,0.596698792258065
GO_PHOSPHOPROTEIN_BINDING,SET,75,0.23454,0.01496,0.096599,0.0075972,GO_PHOSPHOPROTEIN_BINDING,0.596698792258065
GO_VOLTAGE_GATED_POTASSIUM_C...1,SET,82,0.25843,0.017233,0.1066,0.0076757,GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY,0.598999819230769
