GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
EMP2,16,10528422,10580682,190,50,8816,3.8092,6.9706e-05,0.00065811,0.00010608,0.0582330260909091,0.212784456896552,0.11468496
TANC2,17,62966664,63427706,557,37,8816,3.7822,7.7719e-05,0.00029384,0.00071414,0.06121750836,0.163651071515152,0.297199033269231
EIF2B5,3,184134435,184145311,13,6,8816,3.7723,8.0864e-05,0.00023102,9.032e-05,0.06121750836,0.151639877857143,0.103749455
TBCK,4,106044317,106316704,476,32,8816,3.765,8.3271e-05,0.00011627,0.0025573,0.06121750836,0.0890385970833333,0.420650864052288
APOC2,19,44945982,44949565,14,5,8816,3.645,0.00013372,0.00013715,0.00033855,0.0920651759259259,0.096949225,0.239315786538462
MRPS9,2,105038025,105099960,201,15,8816,3.642,0.00013525,0.0020499,0.00063588,0.0920651759259259,0.325926081512605,0.285044841951219
RNF20,9,101533849,101563344,41,11,8816,3.5721,0.00017709,0.0003336,0.00050316,0.116129929655172,0.174868734054054,0.26355486
LRP5,11,68298866,68449275,262,42,8816,3.5631,0.00018324,5.7e-05,0.0057067,0.116129929655172,0.0582001666666667,0.420650864052288
ZNF708,19,21291160,21329439,80,10,8816,3.553,0.00019041,0.00029075,0.0004363,0.116651513,0.163651071515152,0.26355486
ZNF335,20,45948653,45972194,48,15,8816,3.5299,0.00020787,0.00010486,0.0020012,0.123240088064516,0.0876009972727273,0.420650864052288
UPF1,19,18831935,18868232,43,15,8816,3.5069,0.00022665,0.0067771,0.0001301,0.1301750109375,0.466998688014981,0.125847784210526
SEZ6L2,16,29871159,29899264,16,7,8816,3.4817,0.00024914,0.00010433,0.0042148,0.138755880606061,0.0876009972727273,0.420650864052288
SLC40A1,2,189560590,189580811,39,13,8816,3.4621,0.00026799,7.6279e-05,0.0039761,0.139263147027027,0.07009658705,0.420650864052288
HTR3E,3,184097064,184106995,17,7,8816,3.4607,0.00026939,0.00074728,0.0007907,0.139263147027027,0.232784052881356,0.297199033269231
EED,11,86244544,86285420,66,13,8816,3.4555,0.00027468,0.00044668,0.001545,0.139263147027027,0.194420580681818,0.420650864052288
EFCAB11,14,89794984,89954777,384,47,8816,3.4499,0.00028036,0.00041347,0.0041601,0.139263147027027,0.19289219975,0.420650864052288
SKIV2L2,5,55307748,55425581,220,15,8816,3.4395,0.00029145,0.00035204,0.0041909,0.140962093421053,0.174868734054054,0.420650864052288
PPP6R3,11,68460718,68615334,181,18,8816,3.4256,0.00030669,0.00059889,0.0023311,0.144529628461538,0.212784456896552,0.420650864052288
PLTP,20,45898620,45912364,20,12,8816,3.4083,0.00032679,0.0006715,0.00053883,0.149134378292683,0.212784456896552,0.26355486
SH3RF2,5,145936563,146081773,260,24,8816,3.4035,0.00033269,0.00049217,0.002967,0.149134378292683,0.196643313695652,0.420650864052288
FNBP1L,1,93448076,93570905,83,19,8816,3.3869,0.00035337,0.00028797,0.0036644,0.15393053627907,0.163651071515152,0.420650864052288
NKPD1,19,45149111,45162841,19,10,8816,3.3817,0.00036014,0.0019078,0.00030908,0.15393053627907,0.325926081512605,0.227495262
VENTX,10,133237904,133241930,21,6,8816,3.3533,0.00039932,0.074396,3.1352e-05,0.166797779090909,0.709608707317073,0.0443244929230769
PPAP2A,5,55424842,55535370,228,19,8816,3.3413,0.00041693,0.00055897,0.0041932,0.170283477111111,0.2054661926,0.420650864052288
ZNF763,19,11965054,11980399,61,7,8816,3.3312,0.00043236,0.00022392,0.0035045,0.17274661826087,0.151639877857143,0.420650864052288
ZBTB7A,19,4043303,4066818,32,10,8816,3.3213,0.00044797,0.00045738,0.0018732,0.174791947916667,0.194420580681818,0.420650864052288
URI1,19,29923644,30016612,109,17,8816,3.316,0.0004565,0.001646,0.0010945,0.174791947916667,0.315123270833333,0.359210991071429
CR1,1,207496128,207641765,191,29,8816,3.3051,0.00047476,0.0017864,0.0013175,0.178073755918367,0.315694669230769,0.41748849137931
ZCCHC14,16,87406246,87492269,253,27,8816,3.2935,0.00049469,0.0016985,0.0056774,0.181252284230769,0.315694669230769,0.420650864052288
C10orf142,10,44292750,44294649,4,3,8816,3.2881,0.00050433,0.00026698,0.0021568,0.181252284230769,0.163560847333333,0.420650864052288
ZDHHC6,10,112425439,112447234,36,13,8816,3.2834,0.00051282,0.00047796,0.0020006,0.181252284230769,0.195209485333333,0.420650864052288
DHX29,5,55256245,55307693,76,14,8816,3.2645,0.00054821,0.00096756,0.0025423,0.189446993898305,0.262337584202899,0.420650864052288
CCDC18,1,93180330,93279037,161,17,8816,3.256,0.00056493,0.0056973,0.00049264,0.189446993898305,0.439318359016393,0.26355486
GNPNAT1,14,52775193,52791668,11,6,8816,3.2527,0.00057151,0.0017777,0.00067779,0.189446993898305,0.315694669230769,0.291435375581395
TMED5,1,93149742,93180689,40,7,8816,3.2399,0.0005979,0.0074639,0.00021047,0.189446993898305,0.476003681756757,0.182444991363636
VAMP4,1,171700156,171742239,90,14,8816,3.2387,0.00060033,0.00046545,0.0053662,0.189446993898305,0.194420580681818,0.420650864052288
LOC101060181,19,12247244,12267038,38,8,8816,3.2371,0.00060376,0.0020575,0.00068185,0.189446993898305,0.325926081512605,0.291435375581395
ZNF700,19,11925068,11950773,49,12,8816,3.235,0.00060816,0.00066608,0.0043485,0.189446993898305,0.212784456896552,0.420650864052288
TLL2,10,96364606,96513926,338,57,8816,3.2275,0.00062433,0.00031843,0.010621,0.1912426845,0.172130146176471,0.470590973493976
C18orf54,18,54357905,54385218,80,11,8816,3.2099,0.00066379,0.0015699,0.0055528,0.199996662459016,0.310249377419355,0.420650864052288
GNA12,7,2728105,2870656,422,40,8816,3.1959,0.00069692,0.00034937,0.0073456,0.203052146753247,0.174868734054054,0.43202282278481
TMEM184A,7,1542235,1560821,50,10,8816,3.1888,0.00071436,0.001348,0.0037404,0.203052146753247,0.301437743373494,0.420650864052288
SHISA9,16,12901620,13562919,1997,189,8816,3.1853,0.000723,0.0026041,0.013395,0.203052146753247,0.34116822027972,0.517546462184874
KIAA0368,9,111360693,111484745,228,25,8816,3.1789,0.00073919,0.001113,0.0041196,0.203052146753247,0.275467353947368,0.420650864052288
CLU,8,27596917,27615031,27,10,8816,3.1684,0.00076647,0.00038917,0.0057171,0.203052146753247,0.188225142894737,0.420650864052288
KCNK10,14,88180108,88326912,403,66,8816,3.1674,0.00076908,0.0011027,0.0056913,0.203052146753247,0.275467353947368,0.420650864052288
PVR,19,44643798,44666161,38,13,8816,3.1669,0.00077044,0.00083291,0.0028027,0.203052146753247,0.250951686721311,0.420650864052288
EMB,5,50396192,50443307,75,12,8816,3.1602,0.00078825,0.018822,0.00046235,0.203052146753247,0.543914367924528,0.26355486
DVL2,17,7225342,7234548,9,5,8816,3.157,0.00079706,0.00098489,0.0017344,0.203052146753247,0.262337584202899,0.420650864052288
TLR4,9,117704175,117717491,26,12,8816,3.1546,0.00080346,0.00052174,0.004595,0.203052146753247,0.204022541702128,0.420650864052288
WNT11,11,76186326,76214008,67,18,8816,3.1522,0.00081016,0.00088132,0.0019107,0.203052146753247,0.251458136363636,0.420650864052288
CD47,3,108043094,108091088,61,15,8816,3.1472,0.0008243,0.00041981,0.0064485,0.203052146753247,0.19289219975,0.420650864052288
C11orf73,11,86302211,86345943,107,15,8816,3.1459,0.00082797,0.0010243,0.0026389,0.203052146753247,0.268937281428571,0.420650864052288
SLC25A34,1,15735088,15741392,9,4,8816,3.1404,0.00084362,0.00054626,0.0027752,0.203052146753247,0.204892092653061,0.420650864052288
TMEM67,8,93754844,93832649,55,14,8816,3.1402,0.00084429,0.0015949,0.0028718,0.203052146753247,0.311836884042553,0.420650864052288
FREM3,4,143577407,143700675,190,25,8816,3.1379,0.0008507,0.00065373,0.010023,0.203052146753247,0.212784456896552,0.46663505707196
AK7,14,96392111,96489427,202,41,8816,3.1322,0.00086746,0.00012548,0.050813,0.204398042820513,0.0922478768,0.743544687101911
APRT,16,88809469,88811934,4,3,8816,3.1279,0.00088026,0.0030268,0.00043551,0.204788589113924,0.360961233544304,0.26355486
KRTAP25-1,21,30289145,30289514,2,2,8816,3.1193,0.00090646,0.00063095,0.001531,0.206725176790123,0.212784456896552,0.420650864052288
DEFB134,8,11993177,12000752,20,8,8816,3.1178,0.00091108,0.0011848,0.0019993,0.206725176790123,0.281457891025641,0.420650864052288
IRF2,4,184387713,184474580,234,64,8816,3.093,0.0009906,0.0091406,0.00081099,0.220488212891566,0.494758748663102,0.297199033269231
FUT2,19,48695971,48705934,28,5,8816,3.0915,0.00099573,0.0013613,0.0029658,0.220488212891566,0.301437743373494,0.420650864052288
ZFP90,16,68539289,68576072,100,9,8816,3.0785,0.0010401,0.0019868,0.0026692,0.227571403571429,0.325926081512605,0.420650864052288
MAL2,8,119208371,119245673,56,16,8816,3.0655,0.0010864,0.0021791,0.0043502,0.232964510465116,0.328276056557377,0.420650864052288
HTN3,4,70028413,70036538,19,8,8816,3.0645,0.0010901,0.000903,0.0055078,0.232964510465116,0.251458136363636,0.420650864052288
IZUMO2,19,50152548,50163281,8,6,8816,3.0407,0.0011801,0.0013356,0.0020142,0.245854469230769,0.301437743373494,0.420650864052288
AQR,15,34856351,34969794,211,24,8816,3.0389,0.0011872,0.0026126,0.0034148,0.245854469230769,0.34116822027972,0.420650864052288
HTN1,4,70050415,70058848,26,8,8816,3.0344,0.0012049,0.00080515,0.0061916,0.245854469230769,0.246630864166667,0.420650864052288
ZNF44,19,12247244,12294899,91,11,8816,3.0343,0.0012055,0.0074127,0.0010652,0.245854469230769,0.476003681756757,0.355951105454546
FAM53B,10,124619294,124744361,193,33,8816,3.0314,0.0012173,0.0015311,0.0050577,0.245854469230769,0.307408752173913,0.420650864052288
ARHGAP23,17,38419286,38512392,250,48,8816,3.0198,0.0012648,0.0014245,0.006894,0.252671295652174,0.306715590697674,0.420650864052288
CCDC136,7,128791410,128822133,44,8,8816,3.0163,0.0012795,0.00090047,0.0063887,0.252859467741936,0.251458136363636,0.420650864052288
BIK,22,43110748,43129712,44,12,8816,3.0062,0.0013228,0.023977,0.00040658,0.258635544680851,0.571722424320828,0.26355486
SMIM23,5,171772642,171791136,53,13,8816,2.988,0.001404,0.0014171,0.0040127,0.261213607207207,0.306715590697674,0.420650864052288
RNASEH2B,13,50909678,50970462,90,19,8816,2.9828,0.0014282,0.0019456,0.0063282,0.261213607207207,0.325926081512605,0.420650864052288
FAM20C,7,192777,260774,290,61,8816,2.9771,0.001455,0.0026999,0.0036671,0.261213607207207,0.34221698,0.420650864052288
MYOM1,18,3066807,3220108,531,87,8816,2.9758,0.0014609,0.00066489,0.018104,0.261213607207207,0.212784456896552,0.564055841750842
C4BPA,1,207104238,207144972,82,21,8816,2.9726,0.0014763,0.26095,7.1695e-05,0.261213607207207,0.853716297940341,0.0878454936666667
YEATS2,3,183697804,183812625,163,22,8816,2.9719,0.0014798,0.0010862,0.022473,0.261213607207207,0.275467353947368,0.599864952104499
OR2T8,1,247912253,247923152,30,8,8816,2.9633,0.001522,0.0021103,0.0050323,0.261213607207207,0.325926081512605,0.420650864052288
PLAC8L1,5,146084149,146104383,42,5,8816,2.9627,0.0015246,0.0023025,0.0055908,0.261213607207207,0.334708246564886,0.420650864052288
CA10,17,51630313,52160017,1036,87,8816,2.9618,0.0015295,0.0064988,0.0030164,0.261213607207207,0.462951337984496,0.420650864052288
GIMD1,4,106357335,106368788,25,7,8816,2.9569,0.0015536,0.0069407,0.00077313,0.261213607207207,0.474077585036496,0.297199033269231
ARL6IP6,2,152717893,152761253,82,16,8816,2.9549,0.0015637,0.00045453,0.01883,0.261213607207207,0.194420580681818,0.567499106518283
PSMC6,14,52707163,52727998,21,8,8816,2.9547,0.001565,0.0023085,0.0035085,0.261213607207207,0.334708246564886,0.420650864052288
CAPZB,1,19338773,19485641,412,45,8816,2.9541,0.0015682,0.00062286,0.025498,0.261213607207207,0.212784456896552,0.624836989333333
ATP6V1B1,2,70935868,70965431,85,28,8816,2.9534,0.0015715,0.0020446,0.0061248,0.261213607207207,0.325926081512605,0.420650864052288
GDF1,19,18868546,18896144,52,19,8816,2.9523,0.0015773,0.014227,0.00055,0.261213607207207,0.524790141093474,0.26355486
CERS1,19,18868546,18896727,52,19,8816,2.9523,0.0015773,0.014227,0.00055,0.261213607207207,0.524790141093474,0.26355486
NHLRC2,10,113854632,113912506,34,12,8816,2.9522,0.0015776,0.0012188,0.0068774,0.261213607207207,0.283548420253165,0.420650864052288
CROCC,1,16895707,16972979,52,14,8816,2.9482,0.0015983,0.00054155,0.015586,0.262278175892857,0.204892092653061,0.536845771535581
CD247,1,167430640,167518616,250,58,8816,2.9414,0.0016337,0.0038984,0.0093039,0.265714799115044,0.398048297777778,0.465930185558583
PHF23,17,7235028,7239717,3,2,8816,2.938,0.0016516,0.001535,0.0023607,0.266269792982456,0.307408752173913,0.420650864052288
EAPP,14,34515929,34539737,62,11,8816,2.9206,0.0017468,0.0011302,0.0083976,0.278980544827586,0.275467353947368,0.440969972571429
RNF144A,2,6917392,7076197,465,57,8816,2.9181,0.0017608,0.0031273,0.0047526,0.278980544827586,0.361488344025157,0.420650864052288
DLX4,17,49969198,49974959,9,5,8816,2.9106,0.0018039,0.00086116,0.007367,0.28336647948718,0.251458136363636,0.43202282278481
C17orf53,17,44141906,44162477,19,6,8816,2.9014,0.0018577,0.010049,0.0016396,0.287360184426229,0.494758748663102,0.420650864052288
RDH12,14,67701886,67734451,78,13,8816,2.9007,0.0018615,0.0012947,0.014408,0.287360184426229,0.29744114125,0.525881135396518
IGSF23,19,44613590,44636781,65,17,8816,2.8968,0.0018852,0.0052117,0.0017762,0.287360184426229,0.429532889237668,0.420650864052288
SLC7A6OS,16,68300615,68310965,16,7,8816,2.8941,0.0019014,0.0026999,0.0050536,0.287360184426229,0.34221698,0.420650864052288
ASB16,17,44170706,44179083,11,4,8816,2.8931,0.0019075,0.0020556,0.0054974,0.287360184426229,0.325926081512605,0.420650864052288
CDC25C,5,138285265,138338355,88,14,8816,2.8848,0.0019586,0.0043684,0.0054674,0.2921399484375,0.414482137378641,0.420650864052288
STYX,14,52730165,52774989,61,12,8816,2.877,0.0020076,0.0089433,0.0028594,0.2921399484375,0.494758748663102,0.420650864052288
SNX6,14,34561409,34630160,143,18,8816,2.876,0.0020138,0.0011011,0.017933,0.2921399484375,0.275467353947368,0.562903760204082
C10orf35,10,69630243,69633599,16,6,8816,2.8747,0.0020222,0.020008,0.00038567,0.2921399484375,0.553916487951807,0.262526997407407
ANKRD40,17,50693190,50707909,17,6,8816,2.8739,0.0020273,0.0030351,0.0048889,0.2921399484375,0.360961233544304,0.420650864052288
DVL3,3,184155311,184173526,22,9,8816,2.8727,0.0020346,0.0021708,0.0032709,0.2921399484375,0.328276056557377,0.420650864052288
MYL6,12,56158261,56161582,4,2,8816,2.869,0.0020587,0.0029163,0.0024487,0.29330889379845,0.360961233544304,0.420650864052288
ZNF804A,2,184598366,184939487,525,42,8816,2.8652,0.0020837,0.0018516,0.014561,0.294587094615385,0.32104298490566,0.525881135396518
OR2L8,1,247948858,247949796,4,3,8816,2.858,0.0021315,0.0014902,0.0048138,0.298672673484848,0.307408752173913,0.420650864052288
OR4B1,11,48216810,48217739,4,3,8816,2.856,0.0021451,0.001511,0.0044069,0.298672673484848,0.307408752173913,0.420650864052288
HSPB8,12,119178790,119194746,31,9,8816,2.8521,0.0021712,0.0050815,0.0039914,0.300033720300752,0.4264515456621,0.420650864052288
NOTCH3,19,15159633,15200981,83,15,8816,2.8407,0.0022508,0.0014932,0.013191,0.308712337313433,0.307408752173913,0.513638536016949
CELF1,11,47465937,47565569,99,22,8816,2.8342,0.0022968,0.0048991,0.0045285,0.311618647794118,0.421832085185185,0.420650864052288
MCAT,22,43132206,43143397,16,7,8816,2.833,0.0023059,0.0014352,0.011218,0.311618647794118,0.306715590697674,0.47930049537037
IQCE,7,2558972,2614734,212,33,8816,2.8305,0.0023239,0.0037872,0.0058688,0.311758818248175,0.392546529213483,0.420650864052288
FOXD1,5,73446256,73448527,2,2,8816,2.8266,0.0023521,0.0011945,0.005297,0.313255405072464,0.281457891025641,0.420650864052288
TDP1,14,89954935,90044764,185,19,8816,2.8213,0.0023917,0.022706,0.0016817,0.316237800719424,0.565307612817089,0.420650864052288
SMO,7,129188872,129213546,61,17,8816,2.8171,0.0024228,0.02747,0.000826,0.318061722857143,0.586365630136986,0.297199033269231
TBCD,17,82752060,82943186,527,47,8816,2.8062,0.0025062,0.0041704,0.010611,0.321797277241379,0.414482137378641,0.470590973493976
TRIM21,11,4384897,4393712,33,11,8816,2.8051,0.002515,0.0037039,0.0047022,0.321797277241379,0.386783966477273,0.420650864052288
PTGR1,9,111549722,111599855,143,34,8816,2.8031,0.0025306,0.0099117,0.0031564,0.321797277241379,0.494758748663102,0.420650864052288
ZBTB5,9,37438102,37465410,32,13,8816,2.8023,0.002537,0.0030888,0.0065558,0.321797277241379,0.360961233544304,0.420650864052288
IL6,7,22725442,22732002,16,7,8816,2.8021,0.0025388,0.001919,0.0090761,0.321797277241379,0.325926081512605,0.459045820054945
RHOU,1,228644647,228746669,179,32,8816,2.7954,0.002592,0.0049037,0.0060889,0.324358093197279,0.421832085185185,0.420650864052288
HLA-F,6,29723340,29740355,142,19,8816,2.7951,0.0025943,0.0026464,0.0090222,0.324358093197279,0.34116822027972,0.459002832320442
CEACAM5,19,41708611,41730433,45,13,8816,2.7835,0.0026891,0.00086728,0.025167,0.333938979054054,0.251458136363636,0.621888355614973
CD82,11,44564427,44620363,183,42,8816,2.7792,0.0027245,0.0044557,0.0083557,0.334522305333333,0.414482137378641,0.440127021203438
RSPH1,21,42472486,42496354,53,21,8816,2.7785,0.0027302,0.026225,0.0013795,0.334522305333333,0.578905404561825,0.420650864052288
FBXO25,8,406808,469876,228,35,8816,2.7757,0.0027543,0.001625,0.01468,0.335240262913907,0.314377631578947,0.525881135396518
CLDN7,17,7259903,7263193,6,4,8816,2.7732,0.0027753,0.0017862,0.0067551,0.335573938815789,0.315694669230769,0.420650864052288
FAM153B,5,176063709,176114798,12,8,8816,2.769,0.0028112,0.0035638,0.004984,0.336772761585366,0.380477171098266,0.420650864052288
TMEM145,19,42313325,42325064,6,3,8816,2.7632,0.0028618,0.0020765,0.0052482,0.336772761585366,0.325926081512605,0.420650864052288
FOXB2,9,77019655,77020953,1,1,8816,2.7564,0.0029224,0.00298,0.00298,0.336772761585366,0.360961233544304,0.420650864052288
MEGF8,19,42325609,42378769,46,7,8816,2.7559,0.002927,0.0035712,0.010179,0.336772761585366,0.380477171098266,0.46663505707196
SNTB1,8,120535745,120812069,615,66,8816,2.7549,0.0029355,0.049508,0.00082609,0.336772761585366,0.658490285508291,0.297199033269231
HBQ1,16,180334,181179,3,3,8816,2.753,0.0029524,0.0021072,0.0053066,0.336772761585366,0.325926081512605,0.420650864052288
NDUFS3,11,47579010,47584563,5,4,8816,2.7505,0.0029755,0.0061127,0.0021967,0.336772761585366,0.453005295564516,0.420650864052288
MAP1LC3B,16,87392195,87404774,28,12,8816,2.7497,0.0029822,0.0017839,0.012121,0.336772761585366,0.315694669230769,0.495048575555555
PRR19,19,42302132,42310821,4,1,8816,2.7492,0.0029873,0.0026545,0.0036174,0.336772761585366,0.34116822027972,0.420650864052288
WASL,7,123681927,123749071,114,17,8816,2.7489,0.0029898,0.003629,0.021527,0.336772761585366,0.381127948571429,0.588757043154762
CD55,1,207321472,207360966,57,9,8816,2.7487,0.0029913,0.052368,0.00053799,0.336772761585366,0.667040603878116,0.26355486
KDELR2,7,6461081,6484218,62,14,8816,2.7472,0.0030051,0.013368,0.0027285,0.336772761585366,0.524790141093474,0.420650864052288
AP2M1,3,184174846,184184091,14,7,8816,2.7441,0.0030338,0.0023776,0.009678,0.337928546666667,0.334708246564886,0.46663505707196
LXN,3,158666414,158672693,13,5,8816,2.7395,0.0030769,0.01099,0.0022556,0.339027682941176,0.504963025,0.420650864052288
MYL6B,12,56152420,56157987,2,2,8816,2.7379,0.003092,0.0011391,0.0097788,0.339027682941176,0.275467353947368,0.46663505707196
DLG4,17,7189890,7220050,37,13,8816,2.736,0.0031094,0.0016876,0.014144,0.339027682941176,0.315694669230769,0.525881135396518
AMZ1,7,2679522,2765679,306,48,8816,2.735,0.0031189,0.0015388,0.023368,0.339027682941176,0.307408752173913,0.605833016925247
ELP5,17,7252053,7259940,14,6,8816,2.7332,0.0031359,0.002434,0.007465,0.339027682941176,0.336349518796992,0.432805157728707
ACADVL,17,7217125,7225267,10,5,8816,2.7247,0.0032179,0.0041439,0.0064796,0.345858386549708,0.414482137378641,0.420650864052288
C14orf178,14,77760830,77769742,29,10,8816,2.7206,0.0032578,0.0084532,0.0040067,0.346528651149425,0.493490736507937,0.420650864052288
TRPV2,17,16415542,16437003,54,15,8816,2.7197,0.0032668,0.00491,0.0089416,0.346528651149425,0.421832085185185,0.457765087465181
SLC35F3,1,233904712,234324518,1249,103,8816,2.7183,0.0032807,0.0057039,0.015963,0.346528651149425,0.439318359016393,0.539016901639344
VPS37B,12,122865328,122896220,24,7,8816,2.7018,0.003448,0.0051898,0.0049544,0.361627710227273,0.429532889237668,0.420650864052288
UNC13D,17,75827225,75844717,57,15,8816,2.7004,0.003463,0.0024262,0.016101,0.361627710227273,0.336349518796992,0.539016901639344
LOC105377532,4,170092143,170107095,35,11,8816,2.6955,0.0035147,0.001732,0.02681,0.36495294519774,0.315694669230769,0.633096387676508
GBP1,1,89052304,89065360,25,8,8816,2.6922,0.0035491,0.0029364,0.0097543,0.366454544382022,0.360961233544304,0.46663505707196
LOC102724378,22,37729416,37747434,30,7,8816,2.6896,0.0035772,0.0032403,0.0078262,0.366701443406593,0.366475004907975,0.436216429239766
WBP2,17,75845699,75855420,21,9,8816,2.6874,0.0036004,0.0020857,0.017659,0.366701443406593,0.325926081512605,0.562448188255613
ENC1,5,74627406,74641424,26,7,8816,2.6851,0.0036257,0.0023191,0.010143,0.366701443406593,0.334708246564886,0.46663505707196
MUT,6,49430360,49463328,51,10,8816,2.6846,0.0036313,0.0018478,0.01532,0.366701443406593,0.32104298490566,0.536316723809524
AGBL2,11,47659169,47715382,75,15,8816,2.6801,0.0036801,0.0075657,0.0093461,0.3691881625,0.476003681756757,0.466019717073171
HCN1,5,45254950,45696118,372,42,8816,2.6786,0.0036961,0.021627,0.0031893,0.3691881625,0.557522074229692,0.420650864052288
CIC,19,42268537,42295796,19,4,8816,2.6744,0.0037432,0.0049576,0.0079345,0.371871744864865,0.421832085185185,0.436216429239766
PCCA,13,100089015,100530437,659,66,8816,2.671,0.003781,0.0087969,0.0080284,0.373607521505376,0.494758748663102,0.436216429239766
WRB,21,39379676,39397889,30,7,8816,2.6653,0.0038455,0.0022382,0.020355,0.377839177248677,0.331770593548387,0.576432272727273
LOC105374013,3,101687198,101709759,23,10,8816,2.6634,0.0038681,0.0032863,0.010609,0.377839177248677,0.367602277575758,0.470590973493976
SERPIND1,22,20774095,20787720,40,8,8816,2.6619,0.0038855,0.0161,0.0025216,0.377839177248677,0.524790141093474,0.420650864052288
TGFB2,1,218345334,218444619,186,45,8816,2.6592,0.0039168,0.0098578,0.0053976,0.378100063020833,0.494758748663102,0.420650864052288
GRHPR,9,37422666,37436993,20,8,8816,2.6572,0.0039401,0.0097998,0.0032921,0.378100063020833,0.494758748663102,0.420650864052288
XPOT,12,64404350,64451125,45,12,8816,2.6563,0.0039499,0.0078115,0.0069886,0.378100063020833,0.478558528333333,0.420650864052288
HDAC5,17,44076753,44123646,57,15,8816,2.651,0.0040125,0.010481,0.0071409,0.382102266839378,0.498605984810127,0.423363229354839
TBC1D23,3,100260817,100325252,81,12,8816,2.6451,0.0040828,0.17044,0.00030945,0.386792686597938,0.792841498354847,0.227495262
PTPMT1,11,47565430,47573461,7,4,8816,2.6421,0.0041198,0.041089,0.00084087,0.387065490816327,0.635161943349754,0.297199033269231
LRFN5,14,41607561,41904549,674,62,8816,2.6414,0.0041278,0.0033738,0.019327,0.387065490816327,0.371299821556886,0.567499106518283
FAM78A,9,131258078,131281920,34,12,8816,2.6303,0.0042653,0.031075,0.0032579,0.39239165,0.607034346439957,0.420650864052288
