VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GO_PATHWAY_RESTRICTED_SMAD_P...,SET,59,0.35073,0.01984,0.12162,0.0019666,GO_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,0.479760548275862
GO_RENAL_FILTRATION,SET,17,0.67362,0.020478,0.23433,0.0020243,GO_RENAL_FILTRATION,0.479760548275862
GO_NEGATIVE_REGULATION_OF_TR...8,SET,250,0.15818,0.018324,0.055055,0.002034,GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,0.479760548275862
GO_NEGATIVE_REGULATION_OF_ST...8,SET,31,0.44214,0.018144,0.15402,0.0020506,GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.479760548275862
REACTOME_VLDL_ASSEMBLY,SET,5,0.96124,0.015853,0.33506,0.0020622,REACTOME_VLDL_ASSEMBLY,0.479760548275862
REACTOME_NONHOMOLOGOUS_END_J...,SET,51,0.31163,0.016394,0.10872,0.0020786,REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,0.479760548275862
GO_REGULATION_OF_NUCLEOTIDE_...2,SET,7,1.088,0.02123,0.38049,0.0021244,GO_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_SIGNALING_PATHWAY,0.479760548275862
GO_NEGATIVE_REGULATION_OF_PR...30,SET,528,0.10716,0.017901,0.037646,0.002212,GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,0.479760548275862
GO_HIGH_DENSITY_LIPOPROTEIN_...1,SET,26,0.5406,0.020319,0.18991,0.0022121,GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE,0.479760548275862
GO_NEGATIVE_REGULATION_OF_EP...2,SET,14,0.61709,0.017025,0.21702,0.0022338,GO_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,0.479760548275862
REACTOME_CYTOSOLIC_SENSORS_O...,SET,57,0.29915,0.016634,0.1053,0.0022529,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,0.479760548275862
GO_NEGATIVE_REGULATION_OF_AN...1,SET,15,0.59387,0.01696,0.2094,0.0022857,GO_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.479760548275862
REACTOME_ACROSOME_REACTION_A...,SET,6,1.1313,0.020438,0.40176,0.0024344,REACTOME_ACROSOME_REACTION_AND_SPERM:OOCYTE_MEMBRANE_BINDING,0.488739276923077
GO_SYNDECAN_BINDING,SET,6,1.1318,0.020447,0.40226,0.0024514,GO_SYNDECAN_BINDING,0.488739276923077
GO_REGULATION_OF_GENE_EXPRES...2,SET,290,0.13623,0.016977,0.048474,0.0024766,GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,0.488739276923077
GO_PROTEIN_LIPID_COMPLEX_ASS...,SET,32,0.40808,0.017014,0.14543,0.00251,GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY,0.488739276923077
GO_U2_TYPE_SPLICEOSOMAL_COMP...,SET,75,0.2424,0.015453,0.086471,0.0025326,GO_U2_TYPE_SPLICEOSOMAL_COMPLEX,0.488739276923077
GO_CHEMOSENSORY_BEHAVIOR,SET,17,0.60251,0.018316,0.21542,0.0025827,GO_CHEMOSENSORY_BEHAVIOR,0.488739276923077
GO_TOLERANCE_INDUCTION,SET,24,0.51954,0.018763,0.18598,0.0026095,GO_TOLERANCE_INDUCTION,0.488739276923077
GO_HISTONE_H3_K9_TRIMETHYLAT...,SET,13,0.56374,0.014988,0.20274,0.0027158,GO_HISTONE_H3_K9_TRIMETHYLATION,0.489430605882353
REACTOME_PROCESSING_OF_DNA_D...,SET,78,0.25462,0.016552,0.091639,0.0027336,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,0.489430605882353
GO_REGULATION_OF_CHOLESTEROL...3,SET,11,0.81626,0.019964,0.29378,0.0027338,GO_REGULATION_OF_CHOLESTEROL_ESTERIFICATION,0.489430605882353
GO_HAIR_FOLLICLE_PLACODE_FOR...,SET,4,1.1731,0.017304,0.42331,0.0027961,GO_HAIR_FOLLICLE_PLACODE_FORMATION,0.491155094594595
GO_FUCOSYLATION,SET,19,0.54739,0.017591,0.1982,0.0028765,GO_FUCOSYLATION,0.491155094594595
GO_POSITIVE_REGULATION_OF_CH...9,SET,9,0.94013,0.020799,0.34103,0.0029222,GO_POSITIVE_REGULATION_OF_CHOLESTEROL_ESTERIFICATION,0.491155094594595
GO_CYTOPLASMIC_SEQUESTERING_...2,SET,20,0.51393,0.016945,0.18656,0.0029389,GO_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN,0.491155094594595
GO_ESTABLISHMENT_OF_PROTEIN_...7,SET,50,0.33505,0.017452,0.12168,0.0029503,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.491155094594595
GO_NEUROMUSCULAR_JUNCTION,SET,73,0.27274,0.017155,0.09919,0.0029855,GO_NEUROMUSCULAR_JUNCTION,0.491155094594595
GO_POSITIVE_REGULATION_OF_NO...3,SET,45,0.35846,0.017716,0.13077,0.0030643,GO_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY,0.492534410526316
GO_DNA_REPLICATION,SET,250,0.14108,0.016343,0.05173,0.0031958,GO_DNA_REPLICATION,0.492534410526316
GO_RESPONSE_TO_FRUCTOSE,SET,8,0.6998,0.014597,0.25659,0.0031962,GO_RESPONSE_TO_FRUCTOSE,0.492534410526316
REACTOME_INTERLEUKIN_35_SIGN...,SET,12,0.74275,0.018973,0.27306,0.0032665,REACTOME_INTERLEUKIN_35_SIGNALLING,0.492534410526316
GO_CELL_DIFFERENTIATION_IN_H...,SET,16,0.6589,0.019433,0.24301,0.0033536,GO_CELL_DIFFERENTIATION_IN_HINDBRAIN,0.492534410526316
GO_INTERLEUKIN_17_RECEPTOR_A...,SET,8,0.88155,0.018389,0.32529,0.0033666,GO_INTERLEUKIN_17_RECEPTOR_ACTIVITY,0.492534410526316
GO_NEURAL_RETINA_DEVELOPMENT,SET,61,0.32308,0.018582,0.11951,0.0034364,GO_NEURAL_RETINA_DEVELOPMENT,0.492534410526316
GO_CYSTEINE_TYPE_ENDOPEPTIDA...6,SET,21,0.55617,0.01879,0.20587,0.0034546,GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.492534410526316
REACTOME_ACTIVATION_OF_ATR_I...,SET,37,0.35282,0.015815,0.1307,0.0034754,REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,0.492534410526316
GO_HISTONE_H3_K9_METHYLATION,SET,34,0.36344,0.015618,0.13493,0.0035376,GO_HISTONE_H3_K9_METHYLATION,0.492534410526316
GO_REGULATION_OF_PLASMINOGEN...,SET,12,0.67736,0.017303,0.25162,0.003554,GO_REGULATION_OF_PLASMINOGEN_ACTIVATION,0.492534410526316
GO_NEGATIVE_REGULATION_OF_SM...6,SET,6,0.81837,0.014785,0.30402,0.0035565,GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING,0.492534410526316
GO_VERY_LOW_DENSITY_LIPOPROT...2,SET,9,0.8482,0.018766,0.31633,0.0036691,GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,0.492534410526316
GO_MYOSIN_FILAMENT_ORGANIZAT...,SET,13,0.63909,0.016992,0.23877,0.0037218,GO_MYOSIN_FILAMENT_ORGANIZATION,0.492534410526316
GO_NEGATIVE_REGULATION_OF_CE...28,SET,884,0.079573,0.017027,0.029812,0.0038051,GO_NEGATIVE_REGULATION_OF_CELL_DEATH,0.492534410526316
GO_PLASMA_MEMBRANE_RAFT_ASSE...,SET,5,0.96634,0.015937,0.36372,0.0039473,GO_PLASMA_MEMBRANE_RAFT_ASSEMBLY,0.492534410526316
GO_NUCLEOSOME_BINDING,SET,72,0.26205,0.01637,0.098849,0.0040166,GO_NUCLEOSOME_BINDING,0.492534410526316
GO_POSITIVE_REGULATION_OF_AC...3,SET,58,0.30475,0.017093,0.115,0.0040276,GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,0.492534410526316
GO_EXOCYST,SET,18,0.50355,0.015751,0.19064,0.0041327,GO_EXOCYST,0.492534410526316
GO_NEGATIVE_REGULATION_OF_MY...9,SET,14,0.61358,0.016929,0.2323,0.004133,GO_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,0.492534410526316
GO_CEREBELLAR_PURKINJE_CELL_...3,SET,8,0.8273,0.017257,0.31332,0.0041433,GO_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION,0.492534410526316
REACTOME_INTERLEUKIN_12_FAMI...,SET,53,0.30051,0.016115,0.1139,0.0041687,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,0.492534410526316
GO_CELLULAR_RESPONSE_TO_GROW...,SET,22,0.54624,0.018888,0.20794,0.0043117,GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS,0.492534410526316
GO_DISTAL_AXON,SET,255,0.1467,0.01716,0.055855,0.0043181,GO_DISTAL_AXON,0.492534410526316
GO_REGULATION_OF_ANDROGEN_RE...,SET,24,0.42088,0.015199,0.16025,0.0043182,GO_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.492534410526316
GO_DENDRITIC_SHAFT,SET,32,0.38804,0.016178,0.14781,0.0043337,GO_DENDRITIC_SHAFT,0.492534410526316
GO_PLASMINOGEN_ACTIVATION,SET,21,0.52812,0.017842,0.20191,0.0044565,GO_PLASMINOGEN_ACTIVATION,0.492534410526316
GO_REGULATION_OF_NUCLEOTIDE_...1,SET,5,1.1915,0.01965,0.45611,0.0045013,GO_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,0.492534410526316
PID_ATM_PATHWAY,SET,30,0.37107,0.01498,0.1423,0.0045622,PID_ATM_PATHWAY,0.492534410526316
GO_POSITIVE_REGULATION_OF_HI...9,SET,34,0.35239,0.015143,0.13525,0.00459,GO_POSITIVE_REGULATION_OF_HISTONE_METHYLATION,0.492534410526316
GO_VASCULAR_WOUND_HEALING,SET,8,0.85558,0.017847,0.32848,0.0046027,GO_VASCULAR_WOUND_HEALING,0.492534410526316
GO_FRIZZLED_BINDING,SET,37,0.3883,0.017406,0.14947,0.0046952,GO_FRIZZLED_BINDING,0.492534410526316
REACTOME_FGFR2_ALTERNATIVE_S...,SET,27,0.39936,0.015296,0.15387,0.0047268,REACTOME_FGFR2_ALTERNATIVE_SPLICING,0.492534410526316
GO_DETECTION_OF_MOLECULE_OF_...,SET,10,0.78809,0.018379,0.30386,0.0047526,GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN,0.492534410526316
REACTOME_RNA_POLYMERASE_III_...1,SET,16,0.47687,0.014064,0.18415,0.0048085,REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION,0.492534410526316
GO_GATOR1_COMPLEX,SET,5,0.92895,0.01532,0.35884,0.00482,GO_GATOR1_COMPLEX,0.492534410526316
GO_NEGATIVE_REGULATION_OF_TY...5,SET,11,0.59249,0.014491,0.22905,0.0048483,GO_NEGATIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,0.492534410526316
GO_NEGATIVE_REGULATION_OF_CO...6,SET,6,1.0048,0.018153,0.38853,0.004856,GO_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION,0.492534410526316
GO_POSITIVE_REGULATION_OF_MH...1,SET,7,0.79963,0.015603,0.30936,0.0048755,GO_POSITIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,0.492534410526316
REACTOME_CDC6_ASSOCIATION_WI...,SET,11,0.69839,0.017081,0.27035,0.0048976,REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC:ORIGIN_COMPLEX,0.492534410526316
GO_SUMO_LIGASE_ACTIVITY,SET,6,0.92427,0.016698,0.35783,0.0049011,GO_SUMO_LIGASE_ACTIVITY,0.492534410526316
GO_RETINA_MORPHOGENESIS_IN_C...,SET,47,0.34677,0.017514,0.13468,0.0050199,GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,0.492534410526316
REACTOME_RNA_POLYMERASE_III_...5,SET,21,0.41782,0.014116,0.16272,0.0051232,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION,0.492534410526316
GO_PHOSPHATASE_REGULATOR_ACT...,SET,87,0.23494,0.016126,0.09159,0.0051608,GO_PHOSPHATASE_REGULATOR_ACTIVITY,0.492534410526316
GO_POSITIVE_REGULATION_OF_CE...31,SET,9,0.80538,0.017818,0.31426,0.0051959,GO_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT,0.492534410526316
GO_NEGATIVE_REGULATION_OF_HI...6,SET,12,0.55882,0.014275,0.21818,0.0052189,GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION,0.492534410526316
GO_CELLULAR_RESPONSE_TO_PEPT...1,SET,346,0.12278,0.016688,0.04794,0.0052201,GO_CELLULAR_RESPONSE_TO_PEPTIDE,0.492534410526316
GO_REGULATION_OF_TRANSFERASE...,SET,881,0.076643,0.016374,0.029931,0.0052281,GO_REGULATION_OF_TRANSFERASE_ACTIVITY,0.492534410526316
GO_NEGATIVE_REGULATION_OF_IN...33,SET,30,0.3917,0.015813,0.15347,0.0053556,GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.492534410526316
REACTOME_RNA_POLYMERASE_III_...4,SET,26,0.36704,0.013796,0.14407,0.0054281,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,0.492534410526316
GO_TUMOR_NECROSIS_FACTOR_BIO...,SET,22,0.49952,0.017273,0.19617,0.0054465,GO_TUMOR_NECROSIS_FACTOR_BIOSYNTHETIC_PROCESS,0.492534410526316
GO_CAMERA_TYPE_EYE_MORPHOGEN...,SET,106,0.2262,0.017129,0.088854,0.005457,GO_CAMERA_TYPE_EYE_MORPHOGENESIS,0.492534410526316
GO_POSITIVE_REGULATION_OF_AL...5,SET,19,0.57558,0.018497,0.22636,0.0055033,GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION,0.492534410526316
GO_REGULATION_OF_PROTEIN_TYR...1,SET,80,0.25191,0.016584,0.099411,0.0056427,GO_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.492534410526316
GO_STEROID_ESTERIFICATION,SET,14,0.60835,0.016784,0.24022,0.0056671,GO_STEROID_ESTERIFICATION,0.492534410526316
GO_TRIGLYCERIDE_RICH_PLASMA_...,SET,18,0.59399,0.01858,0.23478,0.0057084,GO_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE,0.492534410526316
GO_SPLICEOSOMAL_COMPLEX,SET,155,0.15864,0.014507,0.062746,0.0057356,GO_SPLICEOSOMAL_COMPLEX,0.492534410526316
GO_PROTEIN_TRANSPORTER_ACTIV...,SET,86,0.22829,0.01558,0.090402,0.0057849,GO_PROTEIN_TRANSPORTER_ACTIVITY,0.492534410526316
GO_HISTONE_METHYLATION,SET,124,0.1816,0.014867,0.072042,0.0058594,GO_HISTONE_METHYLATION,0.492534410526316
GO_ANTIGEN_PROCESSING_AND_PR...11,SET,8,0.84344,0.017594,0.3346,0.00586,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB,0.492534410526316
GO_RNA_POLYMERASE_III_COMPLEX,SET,15,0.47325,0.013515,0.188,0.0059176,GO_RNA_POLYMERASE_III_COMPLEX,0.492534410526316
GO_ANATOMICAL_STRUCTURE_MATU...,SET,151,0.18272,0.016494,0.072612,0.0059325,GO_ANATOMICAL_STRUCTURE_MATURATION,0.492534410526316
GO_POSITIVE_REGULATION_OF_GE...2,SET,56,0.2657,0.014645,0.10567,0.0059635,GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,0.492534410526316
GO_ESTABLISHMENT_OF_PIGMENT_...,SET,22,0.47873,0.016554,0.19043,0.0059734,GO_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION,0.492534410526316
GO_PHOSPHATIDYLCHOLINE_TRANS...,SET,10,0.6994,0.01631,0.27837,0.0059981,GO_PHOSPHATIDYLCHOLINE_TRANSPORTER_ACTIVITY,0.492534410526316
GO_NEGATIVE_REGULATION_OF_HI...7,SET,6,0.73925,0.013355,0.29442,0.0060261,GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_TRIMETHYLATION,0.492534410526316
GO_PRESPLICEOSOME,SET,15,0.54392,0.015533,0.21672,0.0060446,GO_PRESPLICEOSOME,0.492534410526316
GO_REPLICATIVE_SENESCENCE,SET,13,0.55073,0.014642,0.21973,0.006102,GO_REPLICATIVE_SENESCENCE,0.492534410526316
GO_NEGATIVE_REGULATION_OF_KI...2,SET,222,0.14596,0.015945,0.058278,0.0061354,GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,0.492534410526316
GO_PROTEIN_LOCALIZATION_TO_K...,SET,15,0.55334,0.015802,0.22108,0.0061639,GO_PROTEIN_LOCALIZATION_TO_KINETOCHORE,0.492534410526316
GO_REGULATION_OF_HISTONE_H4_...2,SET,6,0.81724,0.014764,0.32706,0.0062364,GO_REGULATION_OF_HISTONE_H4_K16_ACETYLATION,0.492534410526316
GO_REGULATION_OF_PROTEIN_TYR...2,SET,5,0.88165,0.01454,0.35284,0.0062367,GO_REGULATION_OF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY,0.492534410526316
GO_NUCLEAR_TRANSPORT,SET,313,0.11527,0.014914,0.046137,0.0062437,GO_NUCLEAR_TRANSPORT,0.492534410526316
GO_UBIQUITIN_UBIQUITIN_LIGAS...,SET,12,0.52787,0.013484,0.21144,0.006275,GO_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY,0.492534410526316
GO_ERYTHROCYTE_MATURATION,SET,13,0.60117,0.015983,0.24092,0.0062981,GO_ERYTHROCYTE_MATURATION,0.492534410526316
GO_POSITIVE_REGULATION_OF_SI...3,SET,20,0.49093,0.016186,0.19688,0.0063292,GO_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.492534410526316
GO_CARDIOVASCULAR_SYSTEM_DEV...,SET,643,0.089379,0.016423,0.035887,0.0063812,GO_CARDIOVASCULAR_SYSTEM_DEVELOPMENT,0.492534410526316
GO_PUTRESCINE_BIOSYNTHETIC_P...,SET,5,0.84388,0.013917,0.33897,0.0063996,GO_PUTRESCINE_BIOSYNTHETIC_PROCESS,0.492534410526316
GO_SPLICEOSOMAL_TRI_SNRNP_CO...1,SET,30,0.33694,0.013602,0.13552,0.00646,GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX,0.492534410526316
