VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GO_NEURONAL_SIGNAL_TRANSDUCT...,SET,6,1.5156,0.027383,0.4182,0.00014531,GO_NEURONAL_SIGNAL_TRANSDUCTION,0.126211916
GO_INTERLEUKIN_8_BIOSYNTHETI...,SET,12,0.85099,0.02174,0.2352,0.00014879,GO_INTERLEUKIN_8_BIOSYNTHETIC_PROCESS,0.126211916
GO_T_CELL_DIFFERENTIATION_IN...1,SET,61,0.427,0.024562,0.11839,0.00015551,GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE,0.126211916
GO_CHYLOMICRON_ASSEMBLY,SET,10,0.88836,0.020719,0.2479,0.00016995,GO_CHYLOMICRON_ASSEMBLY,0.12931070625
GO_INTERLEUKIN_8_PRODUCTION,SET,67,0.37703,0.022725,0.1067,0.00020564,GO_INTERLEUKIN_8_PRODUCTION,0.147262432941176
GO_POSITIVE_REGULATION_OF_LI...10,SET,8,1.2296,0.025652,0.35069,0.00022774,GO_POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,0.154028153333333
GO_SINGLE_THYMINE_INSERTION_...,SET,5,0.97834,0.016136,0.28115,0.00025147,GO_SINGLE_THYMINE_INSERTION_BINDING,0.154378494
GO_REGULATION_OF_CHOLESTEROL...3,SET,11,1.0211,0.024975,0.29362,0.00025362,GO_REGULATION_OF_CHOLESTEROL_ESTERIFICATION,0.154378494
REACTOME_CHYLOMICRON_ASSEMBLY,SET,10,0.91539,0.021349,0.26564,0.0002851,REACTOME_CHYLOMICRON_ASSEMBLY,0.165276542857143
GO_POSITIVE_REGULATION_OF_AN...4,SET,5,1.0311,0.017006,0.30129,0.00031119,GO_POSITIVE_REGULATION_OF_ANOIKIS,0.1719066192
GO_REGULATION_OF_AMYLOID_PRE...,SET,28,0.55956,0.021826,0.16425,0.00032936,GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,0.1719066192
GO_POSITIVE_REGULATION_OF_CE...50,SET,8,0.95231,0.019866,0.2811,0.00035302,GO_POSITIVE_REGULATION_OF_CENTROSOME_DUPLICATION,0.1719066192
GO_RADIAL_SPOKE,SET,4,1.5339,0.02263,0.45278,0.00035302,GO_RADIAL_SPOKE,0.1719066192
GO_NEGATIVE_REGULATION_OF_SE...3,SET,5,1.4478,0.023879,0.43341,0.00041913,GO_NEGATIVE_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY,0.191353145454545
GO_ACTIN_MODIFICATION,SET,4,1.4352,0.021173,0.43041,0.00042819,GO_ACTIN_MODIFICATION,0.191353145454545
GO_ESTRADIOL_17_BETA_DEHYDRO...,SET,11,0.77954,0.019067,0.23575,0.0004731,GO_ESTRADIOL_17_BETA_DEHYDROGENASE_ACTIVITY,0.191353145454545
GO_APOPTOTIC_SIGNALING_PATHW...,SET,552,0.12017,0.020513,0.036457,0.00049092,GO_APOPTOTIC_SIGNALING_PATHWAY,0.191353145454545
GO_L_ORNITHINE_TRANSMEMBRANE...,SET,4,1.6902,0.024936,0.5137,0.00050128,GO_L_ORNITHINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.191353145454545
GO_GLUTATHIONE_TRANSFERASE_A...,SET,22,0.74214,0.025664,0.22563,0.00050349,GO_GLUTATHIONE_TRANSFERASE_ACTIVITY,0.191353145454545
GO_SPANNING_COMPONENT_OF_MEM...,SET,8,0.94105,0.019631,0.28625,0.00050632,GO_SPANNING_COMPONENT_OF_MEMBRANE,0.191353145454545
GO_SPANNING_COMPONENT_OF_PLA...,SET,6,1.0295,0.018601,0.31382,0.0005187,GO_SPANNING_COMPONENT_OF_PLASMA_MEMBRANE,0.191353145454545
GO_CELL_REDOX_HOMEOSTASIS,SET,69,0.33881,0.020723,0.10375,0.0005468,GO_CELL_REDOX_HOMEOSTASIS,0.195786564705882
GO_VOLTAGE_GATED_SODIUM_CHAN...2,SET,5,1.372,0.02263,0.42337,0.00059727,GO_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,0.198856203
GO_POSITIVE_REGULATION_OF_IN...34,SET,42,0.44414,0.02121,0.13771,0.00063053,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,0.198856203
GO_CD4_POSITIVE_ALPHA_BETA_T...1,SET,81,0.3333,0.02208,0.10336,0.00063182,GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,0.198856203
GO_GUANINE_THYMINE_MISPAIR_B...,SET,6,0.84968,0.015351,0.26361,0.0006349,GO_GUANINE_THYMINE_MISPAIR_BINDING,0.198856203
GO_EXOGENOUS_PROTEIN_BINDING,SET,70,0.35594,0.021927,0.11065,0.00064947,GO_EXOGENOUS_PROTEIN_BINDING,0.198856203
KEGG_GLYOXYLATE_AND_DICARBOX...,SET,16,0.63898,0.018847,0.19875,0.00065338,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,0.198856203
GO_PEPTIDE_DISULFIDE_OXIDORE...,SET,15,0.68982,0.019701,0.21712,0.00074487,GO_PEPTIDE_DISULFIDE_OXIDOREDUCTASE_ACTIVITY,0.221171887317073
REACTOME_JNK_C_JUN_KINASES_P...,SET,18,0.68716,0.021497,0.21716,0.00077862,REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,0.225688568571429
GO_POSITIVE_REGULATION_OF_CE...48,SET,6,1.0166,0.018367,0.32323,0.00083167,GO_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION,0.228473516
GO_REGULATION_OF_MESENCHYMAL...2,SET,6,1.1797,0.021314,0.37533,0.00083723,GO_REGULATION_OF_MESENCHYMAL_STEM_CELL_DIFFERENTIATION,0.228473516
GO_GALACTOLIPID_BIOSYNTHETIC...,SET,6,1.1332,0.020474,0.36082,0.00084453,GO_GALACTOLIPID_BIOSYNTHETIC_PROCESS,0.228473516
GO_ACTIVATION_OF_IMMUNE_RESP...,SET,538,0.1159,0.019539,0.037173,0.00091245,GO_ACTIVATION_OF_IMMUNE_RESPONSE,0.238421314468085
GO_NFAT_PROTEIN_BINDING,SET,4,1.2066,0.017801,0.38734,0.00092047,GO_NFAT_PROTEIN_BINDING,0.238421314468085
GO_SINGLE_BASE_INSERTION_OR_...,SET,6,0.78431,0.01417,0.25235,0.00094327,GO_SINGLE_BASE_INSERTION_OR_DELETION_BINDING,0.23923685375
REACTOME_TRAF6_MEDIATED_INDU...,SET,14,0.70924,0.019569,0.23008,0.0010274,REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,0.255256481632653
GO_ORNITHINE_TRANSPORT,SET,5,1.3999,0.023089,0.45633,0.0010801,GO_ORNITHINE_TRANSPORT,0.259330070588235
GO_POSITIVE_REGULATION_OF_IM...3,SET,958,0.089008,0.019787,0.029031,0.0010864,GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.259330070588235
GO_VERY_LOW_DENSITY_LIPOPROT...1,SET,11,0.72111,0.017638,0.23613,0.0011313,GO_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY,0.264854734615385
GO_IMMUNE_RESPONSE_REGULATIN...2,SET,504,0.11564,0.018887,0.038013,0.0011765,GO_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY,0.270239830188679
GO_CELLULAR_RESPONSE_TO_ANTI...,SET,128,0.2377,0.01977,0.078518,0.0012352,GO_CELLULAR_RESPONSE_TO_ANTIBIOTIC,0.278468977777778
GO_NEGATIVE_REGULATION_OF_PL...3,SET,18,0.67443,0.021098,0.22503,0.0013646,GO_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION,0.302048007272727
GO_NEGATIVE_REGULATION_OF_PH...2,SET,12,0.7347,0.018769,0.24604,0.0014145,GO_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,0.304456789473684
GO_NEGATIVE_REGULATION_OF_AP...3,SET,207,0.17768,0.018752,0.059549,0.0014255,GO_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,0.304456789473684
GO_DNA_INSERTION_OR_DELETION...,SET,8,0.65495,0.013663,0.22031,0.0014772,GO_DNA_INSERTION_OR_DELETION_BINDING,0.310059186206897
GO_CERAMIDE_BINDING,SET,13,0.65417,0.017394,0.22381,0.0017362,GO_CERAMIDE_BINDING,0.351794307042254
GO_TRANSFERASE_ACTIVITY_TRAN...3,SET,49,0.3733,0.019252,0.12799,0.0017713,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS,0.351794307042254
GO_PROCOLLAGEN_PROLINE_4_DIO...,SET,5,0.86207,0.014219,0.2963,0.0018129,GO_PROCOLLAGEN_PROLINE_4_DIOXYGENASE_ACTIVITY,0.351794307042254
GO_MUSCLE_STRUCTURE_DEVELOPM...,SET,574,0.10776,0.018746,0.037163,0.0018698,GO_MUSCLE_STRUCTURE_DEVELOPMENT,0.351794307042254
REACTOME_ACTIVATED_NTRK2_SIG...4,SET,7,0.97729,0.019071,0.33825,0.0019333,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,0.351794307042254
GO_TRABECULA_MORPHOGENESIS,SET,48,0.39098,0.019957,0.13557,0.0019654,GO_TRABECULA_MORPHOGENESIS,0.351794307042254
GO_BRANCHIOMOTOR_NEURON_AXON...,SET,5,1.1389,0.018784,0.39494,0.0019678,GO_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE,0.351794307042254
REACTOME_DISEASES_ASSOCIATED...2,SET,16,0.55589,0.016396,0.19277,0.0019681,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,0.351794307042254
GO_CARBONYL_REDUCTASE_NADPH_...,SET,5,1.2923,0.021314,0.44828,0.0019735,GO_CARBONYL_REDUCTASE_NADPH_ACTIVITY,0.351794307042254
GO_TRIGEMINAL_NERVE_MORPHOGE...,SET,4,1.2447,0.018362,0.43268,0.0020116,GO_TRIGEMINAL_NERVE_MORPHOGENESIS,0.351794307042254
GO_POSITIVE_REGULATION_OF_CA...5,SET,34,0.4662,0.020035,0.16231,0.0020402,GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.351794307042254
GO_AMYLOID_PRECURSOR_PROTEIN...2,SET,36,0.41542,0.01837,0.14464,0.0020415,GO_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,0.351794307042254
GO_POSITIVE_REGULATION_OF_TU...4,SET,76,0.29387,0.018861,0.10238,0.0020517,GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.351794307042254
GO_MISMATCH_REPAIR_COMPLEX,SET,9,0.62251,0.013774,0.21798,0.002149,GO_MISMATCH_REPAIR_COMPLEX,0.357114678947368
GO_ACTIVATION_OF_STORE_OPERA...,SET,4,1.381,0.020374,0.48423,0.0021746,GO_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY,0.357114678947368
GO_U1_SNRNP,SET,18,0.54495,0.017048,0.19144,0.0022123,GO_U1_SNRNP,0.357114678947368
REACTOME_GLUTATHIONE_CONJUGA...,SET,32,0.48741,0.020322,0.17125,0.0022147,REACTOME_GLUTATHIONE_CONJUGATION,0.357114678947368
GO_REGULATION_OF_DEFENSE_RES...1,SET,670,0.09636,0.018061,0.03388,0.0022294,GO_REGULATION_OF_DEFENSE_RESPONSE,0.357114678947368
GO_ACTOMYOSIN_STRUCTURE_ORGA...,SET,180,0.18368,0.01809,0.064678,0.0022595,GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION,0.357235753246753
GO_INTRINSIC_APOPTOTIC_SIGNA...1,SET,264,0.1445,0.017196,0.051054,0.0023273,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.363237823076923
GO_REGULATION_OF_PROTON_TRAN...,SET,16,0.58082,0.017132,0.20621,0.0024292,GO_REGULATION_OF_PROTON_TRANSPORT,0.37416789
GO_POSITIVE_REGULATION_OF_PH...10,SET,9,0.86937,0.019236,0.30908,0.0024588,GO_POSITIVE_REGULATION_OF_PHOSPHOLIPID_TRANSPORT,0.37416789
GO_FC_RECEPTOR_MEDIATED_STIM...,SET,80,0.26763,0.01762,0.095344,0.0025031,GO_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY,0.376206659259259
GO_NEGATIVE_REGULATION_OF_IN...30,SET,10,0.77552,0.018087,0.27739,0.0025913,GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,0.38372448
GO_NEGATIVE_REGULATION_OF_HU...2,SET,5,1.2441,0.02052,0.44557,0.0026201,GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,0.38372448
GO_CELLULAR_RESPONSE_TO_TOXI...,SET,209,0.17106,0.018139,0.06137,0.0026602,GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,0.38372448
GO_CHIASMA_ASSEMBLY,SET,7,0.78002,0.015222,0.28008,0.0026792,GO_CHIASMA_ASSEMBLY,0.38372448
GO_PEPTIDYL_HISTIDINE_MODIFI...,SET,11,0.6436,0.015742,0.23282,0.0028543,GO_PEPTIDYL_HISTIDINE_MODIFICATION,0.400006855172414
GO_REGULATION_OF_RAC_PROTEIN...,SET,12,0.66279,0.016932,0.2398,0.0028586,GO_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION,0.400006855172414
GO_NEGATIVE_REGULATION_OF_HU...1,SET,9,0.88475,0.019576,0.32137,0.0029552,GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,0.408825054545455
GO_REGULATION_OF_MULTI_ORGAN...,SET,372,0.12457,0.017544,0.045374,0.0030246,GO_REGULATION_OF_MULTI_ORGANISM_PROCESS,0.413198374736842
GO_PROCOLLAGEN_PROLINE_DIOXY...,SET,8,0.70846,0.014779,0.25888,0.0031064,GO_PROCOLLAGEN_PROLINE_DIOXYGENASE_ACTIVITY,0.413198374736842
GO_PRESYNAPTIC_DENSE_CORE_VE...,SET,6,1.0824,0.019555,0.39585,0.0031292,GO_PRESYNAPTIC_DENSE_CORE_VESICLE_EXOCYTOSIS,0.413198374736842
GO_FILAMENTOUS_ACTIN,SET,22,0.49366,0.017071,0.18104,0.0032012,GO_FILAMENTOUS_ACTIN,0.413198374736842
GO_IMMUNOGLOBULIN_RECEPTOR_A...,SET,4,1.2464,0.018388,0.45729,0.0032126,GO_IMMUNOGLOBULIN_RECEPTOR_ACTIVITY,0.413198374736842
GO_ADRENAL_GLAND_DEVELOPMENT,SET,24,0.5356,0.019344,0.19656,0.0032197,GO_ADRENAL_GLAND_DEVELOPMENT,0.413198374736842
BIOCARTA_SM_PATHWAY,SET,13,0.63203,0.016805,0.23199,0.0032244,BIOCARTA_SM_PATHWAY,0.413198374736842
GO_GLYCOSPHINGOLIPID_BIOSYNT...,SET,24,0.51243,0.018507,0.18849,0.0032806,GO_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS,0.4160210875
GO_C_TERMINAL_PROTEIN_DEGLUT...,SET,5,1.1049,0.018223,0.40754,0.0033568,GO_C_TERMINAL_PROTEIN_DEGLUTAMYLATION,0.421295703092784
GO_POSITIVE_REGULATION_OF_PH...11,SET,18,0.56776,0.017761,0.21042,0.0034892,GO_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,0.433444089795918
GO_CYTOKINE_PRODUCTION,SET,686,0.092444,0.017525,0.034387,0.0035943,GO_CYTOKINE_PRODUCTION,0.437105128846154
GO_REGULATION_OF_MAST_CELL_A...1,SET,36,0.40713,0.018003,0.1517,0.0036427,GO_REGULATION_OF_MAST_CELL_ACTIVATION,0.437105128846154
GO_REGULATION_OF_SERINE_TYPE...,SET,7,0.95158,0.018569,0.35515,0.0036913,GO_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY,0.437105128846154
GO_POSITIVE_REGULATION_OF_SM...5,SET,14,0.60299,0.016638,0.22527,0.0037208,GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,0.437105128846154
REACTOME_INTERLEUKIN_23_SIGN...,SET,9,0.80565,0.017826,0.30112,0.0037341,REACTOME_INTERLEUKIN_23_SIGNALING,0.437105128846154
GO_INTERLEUKIN_23_MEDIATED_S...,SET,9,0.80565,0.017826,0.30112,0.0037341,GO_INTERLEUKIN_23_MEDIATED_SIGNALING_PATHWAY,0.437105128846154
GO_VIRAL_TRANSLATIONAL_TERMI...,SET,5,0.93407,0.015406,0.34956,0.0037719,GO_VIRAL_TRANSLATIONAL_TERMINATION_REINITIATION,0.437324862857143
GO_REGULATION_OF_PLATELET_DE...2,SET,8,0.80369,0.016766,0.30295,0.0039939,GO_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY,0.44738938487395
GO_POSITIVE_REGULATION_OF_IM...2,SET,705,0.087821,0.016869,0.033109,0.0039988,GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,0.44738938487395
GO_REGULATION_OF_ALDOSTERONE...,SET,7,0.94078,0.018359,0.35494,0.0040217,GO_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS,0.44738938487395
GO_SPHINGOLIPID_BINDING,SET,21,0.45668,0.01543,0.17275,0.0041045,GO_SPHINGOLIPID_BINDING,0.44738938487395
GO_REGULATION_OF_AMYLOID_BET...2,SET,22,0.47554,0.016445,0.17991,0.0041106,GO_REGULATION_OF_AMYLOID_BETA_FORMATION,0.44738938487395
GO_MESENCHYMAL_STEM_CELL_DIF...,SET,8,0.85613,0.01786,0.32417,0.0041367,GO_MESENCHYMAL_STEM_CELL_DIFFERENTIATION,0.44738938487395
GO_T_HELPER_1_TYPE_IMMUNE_RE...,SET,41,0.40331,0.01903,0.15298,0.0041936,GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE,0.44738938487395
REACTOME_MITOTIC_TELOPHASE_C...,SET,10,0.6615,0.015428,0.25149,0.0042692,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,0.44738938487395
GO_CARDIAC_MUSCLE_TISSUE_DEV...,SET,199,0.16536,0.017115,0.062874,0.0042724,GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,0.44738938487395
REACTOME_THE_CANONICAL_RETIN...,SET,22,0.47882,0.016558,0.18219,0.0042959,REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,0.44738938487395
GO_OLIGOPEPTIDE_TRANSPORT,SET,11,0.71561,0.017504,0.27242,0.0043124,GO_OLIGOPEPTIDE_TRANSPORT,0.44738938487395
GO_POSITIVE_REGULATION_OF_RE...18,SET,41,0.34987,0.016508,0.1332,0.0043163,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.44738938487395
GO_L_LYSINE_TRANSMEMBRANE_TR...,SET,4,1.2776,0.018848,0.48707,0.0043609,GO_L_LYSINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.44738938487395
REACTOME_CHAPERONE_MEDIATED_...,SET,15,0.56104,0.016023,0.21396,0.0043732,REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,0.44738938487395
GO_AMPA_GLUTAMATE_RECEPTOR_C...1,SET,8,0.86705,0.018087,0.33138,0.0044464,GO_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING,0.45108728
GO_PEPTIDYL_LYSINE_DIMETHYLA...,SET,14,0.52047,0.014361,0.19951,0.0045481,GO_PEPTIDYL_LYSINE_DIMETHYLATION,0.451940728125
GO_AMYLOID_BETA_FORMATION,SET,27,0.42027,0.016098,0.1612,0.0045698,GO_AMYLOID_BETA_FORMATION,0.451940728125
GO_ORGANIC_CYCLIC_COMPOUND_C...,SET,545,0.096146,0.016311,0.036904,0.0045933,GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,0.451940728125
GO_MESSENGER_RIBONUCLEOPROTE...,SET,9,0.75452,0.016695,0.29013,0.0046568,GO_MESSENGER_RIBONUCLEOPROTEIN_COMPLEX,0.451940728125
GO_POSITIVE_REGULATION_OF_ST...6,SET,26,0.46986,0.017662,0.18078,0.0046776,GO_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS,0.451940728125
GO_VOLTAGE_GATED_SODIUM_CHAN...3,SET,14,0.69655,0.019219,0.26814,0.0046965,GO_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX,0.451940728125
REACTOME_IKK_COMPLEX_RECRUIT...,SET,21,0.47465,0.016037,0.18286,0.0047239,REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,0.451940728125
GO_ACTIN_CYTOSKELETON,SET,465,0.10498,0.016488,0.040476,0.0047518,GO_ACTIN_CYTOSKELETON,0.451940728125
GO_CEREBELLAR_CORTEX_DEVELOP...,SET,43,0.33517,0.016195,0.12981,0.0049167,GO_CEREBELLAR_CORTEX_DEVELOPMENT,0.463999269767442
REACTOME_FOXO_MEDIATED_TRANS...3,SET,15,0.56917,0.016255,0.22068,0.0049561,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,0.464119703076923
GO_ACTIVATION_OF_INNATE_IMMU...,SET,280,0.12824,0.015709,0.049799,0.0050145,GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.464585663636364
GO_PHAGOCYTOSIS,SET,239,0.14991,0.016986,0.058252,0.0050374,GO_PHAGOCYTOSIS,0.464585663636364
GO_PROTEIN_DISULFIDE_ISOMERA...,SET,14,0.61236,0.016896,0.23825,0.0050854,GO_PROTEIN_DISULFIDE_ISOMERASE_ACTIVITY,0.465392032835821
GO_ACTIN_FILAMENT,SET,85,0.24525,0.016641,0.095511,0.0051226,GO_ACTIN_FILAMENT,0.465392032835821
GO_REGULATION_OF_DNA_DAMAGE_...2,SET,29,0.40383,0.01603,0.15748,0.0051729,GO_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.465405776923077
GO_POSITIVE_REGULATION_OF_IN...14,SET,27,0.4346,0.016647,0.16988,0.0052639,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,0.465405776923077
GO_TAU_PROTEIN_BINDING,SET,44,0.31499,0.015395,0.1235,0.0053811,GO_TAU_PROTEIN_BINDING,0.465405776923077
GO_RNA_CATABOLIC_PROCESS,SET,354,0.11304,0.015538,0.044333,0.0053946,GO_RNA_CATABOLIC_PROCESS,0.465405776923077
GO_NEGATIVE_REGULATION_OF_RE...19,SET,40,0.32245,0.015028,0.12646,0.0053952,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.465405776923077
GO_MUSCLE_TISSUE_DEVELOPMENT,SET,363,0.11985,0.016678,0.047055,0.0054354,GO_MUSCLE_TISSUE_DEVELOPMENT,0.465405776923077
GO_EXPLORATION_BEHAVIOR,SET,23,0.48133,0.017018,0.18946,0.0055378,GO_EXPLORATION_BEHAVIOR,0.465405776923077
PID_ERA_GENOMIC_PATHWAY,SET,61,0.27738,0.015955,0.10919,0.0055425,PID_ERA_GENOMIC_PATHWAY,0.465405776923077
GO_RESPONSE_TO_BACTERIUM,SET,550,0.10029,0.017089,0.039519,0.0055827,GO_RESPONSE_TO_BACTERIUM,0.465405776923077
GO_4_HYDROXYPROLINE_METABOLI...,SET,8,0.62002,0.012934,0.2446,0.0056286,GO_4_HYDROXYPROLINE_METABOLIC_PROCESS,0.465405776923077
GO_PEPTIDYL_PROLINE_HYDROXYL...2,SET,8,0.62002,0.012934,0.2446,0.0056286,GO_PEPTIDYL_PROLINE_HYDROXYLATION_TO_4_HYDROXY_L_PROLINE,0.465405776923077
GO_PEPTIDYL_PROLINE_4_DIOXYG...,SET,8,0.62002,0.012934,0.2446,0.0056286,GO_PEPTIDYL_PROLINE_4_DIOXYGENASE_ACTIVITY,0.465405776923077
GO_REGULATION_OF_CD4_POSITIV...1,SET,53,0.32107,0.017219,0.12694,0.0057175,GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,0.465405776923077
GO_NUCLEAR_RECEPTOR_BINDING,SET,103,0.21166,0.015803,0.083826,0.0057886,GO_NUCLEAR_RECEPTOR_BINDING,0.465405776923077
GO_RESPONSE_TO_ACIDIC_PH,SET,21,0.46742,0.015793,0.18514,0.0057953,GO_RESPONSE_TO_ACIDIC_PH,0.465405776923077
GO_MISMATCHED_DNA_BINDING,SET,14,0.44535,0.012288,0.17649,0.0058159,GO_MISMATCHED_DNA_BINDING,0.465405776923077
